#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06635500: Seminoe, WY
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Seminoe (06635500) 
# Wyoming  RESERVOIR Site - 6190 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:33:50 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1939,,,0,7000,91000,245000,229000,96000,19000,26000,38000,44000
1940,44000,43000,47000,65000,67000,128000,158000,68000,24000,27000,45000,55000
1941,62000,63000,65000,82000,99000,257000,335000,208000,115000,122000,132000,143000
1942,132000,107000,84000,64000,161000,284000,551000,534000,438000,361000,325000,299000
1943,277000,250000,222000,232000,344000,414000,613000,569000,454000,392000,342000,313000
1944,274000,221000,168000,122000,169000,276000,463000,431000,313000,257000,240000,218000
1945,182000,142000,117000,108000,145000,363000,653000,771000,781000,743440,702710,671770
1946,639360,595320,554460,542950,610700,693540,819670,727550,610700,562050,502640,472230
1947,439670,380040,339030,344200,405270,636220,932710,978010,922190,871790,818330,780910
1948,737070,681980,624260,590800,650690,835730,947470,873890,797850,728160,675040,638660
1949,610280,575470,546420,522430,604510,848580,1020360,1005880,919210,856030,811600,769460
1950,706260,647210,603980,573840,601770,657000,885400,863710,780400,746400,710600,676050
1951,641960,595170,556880,524890,556150,710000,988440,1031180,992720,941460,897950,859510
1952,790310,714510,635930,535980,625340,901010,1046550,1002130,955400,898850,819140,750310
1953,694700,653210,620910,580130,557300,589210,772600,714610,660220,565320,466170,392580
1954,319920,251560,244980,235660,265940,336290,356610,357250,355510,324930,339540,341570
1955,335600,328410,321950,312080,364110,396220,456970,452840,463300,455660,423420,372500
1956,340690,330660,286020,267800,283700,432950,603860,530870,429840,368960,331190,300270
1957,293010,285720,297380,270330,242960,351370,835600,1032980,1007630,911310,851120,770170
1958,679940,613850,601570,561740,548870,781770,962520,967340,928650,901180,904680,901370
1959,898970,818420,701600,597560,536490,524800,687750,629490,591730,547240,518210,478890
1960,416790,335250,268020,252770,276350,350740,493700,449300,380740,335860,249370,181410
1961,140030,106950,76720,63650,62970,133280,274840,279230,254360,263300,265720,239060
1962,207180,165300,143040,106380,291820,549760,736870,831440,783910,739680,630190,530020
1963,410110,310820,307970,332570,372780,483870,592000,575480,519760,503680,461560,418010
1964,354240,289460,222630,118110,119970,220000,409310,432330,386400,340600,303730,280610
1965,244980,202060,160790,91340,90600,203860,572700,672960,690600,704810,689850,630490
1966,556630,474660,399600,394200,407460,485380,537200,487420,422850,330460,300150,287610
1967,262610,196080,120900,90700,76080,139440,414090,510430,501750,480520,457020,418160
1968,351430,292570,230170,222240,245700,380790,757700,810700,812060,791650,760250,682740
1969,572700,480630,421720,371990,447416,603768,749609,755476,710536,659382,607934,562720
1970,496290,398915,313548,257950,274195,509722,897807,955326,883474,840624,793483,754208
1971,649262,523321,417447,349901,384904,555251,938944,955326,928758,884018,848129,810020
1972,750719,686591,627019,590595,582837,698325,945970,938185,909030,882388,829246,765735
1973,653215,570899,513168,491454,621530,949578,977605,986617,953975,950527,900015,857418
1974,813750,700285,641356,582057,567193,777217,983483,951097,905718,850232,801487,726142
1975,645027,541277,479728,454288,467880,604575,851283,975450,934387,873051,806515,754726
1976,689026,612254,566632,541475,575422,712613,866340,893315,892216,865267,759214,673881
1977,587572,498873,488277,488616,528375,617809,668715,651014,631116,604199,545157,495393
1978,425418,369037,305018,249765,246424,437436,785621,874058,833222,776080,733563,698568
1979,602732,502214,400157,340620,384639,578761,856191,908818,890021,839136,777718,709575
1980,638485,562590,469814,362232,408780,734187,949096,963025,906590,873158,840357,778210
1981,703377,604066,548858,501406,461661,512109,600072,596365,577860,549972,522393,462741
1982,392915,320287,278168,225675,185048,337603,658281,854069,873698,869923,839485,794759
1983,721790,626701,555693,512109,536838,736532,1039376,971419,952949,904922,885463,863839
1984,834089,786779,717495,648323,636392,919085,956234,983622,954301,930392,919648,898643
1985,868309,852299,836515,817550,842098,902326,905656,901402,838605,808198,780173,738877
1986,699012,634024,580433,518826,489065,657561,956809,869557,827851,810231,796422,782313
1987,735274,674168,627385,646906,723324,832174,835993,772805,702016,660139,624361,588482
1988,545154,472885,422980,398214,510583,687391,872791,849999,811758,773294,736526,694077
1989,608078,518707,440868,451814,465340,505106,553819,543924,514220,488161,468826,455968
1990,410459,386244,377610,371875,357568,355786,510349,533195,460365,432886,419547,410756
1991,396569,361059,343389,347402,337599,441807,645777,584186,479861,439721,419245,413041
1992,405135,388235,380877,394930,411848,449271,424704,351710,299745,276134,257753,247948
1993,236117,227629,220643,242015,301494,548731,782642,750572,637922,608884,614007,614007
1994,597022,574138,549474,563469,597022,702317,657561,536227,410756,346790,332128,319288
