#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06058500: Canyon Ferry Lake, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Canyon Ferry Lake (06058500) 
# Montana  RESERVOIR Site - 3650 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:59:40 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1953,,,,52919,79426,142030,720089,767107,771552,836557,895821,963705
1954,943653,869152,856003,848595,872301,1034555,1309012,1393864,1406438,1411529,1467980,1479210
1955,1393864,1317419,1230728,1184230,1261726,1493171,1918293,2049801,1952013,1874120,1803308,1774983
1956,1722380,1653115,1533233,1589380,1643403,1915933,2046766,1980675,1852539,1777006,1748344,1808366
1957,1749356,1595754,1494992,1447342,1484673,1877829,2018779,1951339,1810726,1746321,1769925,1834330
1958,1786111,1658275,1582400,1604859,1537482,1741263,2012035,1946618,1821854,1712601,1696819,1737217
1959,1742949,1705924,1693784,1781053,1931444,1884573,2029569,2014395,1951339,1990117,2038336,1959431
1960,1740589,1780041,1854225,1944595,1949315,1944932,1982361,1865015,1762169,1668290,1589077,1569349
1961,1560244,1481334,1493778,1513202,1438844,1464945,1623069,1484976,1294301,1283530,1394653,1470408
1962,1389136,1295089,1299292,1223635,1425794,1786785,2014058,2045755,1954711,1940548,1981349,2013721
1963,2022151,1957408,1979663,1968873,1991803,2004616,2017430,1967524,1853888,1828261,1818145,1846132
1964,1766553,1738565,1743623,1733170,1747670,1857597,2040697,2028430,1946904,1939712,1957249,1965869
