#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016150: Horsetooth Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Horsetooth Reservoir (06016150) 
# Colorado  RESERVOIR Site - 5450 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:34:59 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,59800,59500,65500
1953,85100,104500,119000,126200,128100,125600,114800,84000,63400,47300,55400,72300
1954,91600,104600,119100,124000,121600,88900,61900,35800,16100,16400,31300,35200
1955,50500,66000,83900,92900,108800,88000,85300,64400,28800,21000,19500,30700
1956,39200,48100,61400,79300,95400,87100,64000,39200,20800,23300,35800,38799
1957,49817,62657,76904,94404,112339,120409,129311,121267,97157,77386,70571,78562
1958,88132,100264,106946,121783,134710,139676,131816,95928,49088,23115,22404,36200
1959,56800,77200,84700,97100,117500,130200,123500,96800,54400,43200,49760,60483
1960,71764,86234,99405,111021,120409,133802,131816,113168,67432,52377,57920,67820
1961,79815,90719,100734,113832,120924,135439,142199,129489,105497,93797,60100,103102
1962,112339,121267,130024,136537,138656,134892,142199,107918,74720,50550,44017,55409
1963,71365,84643,93494,112919,114665,92891,93343,75808,58741,34671,24646,34114
1964,52032,67173,84067,100734,111844,101520,105979,878839,45139,37802,51286,57768
1965,64681,70307,81928,97157,104057,100969,109383,106301,85799,72699,68150,63600
1966,69255,80939,97311,114415,123339,123339,115836,77317,37505,37357,34399,43600
1967,58000,69600,83800,103500,116700,126100,128700,128800,83500,59300,54900,58800
1968,72200,85300,97900,112300,124300,128800,125900,108700,85900,69400,74400,74100
1969,80200,90200,98400,110400,116800,124300,139500,111000,74500,65600,67600,68900
1970,76400,82000,93300,108400,123600,138500,141500,128000,94900,84300,80100,86600
1971,92200,99100,106300,116500,128400,139600,138200,103700,73000,63800,57200,63400
1972,73908,90600,106500,122900,134000,128400,129700,107500,73600,69000,52723,58900
1973,73500,86379,96849,107108,122992,133078,133078,132897,102626,90199,87000,90800
1974,96700,106700,112600,121100,125600,136400,137700,105800,64600,60360,44070,51118
1975,66529,82781,90943,96110,116845,129489,128778,113997,80095,70967,61721,72565
1976,81211,92439,107284,122128,126613,131098,117519,80657,41344,30313,16569,35454
1977,57437,72164,79815,91839,93041,99483,64735,42803,16918,3275,1263,1263
1978,15607,30133,38001,51255,60853,79118,89015,35695,41158,25121,33925,35726
1979,30584,39910,47314,63512,70439,132717,141355,116929,101148,96849,96081,96000
1980,102000,107600,114000,126800,135000,139300,136900,110200,83500,74800,64800,70100
1981,74800,90000,106800,121000,128200,126645,107482,84607,66445,57017,51927,44924
1982,62470,80657,94101,105818,114165,120409,120667,114832,99327,95012,77179,77179
1983,99561,110692,117857,119044,137640,138009,131816,118026,104217,102468,111307,106140
1984,111185,116676,122992,134528,136721,136170,134076,92891,73571,67173,64866,69567
1985,78034,92322,104897,123525,117154,120958,97690,91361,69461,73908,79508,79508
1986,78852,102356,113622,127521,130444,109289,132635,112614,85850,82820,88115,-6489
1987,-6518,-6508,-6528,-6528,-6528,-6528,-6528,-6528,-6528,-6549,-6559,88036
1988,97575,105068,121140,127821,130064,127203,129875,103504,79151,63190,60418,68759
1989,75762,98764,117694,126492,124263,111330,110071,72656,58611,56207,58611,48287
1990,64425,82392,96621,107125,108385,109844,107849,97180,83461,77959,79838,82819
1991,99444,109183,118441,122314,132004,131603,131869,107452,94744,87174,83081,88617
1992,95819,106276,115828,129478,131813,123746,134189,117064,104710,100621,100845,102548
1993,110420,114438,118795,119248,121977,130633,130880,108766,100460,98174,94530,104346
1994,109207,115871,126926,132324,131310,122209,107076,82286,68751,65299,62244,65360
1995,91825,120778,129773,133247,132542,147081,148215,130387,117107,104233,100979,110851
1996,118066,129486,140792,145252,138205,128430,146831,134617,123839,115154,114157,118926
1997,123323,127589,131611,132550,137253,124800,145620,140048,134917,117280,121842,131241
1998,135385,143119,143418,143239,141451,109984,99927,79210,84814,74944,67592,65207
1999,72593,75640,78909,88479,101875,130128,144057,137424,125639,116705,102731,101083
2000,108520,107987,115810,115506,96707,84161,80752,60521,23494,17464,5185,2063
2001,9179,18522,26857,38965,38249,38954,35443,30117,3980,1185,3387,5596
2002,9179,13913,20098,29227,38389,36557,28624,6493,3560,4675,3456,8105
2003,11713,15751,21320,30107,30815,33841,35715,36844,39743,45856,40805,57736
2004,86721,115096,124985,149650,148673,136101,130918,123359,104233,101096,72627,80063
2005,101801,109357,113091,122843,124689,130918,144758,125245,93416,78733,62879,61805
2006,66455,74260,97541,110717,119320,110403,104812,78108,69215,63123,62287,61671
2007,81329,100360,105819,111752,114847,116813,107400,90469,78658,73622,54822,74434
2008,93788,109879,120520,120375,118831,106609,103826,99761,86612,73030,64840,66455
2009,73464,78763,85153,101297,112156,123727,129535,125282,95411,78316,61697,61925
2010,66676,71054,95281,108125,126474,141352,143179,129932,100761,95281,64425,73985
2011,78182,85401,93207,104931,117190,111103,128366,143918,116419,102271,95167,107711
2012,109757,120793,133554,137521,133343,126007,112507,85076,49721,49659,59532,61510
2013,65204,73449,86753,102862,107073,118777,119411,106368,90915,87487,83369,82697
2014,88303,94825,103877,115414,130937,147356,148714,148511,136742,127296,123599,123672
