#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06662500: Wheatland #2, WY
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Wheatland #2 (06662500) 
# Wyoming  RESERVOIR Site - 6945 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:33:59 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1961,,11500,12000,13700,17300,20800,,,,,,
1962,,45900,55000,62800,68600,78700,,,,,,
1963,,45600,48900,54300,57000,50000,,,,,,
1964,,14700,15400,17000,24500,25400,,,,,,
1965,,9300,10000,11700,15600,21500,,,,,,
1966,,74800,77400,82700,83400,69600,,,,,,
1967,,10900,13000,14600,15300,16200,,,,,,
1968,,31800,34600,41800,53300,55000,,,,,,
1969,,51100,54600,58100,64400,61900,,,,,,
1970,,28900,34000,40200,48500,57000,,,,,,
1971,,68000,73200,82300,82400,70800,,,,,,
1972,,62000,65200,72000,73200,74300,,,,,,
1973,,47400,49800,53400,81900,88700,,,,,,
1974,,62800,66700,77800,67400,67000,,,,,,
1975,,50300,52900,58800,65800,57500,,,,,,
1976,,50500,54400,61100,66100,65300,,,,,,
1977,,31500,32600,36200,39500,38200,,,,,,
1978,,14300,16500,23200,25400,30800,,,,,,
1979,,42500,44100,52500,67000,72100,,,,,,
1980,,49100,52800,60200,81900,71700,,,,,,
1981,,45900,47600,50200,50700,53000,48300,33300,17600,15600,16600,18400
1982,20900,21800,24200,29900,31400,27900,66600,80400,61100,54400,57800,62000
1983,63400,62900,64500,74400,69200,65100,86800,89700,75000,55100,57500,61900
1984,66100,70500,74200,75700,87300,86600,91100,91000,88800,80300,78400,74400
1985,72000,71400,73000,82300,86200,86000,86400,68100,50700,41600,47500,52400
