#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06427000: Keyhole, WY
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Keyhole (06427000) 
# Wyoming  RESERVOIR Site - 4100 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:33:48 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1951,,,,,,,,,,0,0,-287
1952,-287,-287,-287,-287,9913,14806,14948,14663,11003,10186,9474,9300
1953,9200,9254,9309,14785,12788,9363,19571,13620,12323,10011,9782,9716
1954,9651,9576,9707,9567,9437,9309,10452,8637,8075,7676,7056,6530
1955,6203,5991,5816,16028,33162,32145,34068,30588,25296,16706,16441,16497
1956,19132,19163,20663,21778,16890,16483,15542,13417,13077,12673,12312,12379
1957,12312,12234,13837,12034,12639,13584,14130,12078,11135,10897,10774,10713
1958,10663,10572,11271,12223,12650,9773,12167,12134,9200,8775,8526,8501
1959,8476,8451,8493,14106,10825,9529,16468,11826,9897,9613,9539,9539
1960,9483,9465,9446,24202,21224,14785,15643,14657,14130,13253,12880,12753
1961,12730,12684,13241,12178,12078,11902,9022,8577,8142,8001,7920,7887
1962,7830,7830,21542,18962,9660,40148,70643,73162,72597,71157,70248,69464
1963,69190,69073,76078,76454,79834,83571,97309,93615,85774,82893,81195,80314
1964,79964,79964,80183,82309,86332,91688,135472,135540,127704,124991,122893,121761
1965,122263,122956,129739,134171,138735,145247,146125,145101,140996,139086,137477,136298
