#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 10105200: Porcupine Reservoir, UT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Porcupine Reservoir (10105200) 
# Utah  RESERVOIR Site - 5380 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:53:33 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1965,,,,,,,,,,,3500,3100
1966,2800,2500,2100,4000,11300,11100,7700,3300,600,0,,600
1967,2700,1600,2700,3900,8000,11300,11200,7000,4400,2000,2100,2500
1968,3000,3200,3800,5500,9400,,10900,,4100,3200,2300,
1969,3900,3500,4500,3500,11300,11200,,,5100,1200,,800
1970,2800,2400,3400,4200,8000,,10500,,,700,,1600
1971,2100,4700,6200,8600,11300,11300,,,,4700,3000,3000
1972,3000,3300,3200,6200,11000,11300,10400,6900,3200,1500,1700,
1973,3300,1800,1900,4100,5800,11300,,7300,3200,3000,2900,3000
1974,3500,3500,5500,7300,11300,11300,,6700,3500,1200,1100,2000
1975,2300,3700,4300,5500,8000,11300,,,3500,600,600,
1976,2500,2200,4000,3600,6600,11300,10300,,4400,2000,2000,2100
1977,2800,3400,3900,4500,5000,5500,5200,1800,300,600,1000,1600
1978,2200,2800,3500,6100,11400,11300,9700,5600,1900,1100,1400,1900
1979,2500,3200,4200,5100,11100,11300,8700,4800,0,0,0,300
1980,900,2800,2800,500,11400,11400,10600,5400,1700,1100,1000,1600
1981,,2800,3200,3700,6400,8800,8900,5000,1100,200,100,1500
1982,1700,,4600,,11400,11300,10800,8300,4800,2700,2000,
1983,2900,4200,3900,6700,11400,11400,11300,9300,6700,,3600,
1984,,2900,5200,5000,8500,8100,11900,,,,5000,
1985,,3900,3600,4600,6000,11900,11300,,,,4600,
1986,,6200,7000,9300,11300,11800,11400,,,,,
1987,,1000,10500,10800,11300,11300,,,,,,
1988,,300,4500,5500,5300,7200,,,,,,
1989,,4500,,4500,,11300,,,,,,
1990,,3200,3800,4800,6600,8000,,,,,,
1991,,3100,3800,4000,6200,,,,,,,
1992,4600,5000,6500,7500,8500,,,,,1600,2500,2800
1993,3000,3200,3500,8000,11300,,,,,,,
1994,,9000,11000,12000,11300,,,,,,,3500
1995,5400,5200,6800,11300,11300,11300,,,,,,
1996,9500,9600,11800,11300,11300,,,,,,,9000
1997,10500,10800,11000,11300,11300,11300,,,,,,
1998,10500,11100,11300,11000,11300,11300,,,,9500,,
1999,0,0,0,600,11000,,,,,,,9500
2000,9700,9700,9000,9000,11100,11300,,,,,,10500
2001,10500,10500,10500,11300,11300,11300,9000,,4600,4100,4300,4500
