#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016020: Barr Lake, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Barr Lake (06016020) 
# Colorado  RESERVOIR Site - 5150 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:34:02 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,16115,20254,25687,25687,25344,23683,16641,8757,1991,207,,
1951,12331,13458,14633,18170,25002,22403,18020,8759,3928,1844,10943,14355
1952,18002,20254,23354,25698,28480,28480,22086,12889,3812,1780,979,2700
1953,13700,18800,18500,21300,24400,22700,16100,5400,1800,300,0,3200
1954,10738,12890,13922,17400,16378,9238,4153,2340,0,0,0,0
1955,4867,9663,12549,14869,14869,9029,6427,2340,1300,1046,447,4900
1956,10500,13230,16790,18120,17569,1185,5570,1948,1296,207,0,2500
1957,6205,10500,10500,10500,21314,26714,28481,29000,19388,10430,12889,19800
1958,21800,24300,25000,26900,28300,27600,24400,15800,6100,2400,1780,7337
1959,10430,14869,20500,24177,28050,27597,17431,9572,2572,760,14272,16400
1960,21800,26700,26700,27700,27900,28500,23700,15300,2900,1000,6000,11800
1961,18120,22561,25900,28662,28840,28840,26372,16773,8401,16115,20981,21800
1962,21769,21769,22245,25002,28843,21769,22080,12549,2432,470,1400,8200
1963,10900,19000,21000,24900,28500,16400,17000,4900,5000,3300,3492,9029
1964,15493,17102,18327,21769,28127,18954,18394,5994,731,176,278,1133
1965,8757,12776,12004,13458,15990,14395,25516,24260,23604,23684,22245,21769
1966,24919,26200,27421,28393,27244,19388,16641,8284,1858,1228,1530,6501
1967,10430,13174,12993,14277,15492,17500,27951,19243,6575,2700,4657,16970
1968,16510,25173,27774,28662,28844,22799,16052,5853,1530,492,5747,14994
1969,14691,19532,24672,26286,27156,28040,27120,17914,6029,6613,22403,22324
1970,21617,25430,24672,27421,27686,28753,27774,24178,13744,15890,25100,26286
1971,25173,24178,24178,26714,29207,27244,25002,17431,4807,10944,12400,12004
1972,15305,20936,23931,28128,27597,21927,21011,11786,3699,8519,12004,15056
1973,22641,27951,26457,26457,27868,26281,27686,25002,15243,17431,20110,21693
1974,21927,24837,26372,25687,25259,22561,20110,13287,4747,5057,15776,16576
1975,17168,26457,26029,28753,28562,24730,26543,19388,10095,10996,13117,15928
1976,25344,26115,26500,27421,27156,25687,17776,10430,2525,4566,12331,19027
1977,21618,26337,29025,29841,28934,24590,16576,9520,1530,1396,1396,9115
1978,1408,14597,16339,19965,21927,27241,21618,11253,2201,1221,2664,9383
1979,12776,13458,19165,22561,29388,28753,28393,20330,16378,12833,10842,17036
1980,23519,24145,24013,26200,29932,29660,27774,22086,12699,11047,15243,17700
1981,20800,24000,28800,28800,28400,29500,21500,11700,1800,1000,900,1800
1982,10800,20100,23000,26000,25900,27200,28800,15700,12400,28800,28200,28200
1983,26000,26700,26500,27500,28100,27000,28000,19400,7900,7700,18300,18258
1984,22498,21679,20738,23354,27067,25687,27421,17036,7183,1864,794,763
1985,14395,24437,26891,28844,31409,31149,29751,26961,17036,20557,23100,24936
1986,24196,23069,26509,28989,30926,30685,30041,32132,11150,10411,17326,24062
1987,24837,25944,27598,29569,30889,31130,29388,20829,12867,13185,19831,25824
1988,26926,25858,26714,30518,31409,31594,30000,18882,7905,11356,13685,24557
1989,24343,25207,27244,29025,27791,25687,29206,14040,14040,12663,17541,19026
1990,28789,28735,29696,28410,32152,28662,22561,18038,13803,10334,11047,24837
1991,26405,26944,27804,29787,28771,29206,28057,21796,17569,14810,17968,25002
1992,25259,25412,30100,30113,31335,27844,27980,20815,13185,14100,14108,25359
1993,25700,25701,26727,27981,28715,26780,22537,15615,4871,9824,13026,17220
1994,22822,23843,27204,28966,30872,30723,23183,12005,4464,2932,4300,14000
1995,16400,19800,23700,27500,31000,30500,31000,29000,18500,12000,10800,22500
1996,24200,24600,28200,28900,26100,23800,28300,20967,10300,12049,12276,21586
1997,25187,25300,25187,28500,29980,29613,30166,21660,23679,14992,14500,22696
1998,24173,23184,27628,27981,29431,29069,25701,23349,18961,13895,24500,23843
1999,23019,23184,26392,28888,29794,30166,30723,29069,20440,15615,14743,23843
2000,23019,23184,26392,28888,29794,30166,30723,29069,20440,15615,14743,22379
2001,25873,26745,26745,28000,21883,29794,27098,19776,10753,9355,8526,12163
2002,17069,24845,25017,27451,26745,22379,17621,10959,2264,2264,1886,3766
2003,11613,14992,13777,20440,30537,31095,30537,17345,8704,8436,10445,17621
2004,21104,21104,20440,19480,19776,20772,18035,13777,9451,6762,9461,20440
2005,21745,22379,30723,30351,30351,29980,29431,18961,10033,5081,9355,20108
2006,22696,26044,28888,29613,28888,20606,13659,7079,4067,3826,6917,1455
2007,22759,23090,24617,28756,30057,29128,29314,21951,19622,14308,14808,14067
2008,22759,25852,26200,28942,27835,27472,23843,13584,12073,13221,14067,14682
2009,19803,22921,22921,23843,28199,28942,29314,26926,17701,13584,23843,21951
2010,23430,26205,28199,28199,28570,29127,28384,19662,12418,6448,8438,8620
2011,13463,19520,25676,29314,27653,28384,27108,27653,18530,14067,17288,16900
2012,26200,26700,28400,28600,26900,23600,15600,8000,3100,2800,4000,7400
2013,10400,13900,15100,19000,25900,26700,18100,11700,5300,15400,22300,21600
2014,25100,25900,28200,29100,29300,28800,29300,26400,15400,5000,2000,7200
2015,15400,23400,25100,28900,29300,28800,28800,28900,22600,15800,13400,13400
2016,16800,20700,26900,29100,29332,29400,29900,24100,14500,10300,12200,18000
2017,21700,24000,26000,29600,28700,29600,29100,19500,21200,15900,28200,27900
2018,26900,26800,28800,29800,29600,29900,24600,16700,9600,5400,7100,11900
2019,16800,24900,27300,28800,,,,,,,,
