#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 10020200: Woodruff Narrows Reservoir, WY
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Woodruff Narrows Reservoir (10020200) 
# Wyoming  RESERVOIR Site - 6454 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:53:44 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1961,,,,,,,,,,,0,0
1962,0,2000,14600,19600,22800,20200,22000,15600,9900,9900,9000,9700
1963,11600,13000,18300,20100,27000,21000,24900,15500,11500,11100,11000,11800
1964,13300,14400,15300,21200,29000,28500,29300,25500,11000,9700,9500,9700
1965,14800,18800,23000,20600,19400,29600,29400,29000,28500,28700,22300,21900
1966,19700,19100,19800,30600,28900,29000,8000,7200,6600,6600,7500,9900
1967,13000,16700,18900,28300,28400,31200,31400,28300,23800,18100,22500,22200
1968,23200,24300,27200,28600,28900,29400,30200,17800,22500,24600,28000,28000
1969,27800,28000,28000,28900,29900,29400,26500,18100,12400,11400,13000,15670
1970,17550,20270,22890,25800,29180,32350,30080,19000,11600,11520,15780,19720
1971,23520,28410,28120,29930,29370,31530,31200,28260,20180,14700,18510,24710
1972,27550,28260,28560,28860,29370,31690,23640,17550,12410,11000,13690,17550
1973,19600,24260,27370,28410,31200,30630,23890,16810,14370,18390,23520,28120
1974,25500,21320,18390,29000,30850,32700,27020,16370,15000,12900,13000,14260
1975,16600,18760,21180,27690,28710,30410,31530,28710,27690,21320,22310,26320
1976,27830,27970,28260,29000,29000,30230,12490,5840,4920,1570,1910,2400
1977,2630,3070,4060,5500,10370,14590,2440,2040,1230,970,1510,2040
1978,2770,4180,5640,13270,27370,30630,29930,18000,16600,16370,15890,15780
1979,16420,16810,17230,18130,22590,20510,7320,5500,5440,5640,6260,7240
1980,8440,12570,16490,21180,20060,19960,15570,7790,5300,4790,6440,10450
1981,13580,16660,20160,24490,47620,47420,45460,21950,17540,15780,17990,17870
1982,20570,23200,26400,32500,55930,59820,60470,52230,47230,58880,56850,43000
1983,36000,35700,36300,45460,59790,63180,61600,58660,58880,58880,52360,46640
1984,50630,55040,57530,51920,49980,61140,55940,44690,47840,55260,57750,57750
1985,57750,57750,57750,57980,60470,55040,30010,18590,17210,18230,25340,28300
1986,30530,35650,54130,59790,60240,62500,57750,56400,49120,48480,55720,57980
1987,57980,57980,57980,57530,59560,58660,33430,23080,22800,22380,22240,24630
1988,26590,28470,33430,39640,57980,57530,22800,16440,14390,12870,11660,10950
1989,9350,8060,8540,20160,32580,27450,6840,3560,3200,3620,4540,5460
1990,5960,7330,9350,16600,23220,21800,7490,5400,4480,4350,4860,5840
1991,6530,8060,9570,11600,17000,31300,34500,25100,24400,24400,27200,31000
1992,34000,36800,40300,51100,50600,42800,9800,6920,5370,4580,4070,4280
