#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 13289700: Brownlee Reservoir, ID
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Brownlee Reservoir (13289700) 
# Idaho  RESERVOIR Site - 2070 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:32:10 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1957,,,,,,,,,,,0,0
1958,0,0,0,0,0,379000,396000,598000,838000,808000,916000,948000
1959,1017000,1017000,907000,783000,797000,1261000,1415000,1405000,1426000,1384000,1314000,1294000
1960,1221000,950000,841000,1035000,1329000,1388000,1373000,1429000,1400000,1372000,1386000,1351000
1961,1166000,830000,761000,659000,780000,1225000,1313000,1415000,1431000,1419000,1418000,1417000
1962,1316000,1000000,928000,935000,1031000,1211000,1405000,1441000,1423000,1418000,1426000,1422000
1963,1407000,1072000,1214000,1183000,1423000,1422000,1428000,1426000,1420000,1377000,1375000,1398000
1964,1162000,782000,604000,556000,917000,1066000,1439000,1432000,1426000,1416000,1425000,1431000
1965,1363000,1329000,738000,491000,558000,832000,1427000,1419000,1366000,1300000,996000,957000
1966,968000,730000,712000,837000,1035000,1402000,1417000,1432000,1436000,1439000,1431000,1413000
1967,1357000,1166000,918000,795000,785000,1062000,1414000,1424000,1436000,1428000,1438000,1386000
1968,1306000,1076000,1067000,1207000,1015000,1327000,1438000,1428000,1412000,1426000,1423000,1420000
1969,1227000,1212000,949000,691000,823000,1226000,1427000,1434000,1428000,1415000,1422000,1363000
1970,1266000,1359000,924000,917000,851000,1258000,1424000,1430000,1438000,1418000,1426000,1384000
1971,1247000,1347000,954000,676000,499000,991000,1422000,1432000,1440000,1388000,1387000,1364000
1972,1331000,1315000,1029000,735000,494000,655000,1420000,1427000,1404000,1424000,1401000,1329000
1973,1231000,1078000,922000,1033000,1277000,1433000,1368000,1428000,1433000,1431000,1436000,1396000
1974,1392000,1215000,985000,1038000,747000,829000,1426000,1425000,1418000,1408000,1343000,1317000
1975,1320000,1186000,949000,858000,752000,902000,1403000,1412000,1435000,1326000,1437000,1429000
1976,1407000,1273000,934000,896000,919000,1355000,1427000,1428000,1408000,1408000,1409000,1363000
1977,1282000,1119000,1226000,1167000,1144000,1318000,1323000,1287000,1322000,1422000,1367000,1364000
1978,1268000,1014000,924000,850000,1095000,1236000,1411000,1389000,1368000,1361000,1395000,1382000
1979,1147000,996000,1028000,1154000,1172000,1410000,1250000,1025000,1224000,1323000,1362000,1199000
1980,1135000,1028000,1077000,1061000,1233000,1430000,1421000,1305000,1299000,1372000,1389000,1328000
