#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016120: Fossil Creek Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Fossil Creek Reservoir (06016120) 
# Colorado  RESERVOIR Site - 4860 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:54:20 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,,,,,9364,,,,,,1733,
1951,,,,,7644,,,,,,6593,7888
1952,9184,10036,9717,9817,10276,10515,9798,7520,4096,1681,1999,3134
1953,4688,5881,6731,7520,8723,6114,7055,4636,1793,127,523,1845
1954,3018,3912,4580,5103,5265,4843,10276,5320,2579,-66,-14,600
1955,1492,2089,2649,3338,3637,3508,3912,3253,1765,148,522,1440
1956,2325,2972,4340,4946,3912,4096,5265,3820,1125,-200,-200,609
1957,1077,1821,2473,2979,4145,9100,10922,8653,5157,2720,6500,7188
1958,6856,6856,6856,9487,9564,10276,10516,8010,4843,2864,4089,5146
1959,6344,6843,7043,7241,8582,10116,11329,6593,2720,1312,4051,5648
1960,6855,7520,8294,9012,9012,8150,8293,5812,1905,316,1787,3859
1961,5812,6591,7505,9316,10495,10900,9935,9316,6219,4043,9628,6909
1962,6909,7438,8298,8298,9392,6780,10495,11226,5753,4089,5753,6343
1963,6843,7239,8652,10015,9935,8936,8936,5253,4233,3587,4883,5930
1964,6975,7500,8510,9698,9468,6717,7938,4935,1621,949,1300,2177
1965,3288,4300,5199,6163,5989,5753,9876,8082,4987,4883,6600,8439
1966,10255,9468,9698,10095,10015,8228,8228,4043,1436,589,2679,3501
1967,4527,5307,5930,7371,8010,7866,10576,7577,2370,2085,2609,3501
