#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12392500: Lake Pend Oreille, ID
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lake Pend Oreille (12392500) 
# Idaho  RESERVOIR Site - 2063 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:32:00 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1916,,,,,,,,,,,302000,264000
1917,224000,197000,195000,204000,552000,1755000,1881000,887000,396000,263000,212000,195000
1918,569000,535000,368000,473000,843000,1155000,1492000,588000,430000,260000,260000,260000
1919,235000,353000,235000,311000,621000,1242000,924000,413000,251000,235000,168000,165000
1920,180000,211000,180000,230000,405000,1150000,1307000,665000,362000,319000,328000,328000
1921,319000,285000,370000,495000,754000,1702000,1368000,604000,328000,251000,215000,227000
1922,289000,217000,190000,220000,434000,1455000,1371000,551000,318000,239000,215000,192000
1923,234000,251000,215000,234000,595000,1343000,1375000,656000,348000,228000,207000,210000
1924,198000,184000,293000,240000,408000,1343000,886000,447000,268000,202000,199000,218000
1925,276000,320000,378000,395000,1099000,1817000,1296000,612000,344000,272000,235000,215000
1926,224000,198000,223000,276000,742000,877000,533000,303000,227000,242000,858000,365000
1927,365000,277000,313000,318000,652000,1460000,1944000,875000,442000,421000,473000,669000
1928,473000,429000,327000,532000,721000,2143000,1246000,767000,386000,261000,254000,235000
1929,205000,175000,172000,240000,365000,1120000,1056000,477000,252000,184000,170000,139000
1930,179000,133000,233000,234000,810000,910000,756000,395000,238000,192000,205000,197000
1931,160000,174000,184000,255000,391000,946000,647000,315000,192000,165000,154000,147000
1932,166000,167000,261000,408000,771000,1503000,1287000,589000,304000,214000,203000,288000
1933,299000,252000,218000,276000,638000,1250000,1853000,748000,357000,270000,367000,489000
1934,934000,671000,498000,689000,1454000,1384000,833000,413000,239000,180000,219000,331000
