#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016160: Jackson Lake Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Jackson Lake Reservoir (06016160) 
# Colorado  RESERVOIR Site - 4380 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:35:07 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,25599,30341,32557,32737,33237,32238,24784,15394,4025,-1200,-1200,8352
1951,17904,26182,31739,32562,33487,31989,30264,22730,16229,2800,-1200,16019
1952,24320,28564,31489,32987,34245,34245,30873,20723,9178,-440,4517,12900
1953,18800,24100,28300,33000,34200,33100,29300,19400,11800,0,4800,16600
1954,23312,28444,31989,32887,29972,25716,17475,12008,5052,-910,-1100,7000
1955,16851,20943,25250,32562,31864,25483,25483,12792,7032,4410,4089,10800
1956,18334,24088,30653,32862,31989,27132,24320,15193,9779,-1200,-1200,14500
1957,-1200,-1200,-1200,-1200,-1200,33737,32737,31237,22956,22956,12988,19400
1958,23200,25200,28800,33000,33100,33500,32500,24400,11900,5400,5700,14288
1959,22049,27132,30751,32687,33112,33612,31989,20943,9596,1100,-1200,12596
1960,22956,26893,30095,32735,33487,33737,30021,20943,10511,6181,8800,13986
1961,20723,26322,31044,33237,33487,33737,33362,29290,18334,18656,21383,23182
1962,23861,26182,29046,31364,32737,33487,32737,30873,12988,4089,7106,17689
1963,24668,28802,30995,31989,31487,24784,25017,15394,10398,6883,10145,16643
1964,21053,26019,29972,33237,32628,28802,27610,13986,1800,-1200,3875,17475
1965,23906,27610,30142,33237,30507,24320,31489,33400,29700,26000,25000,24088
1966,28015,29046,29534,33312,33362,28564,26585,17475,7032,4731,14389,24158
1967,28563,28802,29606,33037,32487,32238,34016,32987,16349,15663,17904,23182
1968,25716,29365,31489,32987,33237,32487,30507,20503,10511,8948,15193,23069
1969,25483,27800,30264,32737,33237,32987,32238,20792,8367,9176,20943,24784
1970,27294,27969,30264,31489,33237,34737,33737,31523,25483,18441,19743,23408
1971,26893,28455,31739,31989,33700,33737,33737,25600,11027,2559,9961,22955
1972,23521,25019,31740,32993,32492,31740,32492,21382,12793,18979,20503,26654
1973,28086,28325,28563,32492,33494,31239,29898,28563,17905,14790,13380,14991
1974,18900,24786,28468,31490,33244,29777,33494,27131,13783,1800,1858,12305
1975,22049,24786,32241,31239,33494,32492,32868,30020,21822,7926,7777,14991
1976,22728,28086,31500,31625,30995,31490,28800,19408,9961,8260,14186,20063
1977,25438,29046,30800,31740,32993,32241,20942,18119,8177,5926,8260,21507
1978,26654,28086,27847,32618,30752,33645,32993,22955,9961,8928,10143,17905
1979,19623,20942,22049,31740,33995,34995,33745,28802,25019,19623,18377,21272
1980,26322,30020,30654,30752,30508,32618,32542,29850,23522,14991,13400,16143
1981,24879,31615,31790,31740,32567,33745,28086,20678,10874,8895,17327,24088
1982,28086,30995,30995,32492,32367,31515,33494,28950,26654,20239,21052,27608
1983,31866,32241,31740,33494,33995,34245,33043,31991,29046,17059,16434,16752
1984,18764,28492,28948,32792,20063,29095,34495,31740,15394,-1200,13883,24553
1985,24903,24670,25298,31490,34920,33870,31991,27346,18377,14287,16851,24553
1986,24907,24856,24925,29582,32542,32843,32141,29046,20722,13863,13584,15664
1987,22592,28086,29046,28973,32367,33419,32542,24088,18657,20329,24367,27489
1988,27799,27799,27131,27441,33745,33695,32041,26300,18764,14186,16851,25484
1989,15253,27792,28325,29289,30386,28349,30776,18549,15810,15253,19365,22221
1990,22873,22894,22789,26300,25949,26057,23377,19104,10699,7582,7864,16369
1991,19868,19700,24486,26057,25601,24443,25411,16687,12860,11257,10469,16387
1992,19866,20351,20267,25885,25518,24271,26057,23567,18599,17474,17231,19866
1993,20099,20456,20704,22423,25900,24700,25700,18900,17300,10400,16968,18580
1994,18562,18600,25992,25132,24271,19340,3000,1384,0,0,0,5932
1995,16369,21486,25196,25519,26057,26057,25411,23693,19756,18243,17087,19496
1996,19100,20750,19300,25841,25218,26057,26057,23336,14005,2260,2840,13055
1997,20500,20330,20120,26057,25261,26057,25600,21549,20835,19202,19700,19496
1998,19437,19438,19084,26057,25497,25219,23315,20120,18262,8643,9192,16275
1999,19618,19261,18543,22705,26202,26128,24766,23062,21801,16700,12058,11348
2000,12860,19537,19300,19044,22012,25250,20898,13701,2182,-1200,6314,20351
2001,20015,19721,22495,26297,26014,27100,25132,15563,-1200,-1200,-1200,-1200
2002,-1200,8767,20477,26336,24890,16274,11584,1110,0,0,0,13245
2003,24766,24120,23482,24615,24077,24220,25540,15145,2840,2260,2360,12690
2004,23700,23756,24261,24766,23700,22189,20180,15297,7701,5300,120,11180
2005,22240,21675,21065,26056,25712,25626,25720,16387,13093,10326,15712,23905
2006,23905,23905,23905,26056,24806,1879,13929,9670,-1200,-1200,-1200,6592
2007,13663,19379,22075,25970,26057,26057,25734,19104,19910,13245,12641,17437
2008,23906,23906,25282,26035,25433,24035,22726,14195,11293,8820,5829,13853
2009,24121,24078,24616,25777,26100,26143,25842,24809,19598,17081,16556,23906
2010,23546,22957,23970,25971,26121,26207,25949,23693,20015,14271,13245,18986
2011,24121,24336,26100,25476,25476,26315,26143,26379,23189,20645,20540,22075
2012,21991,21696,24702,26250,25928,24960,15525,6002,0,0,2160,10681
2013,19700,23189,22621,25992,26057,24960,21928,13302,5144,1820,2040,10592
2014,18430,26014,26057,25304,24594,26272,25390,24121,22810,21822,22222,23441
2015,23231,22894,24013,25670,26057,26745,25842,24336,20751,19320,19241,24013
2016,24013,24013,24013,25885,26121,25949,25777,23378,20540,19025,20751,24013
2017,24013,24013,26035,26035,26035,25756,25411,20414,17868,15657,19202,24200
2018,24200,24200,24600,25800,26100,26100,25500,18300,14500,13100,19500,24228
2019,24300,23700,24000,26100,,,,,,,,
