#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06286400: Bighorn Lake, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Bighorn Lake (06286400) 
# Montana  RESERVOIR Site - 3296 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:59:38 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1965,,,,,,,,,,-18355,-18355,120994
1966,148568,146784,202709,306448,363901,438470,509164,527939,546573,602279,654907,670119
1967,629319,637251,652261,698735,707405,774576,1286547,1114537,1044560,1052692,1063688,1053622
1968,942330,801252,774242,740487,721805,672672,713274,736042,829612,830038,836123,825438
1969,787187,732371,720297,695959,779936,887433,1029910,1003150,910323,867731,864249,869274
1970,791400,693825,677526,757701,851341,995049,1158190,1045240,1008875,1051414,1073725,1059435
1971,973878,917535,913147,863102,777254,731626,913062,1053274,1019912,1073970,1048754,988039
1972,912148,874536,922104,926658,792435,767865,970263,1000173,1049554,1070007,1061065,981827
1973,953409,918041,886626,893981,941528,996991,999968,1048074,1014452,1072750,1065596,971024
1974,963100,940458,900927,839167,759649,790364,1060714,1037211,1058621,1056761,1027035,976858
1975,909826,827117,758999,735604,746883,820737,956962,1179523,1061900,1018186,1044673,967503
1976,915425,869030,836538,785004,772040,764633,934475,953227,986036,1019157,1053622,978222
1977,948496,906258,870492,848618,888974,983484,1020991,962449,934124,931760,971595,995452
1978,964588,900030,821382,773238,802435,1099066,1138891,1155069,1020235,1042633,1045353,1008770
