#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06641500: Alcova, WY
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Alcova (06641500) 
# Wyoming  RESERVOIR Site - 5447 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:53:57 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1938,,,12300,44800,86500,101700,114200,115200,121300,117300,101100,100200
1939,99500,99100,99000,98600,132200,155000,166400,148600,42100,4000,10400,18000
1940,34500,50200,65900,91100,92800,111600,79000,48700,2600,2000,3100,3000
1941,12900,25700,40100,73800,74300,106700,110800,104400,68800,13100,13300,14300
1942,15000,25800,53900,86500,133400,164800,167800,157900,50800,18000,19400,20300
1943,21200,21800,22500,23600,120400,165100,164400,152300,56000,5800,33900,73100
1944,72800,72900,73100,73300,104800,162100,161800,162800,70800,11200,13200,14500
1945,15200,16500,17400,26000,124800,162200,162000,161000,139100,33120,34380,35130
1946,35630,36300,36810,37570,147910,171360,171080,187840,128910,82740,83050,83150
1947,83180,83360,83720,84220,150380,178990,179250,179470,185700,109390,109480,109310
1948,109180,109280,109610,110400,175300,178450,178070,178310,177250,131700,131190,130510
1949,130090,129570,129490,129770,130210,177270,178090,182860,178520,157280,156880,156290
1950,155350,155060,154910,154800,179180,186700,185870,182390,182510,173180,172140,171220
1951,170650,170030,169910,169730,155690,180290,182670,183220,182320,162530,162130,159440
