#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 13326000: Wallowa Lake, OR
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Wallowa Lake (13326000) 
# Oregon  RESERVOIR Site - 4356 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:55:30 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1925,,,,,,,,,,,15980,14610
1926,14080,12770,12430,11780,16720,14710,5540,,,,,
1927,6530,7440,8320,8830,10380,19500,35660,34090,1180,27920,29560,31860
1928,30790,28660,26710,27110,28410,33840,26620,19820,11550,11390,11080,11860
1929,11390,12560,13210,14310,14710,23530,19910,3140,60,0,0,310
1930,2100,3070,4530,5500,11390,17260,8250,920,300,560,2250,3330
1931,3640,4030,5280,6610,9190,14390,4500,2170,1320,700,1000,1390
1932,2250,2870,3410,5430,8090,19820,18860,7910,3490,2400,1930,2630
1933,3100,3570,3800,4730,6530,13120,21030,13600,6680,6060,6210,7860
1934,10130,12020,13600,15900,26290,20790,19420,6140,2090,850,1470,2790
1935,3800,4500,5670,6800,10520,13760,7940,3660,630,680,700,1450
1936,1500,2480,3250,3720,10600,21910,13440,1860,380,310,380,540
1937,770,1000,1930,2560,4110,4650,5750,1080,380,380,1860,3250
1938,5980,7380,9430,11390,16460,28080,34830,33680,27920,27270,28080,29720
1939,30540,31200,31780,32850,37990,32850,28250,13120,4500,3490,3720,3960
1940,4890,5670,6840,8560,13120,17420,9980,4030,1240,2250,6210,9030
