#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 09014500: Shadow Mountain Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Shadow Mountain Reservoir (09014500) 
# Colorado  RESERVOIR Site - 8390 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:59:20 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1947,,,,4594,594,1594,0,16994,15894,16094,3594,3294
1948,3194,2994,2894,3094,3594,3694,4594,4694,4494,3794,4494,4794
1949,4294,4294,4194,4094,4994,6994,15794,16894,16494,13994,15594,8994
1950,8594,8694,8294,8994,7594,6394,16494,15894,15894,16894,16794,16394
1951,15994,16294,16694,16794,16094,16694,16094,16494,16694,16594,16294,16494
1952,16694,16594,16694,16494,16894,17294,17394,17594,17494,16694,17394,17194
1953,17694,17594,17594,17494,17694,17394,17494,17594,17594,17594,17594,17494
1954,17694,17694,17694,17594,17294,16994,16894,16994,17094,16894,17094,16994
1955,17594,17594,17494,17494,17494,17694,17294,17394,17394,17294,17494,17494
1956,17594,17494,17494,17394,17294,16694,17594,17694,17094,17394,17294,17594
1957,17294,17394,17594,17494,16794,15794,14894,17494,17394,17394,17194,17194
1958,16994,17294,17194,17194,17094,16394,16794,16694,17194,17194,17294,17294
1959,17194,16994,16994,17094,17194,17294,17194,17294,17294,16994,16994,17194
1960,17094,17094,16994,17094,16294,17394,17194,17094,16994,17194,17094,17294
1961,17194,17294,17394,17194,17394,17194,17194,17394,17294,17294,16994,17094
