#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 14335040: Lost Creek, OR
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lost Creek (14335040) 
# Oregon  RESERVOIR Site - 1872 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:32:49 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1977,,,-140700,-119100,-77300,-19100,1500,-9000,-23100,-35900,-48900,16700
1978,137600,169800,238900,282100,307000,314300,286600,213200,162800,143900,130400,123200
1979,133700,172400,224200,280600,303500,314600,292400,210000,155000,128800,132500,140000
1980,135900,168500,234500,280900,311100,311900,293700,236400,172900,151300,136900,135500
1981,144400,158600,231500,285000,315000,314900,300800,241500,172100,119600,111400,111600
1982,151100,166500,254000,278000,281300,313600,314000,279900,226100,196600,168500,134900
1983,134600,169000,238300,295300,292000,306200,311000,298000,241100,192400,159500,137800
1984,150300,174400,247300,284700,313300,313400,313700,255700,171800,136900,152000,136200
1985,133200,160700,215400,275000,288700,308100,307800,259200,194600,162700,161900,147400
1986,142200,162300,253500,280200,311300,313400,299800,240000,176000,157900,156600,135600
1987,137200,172400,238200,281000,313300,315000,283100,228000,153300,102000,87800,91300
1988,130700,174000,225400,289600,313000,314800,295400,247500,181100,138200,122400,134000
1989,135600,163500,201700,273300,310800,314200,304100,253300,182300,135000,131800,130500
1990,134400,163400,197900,283700,313900,311100,298900,252800,188300,141800,128900,128200
1991,112300,157900,216200,278900,310000,313800,296800,246400,181900,135700,123800,134700
1992,134700,143500,174400,198200,243100,214500,171400,153600,83000,29800,23200,45800
1993,80400,119900,163000,274800,305100,311400,303200,239000,174200,139400,135300,133900
