#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 09009040: Homestake Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Homestake Reservoir (09009040) 
# Colorado  RESERVOIR Site - 10250 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:58:45 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1967,,0,1721,3443,5164,6886,8607,10329,12050,13771,15493,17214
1968,18936,20657,22379,24100,21400,13600,28800,32000,34800,33600,30900,28400
1969,25900,21400,16600,11100,6800,17300,28000,32100,29700,26000,27800,26300
1970,23200,21700,20300,17200,14000,24700,42200,41200,38000,35400,30700,26400
1971,25200,24400,20300,15400,10700,14100,23600,26800,22800,20500,17300,14400
1972,13500,12600,9900,6100,2500,7200,25800,29500,29200,28900,28800,27600
1973,24800,20800,17500,15500,10600,8300,23100,32500,33500,33300,32300,32700
1974,31600,30600,27400,20700,15400,20200,32700,35300,35300,34700,34400,34100
1975,33800,33400,33000,32700,25100,13000,18800,24100,11000,0,0,0
1976,0,0,0,0,0,8400,19900,23400,23400,23100,23100,22800
1977,22800,22800,22800,20200,9600,6300,6100,0,0,0,0,0
1978,0,0,0,0,100,5900,26400,38400,39000,38800,38600,38300
1979,38300,38300,38300,20700,7300,13400,28200,38700,39300,39200,39000,39000
1980,34500,28000,19800,16600,10400,8000,26300,32100,32300,32300,31800,31800
1981,31500,24900,18700,8600,8800,14000,24000,24400,24400,19000,19000,22500
