#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12478500: Cle Elum, WA
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Cle Elum (12478500) 
# Washington  RESERVOIR Site - 2220 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:32:22 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1960,332920,273140,291460,326460,387310,404330,427130,328800,214330,115360,109460,146200
1961,161350,204370,265390,315780,379890,373810,432770,343800,210010,116540,122330,142510
1962,171480,240480,278800,297070,400900,439360,440710,328250,192470,111600,124640,200550
1963,248600,280790,340720,375560,416970,442250,395120,247700,126230,66520,62500,89730
1964,109950,140390,153920,137230,142410,242840,436080,380250,279860,217300,233250,252040
1965,293210,308480,346280,336960,388310,413160,429130,321740,241370,146440,119500,149360
1966,169520,186580,194440,214700,283190,400300,404710,292670,168000,92540,107120,127300
1967,190930,235540,271410,290970,280180,379080,439700,339670,198790,113000,167590,225530
1968,302620,371930,397750,390240,385250,431520,399820,270480,170310,113510,125800,178070
1969,212590,253770,262620,271940,323900,421610,425520,303400,158630,93800,103720,124510
1970,138260,155920,171960,199980,216300,331930,432480,309150,164780,84030,86080,109770
1971,126610,171620,231880,253610,237520,379080,426410,432290,304680,236300,227380,263300
1972,281240,277220,314180,325520,171070,322670,415280,428990,334550,266680,261340,279220
1973,317960,315820,319410,340240,318100,337050,269850,168830,42080,12940,31030,57260
1974,88450,169100,195840,225720,249340,301620,425600,432950,381800,306520,260140,267080
1975,309020,337390,267320,266450,277500,341540,414240,378940,264720,191470,186940,255020
1976,322840,308480,327440,321060,307810,386070,436280,425840,388690,328210,299050,320170
1977,343060,382430,409040,431430,441670,390650,301860,128310,29330,13790,28645,100470
1978,230180,249749,264613,317638,375970,440757,402474,282735,99878,24798,11638,36891
1979,55052,65871,80315,129102,184992,340152,397424,361679,359760,359464,360926,361020
1980,367548,360439,363802,363854,377773,436853,431970,323650,150347,55192,24356,54676
1981,185947,221034,268690,305097,370364,436571,393916,220128,68908,36063,32469,39386
