#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 13340950: Dworshak Reservoir, ID
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Dworshak Reservoir (13340950) 
# Idaho  RESERVOIR Site - 1599 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:54:57 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1971,,,,,,,,,,14600,103300,191200
1972,262400,424500,662700,1140000,1075000,1772000,2501000,2495000,2497000,2495000,2492000,2374000
1973,2292000,2279000,2340000,2505000,2735000,3202000,3430000,3319000,3178000,2851000,2737000,2876000
1974,2878000,2653000,2148000,1631000,1638000,2464000,3447000,3461000,3441000,3192000,3090000,2833000
1975,2667000,2501000,1888000,1469000,1659000,2458000,3281000,3458000,3411000,3037000,2962000,2818000
1976,2683000,2362000,1964000,1458000,1818000,3145000,3460000,3462000,3462000,3218000,3139000,2911000
1977,2653000,2329000,2169000,2166000,2482000,2857000,2948000,2751000,2642000,2572000,2546000,2435000
1978,2720000,2319000,1981000,1858000,2446000,3153000,3441000,3464000,3399000,3083000,3054000,2796000
1979,2223000,1760000,1780000,1909000,2413000,3359000,3455000,3399000,3294000,3152000,3060000,2811000
1980,2482000,2213000,2258000,2395000,2848000,3462000,3462000,3456000,3385000,3139000,3063000,2868000
1981,2796000,2725000,2963000,3045000,3308000,3469000,3462000,3459000,3467000,3063000,2996000,2868000
1982,2660000,2228000,2323000,1622000,1738000,2739000,3445000,3466000,3448000,3171000,3099000,2900000
1983,2638000,2421000,2501000,2457000,2634000,3262000,3458000,3467000,3461000,3110000,3031000,2882000
1984,2469000,2496000,2575000,2644000,2774000,3320000,3407000,3411000,3370000,3013000,2968000,2860000
1985,2610000,2056000,1616000,1671000,2297000,3156000,3453000,3299000,2967000,2802000,2863000,2756000
1986,2365000,2400000,2786000,2639000,3033000,3392000,3465000,3467000,3443000,2941000,2881000,2770000
1987,2424000,2422000,2495000,2827000,3295000,3377000,3463000,3425000,3373000,2921000,2842000,2573000
1988,2011000,1855000,1836000,1952000,2501000,2764000,3062000,3066000,2785000,2338000,2277000,2271000
1989,2234000,1961000,1778000,1991000,2612000,3239000,3449000,3302000,3016000,2472000,2406000,2422000
1990,2460000,2593000,2409000,2401000,3118000,3294000,3448000,3463000,3463000,2991000,2950000,3116000
1991,2576000,2120000,2388000,2568000,2899000,3138000,3463000,3430000,3371000,2870000,2808000,2701000
1992,2582000,2579000,2791000,3094000,3408000,3305000,3090000,2859000,2800000,2584000,2577000,2617000
1993,2622000,2558000,2557000,2888000,3146000,3437000,3460000,2892000,2526000,2522000,2517000,2501000
1994,2502000,2543000,2513000,2682000,3085000,2724000,2914000,1915000,1883000,1847000,1832000,1844000
1995,1903000,2039000,2605000,3076000,2932000,3212000,3446000,3116000,2370000,2081000,1993000,2164000
1996,2701000,2692000,2892000,2027000,2625000,3144000,3461000,3263000,2447000,2232000,2238000,2281000
1997,2390000,2231000,1869000,1466000,1546000,2749000,3445000,2848000,1999000,1997000,1999000,1998000
1998,2053000,2144000,2295000,2575000,2823000,3461000,3458000,2818000,2241000,2226000,2204000,2282000
1999,2410000,2235000,1875000,1555000,1528000,2058000,3119000,3066000,2324000,2222000,2227000,2328000
2000,2476000,2365000,2292000,2265000,2358000,3062000,3442000,2890000,2239000,2224000,2236000,2225000
2001,2198000,2086000,2017000,2139000,2391000,3014000,3235000,2777000,2243000,2196000,2203000,2257000
