#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12452000: Lake Chelan, WA
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lake Chelan (12452000) 
# Washington  RESERVOIR Site - 1100 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:55:18 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1960,628300,507300,415900,344900,383600,546600,664300,677400,674100,582600,484400,396500
1961,280400,190300,139500,79300,120500,441900,674100,667600,670900,618500,556400,461500
1962,354600,270700,222400,139500,274000,458300,657800,677400,667600,638200,579300,533500
1963,468100,373900,380400,328800,357800,589100,670900,674100,667600,670900,579300,494300
1964,406200,319100,222400,133200,123700,322300,651200,670900,670900,670900,618500,530200
1965,428800,335200,290100,290100,367500,579300,664300,674100,670900,651200,562900,474600
1966,377200,274000,174400,85600,139500,390100,651200,670900,664300,595600,504100,412600
1967,338500,257800,180800,92000,44400,312700,661000,674100,674100,615300,562900,536800
1968,477900,464800,438700,438700,448500,648000,657800,674100,667600,605500,510600,428800
1969,341700,257800,168100,85600,228800,572700,670900,670900,631600,569500,484400,386800
1970,290100,187100,98300,22200,76100,306200,641400,670900,638200,556400,461500,370700
1971,280400,212700,257800,180800,190300,461500,644700,674100,651200,569500,468100,386800
1972,290100,196600,126900,196600,206200,474600,612000,674100,670900,618500,530200,432100
1973,338500,238500,142700,120500,193500,432100,648000,674100,638200,576000,500800,415900
1974,332000,299800,232000,158600,187100,386800,631600,670900,674100,621800,513900,422300
1975,338500,244900,155400,63400,79300,332000,605500,670900,667600,612000,553100,520400
1976,576000,513900,464800,380400,367500,487700,634900,674100,670900,631600,540000,448500
1977,348100,257800,222400,206200,267500,390100,569500,589100,582600,530200,455000,412600
1978,370700,277200,196600,158600,241700,474600,661000,674100,651200,641400,553100,494300
1979,386800,277200,199800,133200,158600,435400,625100,667600,638200,569500,491000,390100
1980,351400,257800,168100,95100,209500,569500,667600,674100,644700,595600,523700,481200
1981,510600,481200,438700,406200,445200,651200,677400,670900,661000,615300,559700,494300
1982,406200,322300,270700,209500,203000,386800,638200,670900,654500,615300,533500,438700
1983,351400,296500,235300,264300,280400,553100,670900,667600,667600,615300,523100,483400
1984,383600,393300,341700,296500,264300,335200,648000,674100,657800,615300,530200,448500
1985,335200,228800,168100,139500,203000,425600,644700,661000,654500,621800,546600,477900
1986,367500,270700,238500,303000,383600,592400,670900,664300,667600,638200,550300,471700
1987,366100,259100,166600,125300,232400,520200,664900,663200,662900,625100,504100,403000
1988,315900,193500,92000,104700,264300,484400,664300,670900,654500,615300,562400,504900
1989,417400,323700,241400,201700,256200,431000,650000,671100,666500,615300,520400,500800
1990,455000,383600,306200,238500,354600,451700,644700,674100,664300,618500,566200,657800
1991,595600,507300,464800,396500,399700,546600,618500,667600,661000,618500,504100,425600
1992,328800,248200,183900,158600,257800,461500,654500,661000,657800,631600,536800,445200
1993,341700,235300,161700,142700,209500,608700,667600,667600,654500,631600,546600,441900
1994,351400,261100,177600,120500,274000,487700,657800,667600,641400,618500,520400,428800
1995,351400,267500,232000,270700,293300,579300,667600,664300,661000,621800,579300,664300
1996,631600,576000,474600,464800,464800,455000,631600,667600,667600,621800,536800,461500
1997,377200,293300,222400,190300,232000,497500,621800,674100,667600,628300,602200,559700
1998,471400,396500,338500,309400,309400,602200,661000,667600,670900,654500,559700,487700
1999,399700,335200,251400,180800,168100,315900,615300,661000,667600,615300,530200,566200
2000,523700,445200,364300,283600,328800,455000,651200,664300,654500,628300,536800,428800
2001,351400,367500,377200,406200,403000,556400,661000,664300,661000,618500,507300,487700
2002,415900,338500,267500,190300,196600,348100,628300,664300,667600,621800,500800,393300
2003,351400,312700,280400,283600,296500,435400,667600,664300,648000,618500,615300,572700
2004,497500,406200,322300,283600,335200,497500,651200,667600,674100,641400,546600,484400
2005,435400,461500,435400,464800,543300,674100,670900,664300,651200,618500,533500,445200
2006,367500,309400,228800,139500,142700,468100,644700,667600,657800,615300,497500,556400
2007,487700,412600,344900,393300,432100,513900,634900,670900,651200,585800,504100,412600
2008,351400,251400,152200,133200,158600,464800,602200,670900,657800,592400,494300,481200
2009,399700,344900,274000,228800,267500,464800,664300,674100,654500,621800,569500,556400
2010,451700,406200,380400,351400,396500,523700,625100,670900,644700,602200,504100,412600
2011,328800,290100,238500,171300,136400,322300,612000,674100,654500,598900,494300,380400
2012,312700,274000,183900,142700,267500,481200,615300,677400,648000,598900,510600,474600
2013,390100,277200,225600,228800,277200,520400,644700,661000,651200,595600,494300,393300
2014,328800,264300,228800,228800,290100,513900,648000,661000,654500,598900,513900,491000
2015,458300,419100,428800,435400,425600,598900,670900,648000,644700,598900,507300,484400
2016,448500,361000,309400,283600,549800,618500,670900,667600,648000,598900,556400,527000
2017,428800,315900,219100,222400,277200,559700,648000,664300,651200,598900,497500,468100
2018,383600,290100,244900,212700,303000,569500,631600,667600,651200,595600,523700,441900
2019,325600,237160,206200,187100,309400,527000,661000,661000,654500,595600,497500,396500
2020,309400,251400,215900,203000,277200,530200,667600,661000,648000,598900,536800,504100
2021,412600,322300,235300,206200,306200,500800,,,,,,
