#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 09009350: Narraguinnep Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Narraguinnep Reservoir (09009350) 
# Colorado  RESERVOIR Site - 6700 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:59:06 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1951,,,,,8800,,,,,,300,
1952,,,,,,,2200,3600,1400,300,,
1953,,,,,,900,3400,3700,1100,,,
1954,,,,2400,8800,,,,,,4100,
1955,,,,4700,7700,8800,8100,1600,1600,200,200,
1956,,,,,8600,,,,0,0,0,0
1957,0,0,0,0,10500,,,17900,,,13600,
1958,,,,13600,18500,18500,17900,7700,800,1100,1100,
1959,,,,5000,13700,17900,,,,2000,2000,
1960,,,4400,8500,17900,17900,17800,7600,3100,2000,10400,
1961,,,,,18500,,,,,,6000,
1962,,,,,19100,,,,,,4500,
1963,,,,,19100,,,,,,1100,
1964,,,,,6100,19100,,,,,11700,
1965,,,,,13500,,,,,,2500,
1966,,,,,11700,,,,,,8400,
1967,,,,,19100,,,,,,7000,
1968,,,,,19100,,,,,,8500,
1969,,,,,19100,,,,,,,
1970,,,,,,,,,,,9500,9500
1971,9500,9500,13000,19000,19000,19000,19000,12500,12000,7500,7000,12800
1972,12800,12800,12800,19100,19100,19100,12700,6200,5900,5600,15200,15200
1973,15200,15200,15200,15200,15200,19100,19100,6400,5600,2100,5000,5000
1974,5000,5000,5000,10400,19100,17500,11000,4200,4100,4100,4000,4000
1975,4000,4000,6700,11460,,18960,,17300,7600,5200,4937,4900
1976,4900,4900,4900,,,18960,19000,17300,7600,5200,9538,10145
1977,10200,10800,17800,7700,4400,7693,4700,5500,7354,8400,9939,10353
1978,10800,10800,10800,18400,18400,18383,18960,10778,2111,4200,4670,5788
1979,5800,5800,18400,18900,19000,19000,18900,16155,10353,6400,6086,6100
1980,6100,6100,6100,10100,18960,18960,18960,15100,10300,9165,7186,193
1981,0,6344,10572,12593,18847,18621,14218,8631,5872,4937,16155,16400
1982,16700,16700,16700,17000,18960,18960,18737,15163,12559,15854,12358,16900
1983,17000,17000,17000,16200,18508,18960,18839,17574,14529,10353,10490,14739
1984,17200,17200,17000,16833,18527,18960,18685,14756,9939,9984,14576,16360
1985,17241,14600,14600,14600,17723,18960,18486,14539,10882,10695,14467,15600
1986,15600,15600,13200,17000,18700,19000,19000,17500,14200,14600,14600,14600
1987,14500,14600,14500,14500,18400,19000,17500,17800,17800,17800,14575,14200
1988,14200,14200,14200,14200,18000,19000,19000,16400,13566,13100,14575,14600
1989,13100,13000,13000,17800,18099,18960,16400,15100,16976,12200,9940,10700
1990,10700,10700,10700,10700,17800,17700,19000,19000,17800,13600,14575,14600
1991,14600,14600,14600,14300,17815,18671,19000,19000,18100,15000,14575,15600
1992,15600,15600,15600,18100,16500,18100,18900,18960,17800,16900,16050,16000
