#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016310: Windsor Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Windsor Reservoir (06016310) 
# Colorado  RESERVOIR Site - 4780 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:36:14 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,,,,,11807,,,,,,1497,
1951,,,,,11807,,,,,,9598,10703
1952,11884,12906,13320,13430,13732,15000,16153,10126,5343,4694,5969,6270
1953,7271,7690,9192,10794,11808,12339,5919,4098,1915,131,131,1402
1954,1676,2870,4523,6069,6220,5247,4783,2656,900,810,1676,2051
1955,2439,2691,2832,3121,3085,3050,6371,5104,3587,1646,2035,2482
1956,2797,3014,3265,8375,8239,8375,6370,5247,2183,756,756,674
1957,16875,1568,3157,4522,16489,17148,8320,7723,5480,2795,10895,12324
1958,13851,14233,14648,15069,14979,13969,17329,10819,5764,3229,5247,6672
1959,9465,11656,12657,13071,16243,16786,16966,12035,5343,3765,11276,11802
1960,12415,11884,12187,12988,13984,14647,12905,7211,2726,3157,3407,4139
1961,607,7991,9805,11883,12515,16967,17328,15791,12363,8860,9560,12656
1962,13237,13901,14564,15069,13735,13653,17147,12822,7151,6270,9470,9970
1963,13071,13320,13901,15159,15339,13071,15520,9124,8443,10077,10819,11275
1964,12035,12656,12822,13403,14150,12439,13569,7931,2762,1944,2093,2392
1965,2690,2977,3264,3443,3841,6120,16061,12111,6611,7331,9345,11360
1966,11427,11931,12515,13486,13984,9192,9873,4778,2512,177,1973,2332
1967,3121,4310,5264,6120,7031,12111,16514,15701,8511,8111,10591,11503
1968,11959,13320,14564,15520,16061,12035,11427,4565,3551,3371,5767,6431
1969,8111,9941,11503,12035,12035,10146,16242,9430,3371,4013,7211,10515
1970,12517,12915,12915,13905,14439,11347,15475,7330,2003,0,0,0
1971,2212,4606,6610,8920,12110,12490,15488,13568,8220,13486,11700,13403
1972,13569,13486,13569,13569,13652,11123,13735,8239,2690,2905,9805,11655
1973,12035,12573,12988,13992,15701,13818,17328,14979,8239,8715,8852,9737
1974,10146,10743,11123,11427,13735,12739,15160,5000,1100,1700,8920,9359
1975,9669,10077,10743,11503,12656,8443,16604,9805,3157,5919,7631,8852
1976,10743,12111,11300,14813,15430,13984,9464,6170,1511,4097,6019,6851
1977,7571,8307,9260,9941,10743,12988,10515,6551,2582,2618,3121,3551
1978,4310,5767,6911,7871,8307,15882,15339,12988,5466,4649,5516,7331
1979,8920,10439,11199,12739,16333,16876,17057,9737,10077,9941,10077,10667
1980,11655,12739,13237,14481,15159,15430,14564,9260,3193,2482,3970,7942
1981,10561,12219,13130,14425,16135,15506,11121,5662,3350,4108,4607,4607
1982,7091,8443,10214,10895,11123,11807,17508,13652,9873,10515,14150,14150
1983,12491,11959,13237,13735,14979,16695,15430,9328,7391,8852,9090,9328
1984,13237,14315,14896,15520,16333,16242,16876,11579,6270,5716,7511,7991
1985,8443,8783,9124,10439,16152,16514,16695,12339,5416,6120,9669,9669
1986,12739,13154,13818,14232,14564,17238,16786,10214,4098,4098,6551,11275
1987,12111,12573,13237,14481,16514,17508,15159,8511,3335,3841,4139,4649
1988,5164,5416,5919,8511,10364,16695,670,9601,5064,5315,5616,7211
1989,8443,9396,10364,11655,11959,12187,16876,12339,6120,6431,7271,10289
1990,12739,13237,13486,15971,16423,16333,13984,9737,6220,7751,8511,9601
1991,10009,10146,10439,11047,11503,13071,16967,10364,5616,5264,5516,6170
1992,8443,10364,11807,15159,15791,15520,17418,10515,7631,8375,8988,10077
1993,11047,12035,12573,12905,13237,16061,16967,10591,4055,7271,9260,10077
1994,11503,11959,12339,12415,15339,15882,12035,6611,5416,6431,6851,7211
1995,8111,9464,10667,11427,12415,16695,17598,16242,8511,8988,11123,11807
1996,11959,12363,12439,12573,13901,16333,17508,16152,9396,9737,10009,10214
1997,10591,10819,11047,11199,14150,15159,16780,10439,11731,10743,11275,11579
1998,11833,12111,12439,12573,16423,17328,15339,8579,4055,5264,11199,11959
1999,12339,12573,12739,12739,16695,17238,17238,12111,6270,9396,11047,11427
2000,11731,12035,12339,13403,13818,15520,9737,4396,3085,4821,9328,10971
