#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12446480: Conconully Reservoir, WA
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Conconully Reservoir (12446480) 
# Washington  RESERVOIR Site - 2290 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:32:13 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1946,,,,5000,6400,11200,12800,10100,6000,4000,4300,4700
1947,5100,5400,5700,6100,6800,5800,6700,4500,3800,3300,3600,4000
1948,4100,4300,4500,4700,5200,13000,12400,13000,11600,9700,10500,10800
1949,10900,11000,10900,10700,11200,12600,11100,8200,5900,5600,5900,6300
1950,6600,6800,7100,7500,8000,9500,13100,10800,6800,3600,4300,5100
1951,5800,6400,7000,7600,10000,13100,13100,11100,8100,7500,8600,9400
1952,9400,9000,8600,8400,11300,13100,13100,11300,7700,5300,5300,5700
1953,6400,7100,7600,8300,9600,13100,13100,11300,8100,6000,6600,6900
1954,7500,8000,8400,8900,8800,10200,10200,7700,4400,2800,3300,4000
1955,4700,5300,5800,6200,6800,8500,13000,12200,8700,6100,6600,7100
1956,7600,8000,8000,8500,8900,13200,13000,11200,8500,6600,7200,7800
1957,8400,8900,9300,9800,10700,13000,12400,9400,6300,4200,4700,5200
1958,5800,6400,7300,8300,10100,13000,12800,10800,6700,4700,5600,6200
1959,5900,7900,8700,9700,10900,12100,13000,11400,7100,6500,7700,7000
1960,6500,6900,7700,9100,10000,13000,12700,8500,4800,3400,3500,4100
1961,4600,5100,5600,6500,7500,12600,12500,8500,3800,3400,3400,3500
1962,4100,4400,5000,5600,6300,6600,5600,3700,3200,3200,3500,3900
1963,4400,4700,5200,5600,6600,11200,10000,7900,3700,2300,2600,3100
1964,3500,3800,4200,4800,5100,5100,8100,6100,3300,3400,3500,4100
1965,4400,4700,5000,5200,6100,5300,5100,4100,2000,0,0,0
1966,0,0,0,700,1300,1500,2700,1900,1900,1900,2100,2500
1967,3000,3300,3700,3900,4700,9100,13000,11400,7200,4100,4700,5100
1968,5700,6300,7000,7200,7400,7900,7100,5000,2700,2000,2800,3200
1969,3900,4300,4700,5200,6700,12900,12100,9100,6600,5000,5480,5970
1970,6400,7000,7360,8000,8110,5870,4840,5160,4680,3800,4100,4300
1971,4900,5300,5800,6100,7400,12000,13000,10500,7400,5800,6600,7600
1972,8300,9100,9600,10800,10600,12100,13000,12100,10000,8500,9100,9800
1973,10300,10800,11600,11800,11200,10400,8200,5400,2300,2300,3000,3800
1974,4900,5600,6400,7200,10100,11500,13000,12500,9500,7700,8500,9400
1975,10000,10600,11200,11700,11000,12100,13000,10700,8000,6300,7600,8200
1976,9300,10000,10700,11300,11300,13000,13000,9900,7800,6000,6700,7200
1977,7700,8000,8400,8800,7400,6500,4700,3500,1900,1600,2000,2300
1978,2700,2900,3100,4200,5700,9600,13000,11000,8100,8300,9300,9500
1979,9600,9700,10000,10600,10300,8100,5300,3400,1600,1400,1600,2100
1980,2700,3100,3500,4000,6500,13000,13000,10200,6400,4700,5300,5900
1981,6400,6800,7800,8600,9100,13200,12600,10300,6300,5000,6500,7900
1982,8800,9100,10200,10700,11700,13100,13200,12300,9900,8700,9400,10100
1983,10800,11500,12400,11200,13100,13500,13000,13000,11500,10800,11600,13100
1984,13000,13100,13100,13100,13200,13300,13200,12400,10100,8700,9500,10600
1985,11200,11900,12400,13100,13000,11800,10100,5700,3400,3900,4600,5000
1986,5600,6000,6500,7300,8100,9300,8700,7100,4900,4200,4500,4700
1987,5400,5700,6200,7100,7700,8900,8700,7500,6300,3600,3700,4100
1988,4800,5200,5500,6000,8200,10000,11200,9900,7700,5400,5400,5800
1989,6000,6300,6600,6900,8100,9900,12000,9900,7600,5400,5800,6300
1990,6700,7100,7400,8000,8600,11700,13100,11400,9600,7000,7200,8000
1991,8500,8900,9300,9600,9500,11000,13100,11100,8800,6500,6100,6600
1992,7000,7400,7900,8700,8200,7000,6800,7500,5300,3800,4600,4600
1993,4600,5400,5700,6000,6700,8700,7900,10500,8800,7100,7500,7900
1994,8400,8900,9300,9600,11600,13000,12400,8900,6600,5000,4800,5300
1995,5700,6200,6700,7600,10700,13400,13100,11500,9300,7200,7700,8100
1996,8900,9400,10000,10600,13100,13200,13200,11300,8300,7200,7400,7800
1997,8600,9000,9400,10000,12300,13300,13200,11400,9000,8300,8900,9600
