#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016240: Point Of Rocks Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Point Of Rocks Reservoir (06016240) 
# Colorado  RESERVOIR Site - 4050 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:35:43 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1949,,,,,,,,,,,17580,38480
1950,48490,56620,65760,65200,64920,54840,41040,27360,12120,4600,2720,12770
1951,23220,32042,42560,53590,56870,52360,50770,33810,18240,1800,18320,32810
1952,44340,52600,64360,65480,65340,66740,50400,31350,15060,-1800,5200,16160
1953,27630,38690,46040,58170,65620,60280,45240,27900,12640,-1970,430,13040
1954,23220,33210,42340,52110,54466,47780,37904,23070,8330,-4000,0,2650
1955,7900,19100,26500,36600,37900,36500,38700,20000,3700,0,-4000,3270
1956,13040,22390,31830,41030,41030,34810,29930,17870,9260,-2600,10000,2540
1957,9860,16580,25770,29550,40600,60810,66320,55850,33610,13570,27720,43000
1958,61080,61080,60550,60550,66100,66320,67160,52600,23050,6670,18320,31060
1959,45244,57646,62984,66600,66320,66600,52100,28814,10720,-2900,-3190,6130
1960,18020,27723,43670,66600,65340,66880,62980,41250,16298,590,6880,18320
1961,29930,41470,53100,67200,66880,70300,65200,45470,21740,11350,35010,59750
1962,62440,62170,61890,64360,61080,59480,59480,58170,29367,11350,28810,42340
1963,55090,66040,66040,66040,64360,53840,45930,29550,13300,-2600,270,10350
1964,16440,23050,28270,39960,49440,40600,39960,18620,3180,-2660,-2900,4120
1965,11601,19070,27900,38900,42780,36420,56100,49200,37030,29550,57130,62160
1966,-4000,61620,61620,66880,67730,54840,52110,33010,13700,-720,3830,14650
1967,23380,37860,50646,61623,61080,59220,67730,55090,31580,4510,12380,22720
1968,34710,44570,59613,62980,65480,63810,54590,30490,22060,8100,13970,25080
1969,34600,46620,58330,66460,65480,67310,67160,45470,18620,1420,18920,41250
1970,62030,62440,61890,66600,66320,67160,62710,40391,16020,1930,17290,38480
1971,-4000,63810,65477,65200,65200,65200,65480,38900,13770,8790,29740,47660
1972,57650,66040,65900,65200,58950,59220,62980,404330,13840,7210,21260,39540
1973,49920,58950,66600,66880,66060,65900,61490,38690,11220,14240,38665,55090
1974,66460,65760,65760,65760,67400,54800,49700,24100,6000,0,12700,31450
1975,42340,52600,60550,66880,66600,64400,66600,38700,13000,0,16200,29000
1976,41500,54000,66300,65500,67600,60300,49200,26000,6200,2600,10600,17870
1977,30490,45700,58166,62980,68010,64360,56490,30680,11860,2540,8910,20460
1978,31060,40820,52360,63530,64920,56110,56110,29550,6880,-1630,13360,27180
1979,39320,49920,58690,66040,66000,66740,67450,43670,21580,17430,38903,57650
1980,64362,64362,67448,65750,65473,67448,58950,26650,5920,2720,19380,53410
1981,63640,68514,70561,72559,71295,67594,50852,28470,12040,6827,15763,26170
1982,38165,50396,61124,68618,69349,70014,70883,60193,37951,25018,42694,65488
1983,68080,67949,67809,67809,69559,71986,62579,38937,19421,20413,35390,43670
1984,47550,54340,61350,65480,66040,65480,65300,35410,8560,12900,32810,51620
1985,61620,62440,62440,63260,67488,68583,53840,30870,8330,-1900,18020,18020
1986,32620,39330,45700,54090,65760,65760,69440,65760,33410,12380,5820,25430
1987,48250,56100,60810,64080,64360,67730,70880,64360,36420,11350,12770,47780
1988,60280,63260,63530,63530,69720,67730,55850,28270,5200,-3080,5290,22390
1989,30110,38690,44790,61080,68300,60010,67730,34600,13840,13040,20310,36220
1990,48250,56870,63810,65620,69720,66740,56610,30680,7320,-1220,18620,34810
1991,47300,61080,64920,64640,67160,60550,65760,34810,10350,2720,18470,32420
1992,49440,64870,65200,65200,67730,60280,71164,48725,26651,11730,23890,36630
1993,46850,56872,62710,65760,68299,59480,65197,34410,8560,760,14240,34005
1994,46160,56872,65757,66883,63533,60012,48251,25600,4604,-790,12117,27723
1995,37445,49440,60279,66883,70876,69439,70010,43893,15469,5820,14922,34410
1996,48725,56615,66319,66319,62850,61890,70010,41360,18920,18920,23720,40390
1997,50646,59480,66320,66600,65480,64362,69580,51620,34806,20230,29830,51380
1998,65757,65757,66319,66600,68870,70590,68870,43000,18320,-1630,670,19990
1999,32420,47310,63260,66040,69730,70160,69730,45470,27540,18620,37340,62000
2000,65760,66320,66600,67870,65620,60000,45360,24910,4120,-530,13570,19680
2001,32240,45240,55470,70880,70590,70300,59610,37240,13700,5510,10470,24740
2002,38900,45930,52850,67170,66320,52360,40820,18170,2280,-500,1170,7100
2003,13700,18920,25080,37450,49680,55850,68440,40600,18470,8790,5460,14790
2004,24570,34310,45810,57910,56105,49020,43890,28567,6830,-1150,16310,25770
2005,37240,49080,62440,70590,66040,65060,68160,43120,24230,10490,13770,23140
2006,23140,23140,70880,70880,65620,49080,33510,16160,-570,-790,-3010,15882
2007,27890,34397,41652,57221,71020,70160,67921,38798,17076,4560,7430,26740
2008,38903,45176,48962,70530,69011,55724,47547,28997,13303,10593,10905,26829
2009,39963,53097,69010,69353,70300,68583,71454,52974,31544,20859,20701,38588
2010,47875,58690,70444,70156,70300,68583,66460,46386,24057,11601,18392,35511
2011,51133,60814,66601,70587,70300,69153,69011,58690,32616,26918,37756,59348
2012,65757,65058,65197,69439,66742,57646,37963,20386,3040,-1218,4852,18843
2013,30776,41470,54091,62165,69582,62437,47430,27543,9679,-117,13570,33111
2014,42563,55597,67024,68868,69868,68583,69868,52480,35814,40498,61900,67873
2015,67731,67731,70156,69725,70587,71744,65197,50889,30114,13838,16933,37756
2016,53221,61488,65337,70300,69011,69725,68583,46042,23636,11473,16020,32137
2017,43559,50889,69296,69296,70300,70156,62301,37138,18317,9100,14650,34900
2018,51700,59200,68900,69000,70600,69600,61100,40900,22300,11030,16000,30500
2019,47200,62400,68600,69300,,,,,,,,
