#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 12342000: Painted Rocks Lake, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Painted Rocks Lake (12342000) 
# Montana  RESERVOIR Site - 4726 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:36:53 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1940,,,,,,,4900,8000,5550,1800,0,0
1941,0,0,3750,7500,20600,32000,32000,32000,32000,16000,9000,5000
1942,5000,5000,5000,3000,32000,32000,32000,32000,32000,32000,6000,650
1943,3150,4150,5100,2000,10500,32360,32360,32360,32360,29000,15000,5000
1944,5000,5050,8000,10660,17280,32000,32000,32000,32000,32000,20750,10000
1945,10000,10000,10000,10000,11290,32000,32000,32000,32000,24400,10000,10000
1946,10000,10000,10000,10000,20000,32000,32000,32000,32000,32000,14500,10000
1947,10000,10000,10000,10000,25972,32000,32000,32000,32000,31180,20070,20330
1948,10000,10000,10000,10000,22000,32000,32000,32000,32000,27279,19960,11930
1949,10000,10000,10000,10000,15590,32000,32000,32000,31200,24280,5000,650
1950,650,650,650,3500,19000,32000,32000,32000,32000,26700,17640,10000
1951,10000,10000,10000,10360,21000,32000,32000,32000,32000,31060,11360,12500
1952,13500,15000,12000,0,15790,32490,32400,32140,32000,27730,14000,10000
1953,10000,10000,10000,10000,19690,32920,32630,32090,31920,31860,31860,30000
1954,20000,12000,6000,0,0,32690,32530,32000,32000,27016,26000,25000
