#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 13065000: Blackfoot Reservoir, ID
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Blackfoot Reservoir (13065000) 
# Idaho  RESERVOIR Site - 6100 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:52:28 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1912,,,,,,,,,,,327400,250600
1913,255600,8800,5700,250600,8800,244900,220000,189000,157600,131400,135700,144400
1914,146800,149500,154900,153600,204500,226100,210900,182300,156200,138500,126200,110000
1915,98500,99700,102000,104200,127000,138300,122300,78700,47200,26300,8100,11400
1916,20800,34600,37700,38800,77400,109000,97100,63000,32200,5500,2300,1900
1917,2000,2000,3600,10500,24000,105100,131400,104200,78000,61500,59000,65700
1918,78400,88100,92300,105300,158700,165500,149600,119100,83400,80800,89300,95600
1919,101200,106200,116700,129500,175400,157600,121700,64700,26500,1400,15400,22900
1920,28000,30500,32300,36100,68400,140100,117200,87300,63200,61700,77700,83500
1921,89100,94900,100200,117100,157600,204900,206500,172900,137600,120500,125200,133900
1922,141900,146400,155000,153600,141400,200700,173300,121300,80400,60600,66400,74800
1923,82500,87800,92000,98600,127500,143400,117500,69700,19100,2200,2500,11800
1924,21400,24600,35300,42100,80400,98500,90400,52300,15100,2500,15600,20200
1925,28200,37700,45800,55900,105600,141300,156100,144800,137700,142800,,
1926,,,,,,,,,,,,
1927,,,,,,,,,,,16000,20000
1928,28000,38000,46000,56000,106000,141000,156000,145000,133000,143000,190000,200000
1929,215000,228400,239700,247600,12700,310100,318100,276400,212000,209700,216000,222400
1930,231300,240600,249300,258800,296700,303900,272700,222600,206300,191700,202400,206000
1931,213500,220400,227400,233400,251000,236000,191400,115300,53200,21000,25000,30600
1932,38600,45600,50600,58100,79900,111600,128700,98000,47500,27500,31400,38600
1933,46100,54100,61100,67500,85000,120400,114900,74300,29300,8500,15100,21500
1934,28000,35600,42100,53200,60200,48000,31400,1300,600,1700,6900,13400
1935,18000,22600,24600,33700,62200,90200,85400,57000,23100,1300,9800,15700
1936,21100,28200,36100,40600,69200,124800,140900,112300,92500,76400,81800,87100
1937,96100,103400,111000,118200,133700,162000,160300,128600,85000,68600,73400,81000
1938,90800,96700,104100,115600,155000,186700,192200,178100,146800,137200,143800,152100
1939,160900,169100,177300,185900,215000,221600,218400,170900,130700,123300,127300,131600
1940,137000,145600,152600,162300,181300,172500,153600,93700,46600,43200,49600,54400
1941,61300,67100,73200,79500,103400,117400,110400,69400,57100,50300,56800,63300
1942,72100,78800,85000,90500,121600,152600,165000,128200,81300,74200,79600,90500
1943,99300,108400,115800,123600,183000,232900,262400,244000,227400,223400,229200,237000
1944,244000,251000,258600,266300,288100,296800,312000,270600,206300,187800,190800,199800
1945,207000,213600,222600,231600,245700,294400,327100,309400,289100,286600,280100,283200
1946,294800,303000,311400,318800,339400,325700,303400,259300,229000,227900,239300,248400
1947,259600,266600,274400,286000,319600,323400,325700,291700,272600,257300,259300,267100
1948,275000,282000,290200,298600,324200,339800,324200,285900,246000,222500,228400,242300
1949,256300,270200,284000,297900,312000,333100,321800,281300,242100,220600,232100,243400
1950,262000,280500,299100,317600,336200,338900,326200,313800,288500,273300,263000,277200
1951,291300,305500,319700,333800,348000,331500,331000,304600,293800,279800,270600,273800
1952,276900,280100,283300,286400,289600,335000,332400,302200,277600,258300,260300,272400
1953,284600,296700,308800,321000,333100,335900,323900,280000,246200,208900,211100,223200
1954,235300,247400,259600,271700,283800,291200,294800,264300,248200,220000,222100,228200
1955,237500,246900,256200,265600,274900,294300,298400,263800,217600,186400,192200,209600
1956,227000,244300,261700,279100,296500,331700,334100,305800,285200,276200,281800,291900
1957,303000,313000,323100,333200,342300,339100,342600,305300,279600,274000,276700,285800
1958,294800,303900,312900,322000,331000,342100,328500,262000,212800,190500,192000,203100
1959,218200,231200,244300,257400,270500,285200,269100,231800,212700,205200,211400,215500
1960,219700,230200,239100,246500,280800,289100,266000,219700,180500,150200,148700,158000
1961,169000,174600,178500,185000,204100,205400,172500,114600,83300,74100,80200,88000
1962,94200,97600,110400,122800,165200,199200,207100,177500,162500,153300,154400,160000
1963,166800,182800,196000,212100,232100,263100,284200,242900,199800,195800,192600,201700
1964,211000,220200,227100,234500,249300,302200,346800,329200,293200,267300,262800,271000
1965,290300,300800,297600,274300,326200,348000,343000,311700,287200,267300,253400,262200
1966,273400,284600,293600,302500,323600,317800,284500,223700,168300,152500,154600,165700
1967,174800,183500,193500,201600,227700,265300,298700,269800,238000,216800,223700,232100
1968,244000,254000,264500,275200,296000,331800,339600,295000,281000,256900,252100,262400
1969,272300,285600,291800,281800,310200,333400,330800,295300,260600,230200,231800,240900
1970,251000,262300,273100,283100,299700,341000,339100,300400,273200,238600,230400,243000
1971,256000,262000,260200,255300,291200,346800,337700,292400,245500,222400,230600,244600
1972,256500,252500,239500,228400,287100,329400,339600,272300,240600,221900,227400,239800
1973,251600,260800,270200,280600,301900,334500,320400,282800,263600,263000,251500,279800
1974,287600,292700,296000,307200,348600,342500,322100,269800,238800,220800,229800,237400
1975,252800,256900,264300,275000,287200,343900,332700,292500,250600,227400,227400,235300
1976,241600,245900,250900,257900,282500,332200,310300,275200,254400,244900,239200,233900
1977,236800,241500,247500,258100,271600,268300,229200,180000,143600,103400,106600,115100
1978,128300,137900,147600,160100,211900,278300,274400,236200,209700,198600,197800,207800
1979,220600,229300,237900,247200,265600,282500,253400,204400,181000,171700,173800,179400
1980,188700,197100,207300,220100,251800,308300,321400,297200,251000,239300,236900,243700
1981,252700,260000,267800,279100,298200,323900,315000,251600,216900,193100,197600,206600
1982,215200,227000,234400,246400,275800,342500,344600,327700,306300,302300,300600,293900
1983,287400,289600,297000,309300,325700,346700,344900,315200,294800,280600,280500,277300
1984,259500,241300,241700,241600,258600,338300,345500,309800,279800,276800,276100,279000
1985,283200,273800,264400,251300,272900,313100,297700,262200,240500,237000,243000,255000
1986,265000,260000,272000,266000,331000,347000,322000,280000,259000,254000,264000,272900
1987,280400,292000,301000,306700,322000,311500,281600,250000,232300,217800,219500,226800
1988,235300,244100,251000,259000,278800,270100,233400,190800,150500,121700,120600,130500
1989,137900,147000,155000,167800,203200,218900,199200,156500,142200,132700,134600,140500
1990,148500,156000,160000,170000,190000,181100,155300,109300,86300,67800,67500,73800
1991,80000,86300,92500,100000,120900,154400,148000,110100,91000,78800,81800,91000
1992,96600,103000,109700,123600,123500,91000,65900,44700,29600,22500,25800,31500
1993,36800,42000,49000,57500,83500,157000,183800,165400,166100,162200,167000,174400
1994,180500,187700,196000,205500,225100,222900,195000,155200,120500,86000,90100,94900
1995,100700,108200,113900,130800,158400,213900,241100,222900,201200,189900,192200,200900
1996,211200,223800,232400,242400,273700,328800,325000,292700,263700,249000,248600,258800
1997,275000,257000,235000,207800,251500,323200,332000,309100,280400,273500,266400,252700
1998,260100,273900,281500,281100,303700,340300,329500,288600,253900,241700,241000,252800
1999,262300,273000,282200,275200,288400,336800,332400,298900,274000,256200,254100,261100
2000,270100,280800,284200,284000,305400,305600,275000,234100,193400,179000,179600,187300
2001,196000,203200,210100,220300,239300,217000,182300,133900,98600,89500,88900,94800
2002,101200,107100,110900,116200,138500,134500,111900,74100,44400,40800,43200,48600
2003,54700,61100,66700,77700,91600,94700,58800,26700,14700,14000,15200,18600
2004,22700,27500,33000,40100,62900,61500,47900,25400,15200,13400,16100,24700
2005,28000,34100,40000,39600,71000,113500,122200,91000,72900,63800,68000,72700
2006,80200,89100,94800,101000,168400,218100,207000,180200,152600,143500,147100,154600
2007,162000,168400,173400,182900,208500,192500,163200,110900,86400,72500,71600,75200
2008,79500,83300,90800,95500,105600,134900,134300,104100,83300,72500,71583,78585
2009,84771,91235,96340,104700,133400,174208,214741,203200,188954,174930,179900,184100
2010,191700,197300,203100,210000,230200,248700,257300,225800,197000,179000,175500,187000
2011,198400,206800,214000,203000,255600,325700,336100,314484,285900,254300,260950,267300
2012,273650,283340,289760,295640,322140,320750,293060,260620,220920,204430,202890,210925
2013,217116,222865,229350,235835,247860,246455,217530,177650,147520,140100,142620,144400
2014,146540,155080,163135,178250,202890,217065,190300,164175,153260,141360,143740,150040
2015,154520,159800,167420,176910,190600,199650,201045,186700,164738,147800,148360,158350
2016,165745,173575,179600,194200,242495,272720,251305,220660,188800,186400,196150,202100
2017,209005,219700,235440,276290,317800,318140,319500,293530,257410,249160,250645,255265
2018,263350,272210,281470,296800,337000,334025,312775,275440,247220,233840,236400,243320
2019,250795,258565,271040,276800,314525,,,,,,,
