#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06038000: Hebgen Lake, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Hebgen Lake (06038000) 
# Montana  RESERVOIR Site - 6545 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: May 16, 2019 3:55:28 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1936,,125600,100000,115000,157100,12100,5900,190200,106800,56800,2800,700
1937,700,700,600,21400,33800,91900,155800,129800,82300,44900,14700,10100
1938,44600,71500,99400,133400,173300,15900,338800,339800,333200,332800,331600,332600
1939,326700,315000,312500,265142,273300,339200,342700,318500,251500,218800,197800,173700
1940,185400,212300,238200,252800,283000,327800,344600,286100,217000,188800,198200,203000
1941,205700,218300,230300,246400,271700,338200,344600,332400,296300,309000,333600,330600
1942,318100,293700,281900,270100,293700,338400,344700,343900,333100,329000,323200,310200
1943,287600,247400,184700,173400,227400,321400,340800,342900,337700,330400,302500,301600
1944,275400,244000,236800,233300,255200,320000,340500,343500,323200,302600,297600,291400
1945,261300,233300,217700,227400,244500,297400,340900,342400,322200,296200,284300,285400
1946,264700,240600,209500,179600,191700,291700,342400,333500,284900,298100,324200,328100
1947,294900,272500,267600,220200,179100,286900,339100,342900,326000,323600,326900,322400
1948,304800,291500,283700,257600,185300,252300,340500,341000,331900,304100,283100,282300
1949,257800,246900,255900,268400,224300,333100,343600,325600,295300,270700,267600,252600
1950,230700,207600,206800,216600,231400,279300,341400,343200,330600,288000,283200,269500
1951,258200,239200,230800,232400,261300,332600,341200,343400,344200,339900,340200,322800
1952,309400,290800,264400,225200,205200,339800,344200,344200,332800,294700,256100,229600
1953,193300,178500,179300,191600,203300,267500,344600,343500,326900,284700,201300,149400
1954,148500,149000,155100,170200,196700,291600,343200,338300,312600,282900,215000,169500
1955,167700,167500,172900,182600,212500,278500,344000,344000,305700,267700,222600,192100
1956,192900,184900,185200,176200,187600,305000,343200,343900,323200,293800,226700,157000
1957,157100,156500,158100,170100,175700,281600,344600,340200,315200,291600,230200,169700
1958,157400,157400,157400,156000,167800,256200,320300,325200,305100,285000,220300,169800
1959,168700,168200,168200,167600,181200,241100,339300,337200,284300,271400,237500,146400
1960,37000,36200,25800,8900,10500,66600,132500,139100,139900,138900,147100,148400
1961,148600,145000,153500,173500,208000,285100,352300,344600,338600,318800,209300,124000
