#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 10140800: Willard Bay, UT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Willard Bay (10140800) 
# Utah  RESERVOIR Site - 4200 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:57:14 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1965,13800,32600,62300,85200,126000,177000,178000,150000,127000,89900,74600,75400
1966,76500,82800,81900,121000,165000,182000,176000,169000,162000,150000,101000,84700
1967,85200,96000,110000,130000,161000,193000,191000,187000,165000,146000,128000,115000
1968,106000,103000,117000,144000,174000,193000,183000,175000,171000,159000,142000,121000
1969,110000,119000,124000,115000,144000,172000,169000,163000,157000,136000,102000,72300
1970,85900,102000,119000,142000,164000,175000,173000,167000,162000,172000,185000,182000
1971,176000,175000,185000,182000,184000,184000,178000,170000,164000,158000,159000,158000
1972,167000,173000,172000,173000,177000,184000,179000,171000,163000,159000,157000,156000
1973,155000,156000,162000,168000,175000,182000,181000,176000,167000,165000,161000,160000
1974,158000,159000,158000,158000,163000,182000,179000,172000,165000,160000,156000,154000
1975,154000,155000,155000,157000,165000,183000,178000,167000,161000,156000,153000,151000
1976,154000,159000,163000,165000,172000,177000,172000,162000,152000,147000,142000,139000
1977,139000,141000,146000,153000,149000,152000,138000,120000,103000,98500,97900,98100
1978,105000,115000,128000,151000,184000,185000,185000,178000,168000,165000,161000,160000
1979,160000,162000,163000,160000,164000,186000,182000,178000,171000,165000,163000,163000
1980,166000,169000,184000,183000,177000,184000,182000,177000,171000,168000,165000,164000
1981,163000,169000,175000,186000,184000,185000,178000,157000,137000,126000,128500,126200
1982,132300,144400,141300,157600,159000,175000,173000,169800,163400,162200,142000,112700
1983,113000,128000,155000,167000,162000,169000,169000,160000,157600,152000,153000,153500
1984,146800,131000,121000,119000,136000,154000,166000,165000,167000,157000,150900,155700
1985,151400,148300,147900,148700,155100,165600,164300,159200,153000,149900,151100,154700
1986,155154,148630,154855,156651,159211,163963,165054,158916,153570,151701,151002,150600
1987,150801,151399,164755,164856,165749,159906,145869,129900,122442,117728,117924,120854
1988,125275,130684,135115,147452,152392,147846,130880,110160,93872,91427,91427,98454
1989,103917,108418,115266,137880,161896,162686,157836,144579,129108,123323,120166,121148
1990,123323,127844,130584,139846,142914,127256,114095,92407,87057,83482,79129,78159
1991,80951,85413,93288,101659,111539,143985,160902,156349,149912,154855,151000,152295
