#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016080: Cheesman Lake, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Cheesman Lake (06016080) 
# Colorado  RESERVOIR Site - 6860 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:58:15 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1952,,,,,,,,,,66100,61500,56900
1953,55300,54800,54500,54700,57000,54600,58400,52800,47400,40300,31300,30200
1954,29800,27800,26700,28700,22800,27500,25700,27300,34700,26100,19600,25200
1955,26100,25000,23900,22700,21900,19700,22900,20000,19200,19800,19900,20800
1956,21600,23300,25000,30100,28200,33200,31900,31400,25500,22900,22400,22100
1957,22400,23100,27200,39600,55400,79100,74200,79100,79100,79100,79100,79100
1958,79100,79100,79100,79100,79100,79100,79100,74400,65900,58900,54900,54900
1959,55500,56100,57000,59800,67400,70900,69100,63100,53700,46800,51600,57000
1960,59700,60600,70300,79100,79100,79100,72800,62500,59100,58000,58400,59300
1961,61000,60000,56700,64000,66000,68300,59000,59000,77200,79100,79100,79100
1962,79100,79100,79000,78800,77000,77800,73100,60000,50400,47200,46000,46000
1963,46000,43300,43000,46300,39700,27100,21100,19100,20700,24600,25700,25100
1964,23200,22700,22700,17500,21200,20600,19700,20700,19900,19100,19500,20100
1965,20700,21500,22400,24200,29200,29300,53000,62700,79100,79100,79100,79100
1966,79100,79100,79100,79100,76800,62400,49200,38600,35600,34900,34900,32000
