#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 07007010: Adobe Creek Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Adobe Creek Reservoir (07007010) 
# Colorado  RESERVOIR Site - 4150 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:34:00 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1949,,,,,,,,,,,,31099
1950,30834,30307,29875,28850,22114,16230,14362,21166,16108,14653,10837,0
1951,0,0,0,0,0,0,10691,11626,11999,12670,9584,9299
1952,9109,8900,8653,8482,7926,6861,5637,0,0,0,0,0
1953,0,0,0,0,0,0,0,0,0,0,0,0
1954,0,0,0,0,0,0,0,0,0,0,0,0
1955,0,0,0,0,0,0,0,0,0,0,0,0
1956,0,0,0,0,0,0,0,0,0,0,0,0
1957,0,0,0,0,0,0,51118,65598,64478,61464,60646,59731
1958,58865,58577,58096,57855,56652,65482,63172,57133,41621,31862,29631,29467
1959,29117,29117,29222,28417,27736,25056,22946,12363,0,0,0,0
1960,0,0,0,0,0,0,0,0,0,0,0,0
1961,0,0,0,0,0,0,550,275,0,0,0,0
1962,0,0,0,0,0,0,0,4634,0,0,0,0
1963,0,0,0,0,0,0,0,0,0,0,0,0
1964,0,0,0,0,0,0,0,0,0,0,0,0
1965,0,0,0,0,0,0,12300,40300,28800,58600,56400,53900
1966,57800,57000,57000,55200,54300,52000,44500,36600,36200,31400,30500,29500
1967,29100,28400,28100,25800,19600,12100,11300,12800,9100,9000,8000,7600
1968,7600,7400,7200,6500,5800,4500,4500,2300,0,0,0,0
1969,0,0,0,0,0,0,0,0,0,0,0,10400
1970,17000,17000,17800,17400,16800,15600,23200,23200,16700,11600,24100,25800
1971,27900,43100,48300,46900,40900,35700,33200,33200,25800,15200,14600,13300
1972,13800,13700,13300,12300,10400,0,0,0,0,0,0,0
1973,0,0,0,0,0,14300,26400,27700,17800,8200,7100,6900
1974,6700,14600,19900,19600,18700,11100,10400,2900,0,0,0,0
1975,0,0,0,0,0,0,0,0,0,0,0,0
1976,0,0,0,0,0,0,0,0,0,0,0,0
1977,0,0,0,0,0,0,0,0,0,0,0,0
1978,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,0,0,0,0,0,0,0,0,0,0,0
1980,0,0,0,1000,1000,40392,61966,64980,52012,40802,35655,35190
1981,35824,37604,46260,41282,28994,19274,12800,3900,1700,600,0,0
1982,0,0,1683,5200,3600,0,538,1407,2454,1187,1960,2609
1983,19274,29816,43055,42850,43055,42441,68093,62971,43780,37200,26400,26700
1984,35700,50200,54300,54100,56700,63000,42500,39600,32500,23600,21600,26400
1985,47100,64000,64400,58600,60400,66400,63400,56700,49300,33400,32900,41200
1986,48300,64500,66300,65400,49300,34300,55600,57600,50900,47300,40100,41400
1987,59100,65900,65400,66000,63700,65900,61500,45900,25800,23000,17400,17452
1988,19339,30912,50270,50761,47056,41074,39163,30221,17967,0,0,7116
1989,19849,30368,45624,47161,27591,19325,17987,13892,6534,317,1080,4462
1990,13447,19888,27422,39428,38846,35577,32014,25604,7614,550,1375,1594
1991,12139,33379,46046,44484,29652,20249,19021,18047,18971,4291,1537,7029
1992,16950,34747,43983,47878,34118,15996,15356,10859,2913,0,2677,10346
1993,21885,32929,43730,47878,46560,37826,43175,26984,27441,15766,3604,12499
1994,27674,38013,42576,41294,41943,52426,64880,40567,18405,0,2038,10386
1995,25453,36691,43413,46732,43995,60384,70615,68839,50226,44974,42857,41949
1996,52100,65195,64478,61823,57002,49779,49804,43444,45832,41007,31723,40977
1997,54412,60983,60983,57752,52940,51342,69947,52012,64263,52240,53404,69161
1998,69790,65231,69515,70694,68415,65770,53490,51119,62222,51119,48439,54663
1999,60502,70340,70811,70144,71440,71204,70144,64227,63689,62971,49843,48487
2000,58550,66009,69908,70065,69240,66487,56652,42888,32602,23196,20455,28067
2001,38913,51374,59127,66236,62180,58577,52185,32902,18405,0,2784,9258
2002,22671,26082,27240,31366,22302,11344,0,0,0,0,,
2003,,,,,,,,,,,,
2004,,,,,,,,,,,,
2005,,,,,,,,,,,0,0
2006,12374,21620,25517,27347,12125,5215,3938,0,0,0,5349,10000
2007,16453,28655,35744,49998,48757,52898,65672,51351,37326,19012,10687,17366
