#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06016220: Marshall Reservoir, CO
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Marshall Reservoir (06016220) 
# Colorado  RESERVOIR Site - 5660 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 2:58:59 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1950,1371,1471,1783,2114,2418,2985,4812,2985,1175,578,249,453
1951,672,1320,1713,1870,3949,7520,9104,4648,5746,3949,3780,3253
1952,2690,2690,2690,2690,3944,3944,3267,2690,1456,1314,1314,1342
1953,1371,1175,1579,2040,3140,3922,3291,1918,249,0,0,0
1954,578,734,858,108,1175,506,0,0,0,0,0,0
1955,140,306,421,784,784,734,338,191,0,0,0,
1956,,,,,2040,,,,,,89,
1957,249,434,759,1222,4369,7852,8522,7984,6725,5045,5213,5500
1958,6255,6606,6673,7091,7984,8522,7466,5377,2679,1496,1381,1400
1959,1673,1857,2036,2910,5851,8522,8522,5377,2322,800,2335,4300
1960,4580,4861,598,7466,8577,8908,8090,5293,1832,32,32,400
1961,639,917,2112,3001,4623,8798,8440,5807,3145,5419,6073,6073
1962,6073,6027,7016,7016,8522,7827,8386,6701,2419,773,20,34
1963,50,428,729,1035,1115,200,968,0,0,0,0,600
1964,594,1045,1359,1832,2910,2253,1857,1065,0,0,0,0
1965,164,405,684,1251,1759,1624,8798,8277,7140,6093,5917,5970
1966,6027,6209,6301,6725,7466,4505,4681,2434,96,64,64,490
1967,945,1035,1359,1636,2140,2390,9078,8798,6050,4165,3306,3800
1968,4369,5024,5653,6255,7091,6822,7543,5377,2834,1327,850,1236
1969,1649,1783,2197,2772,3609,9078,9222,7672,4564,2322,4184,5577
1970,7066,7115,7115,7775,8938,9365,9365,7906,5545,3825,3998,4819
1971,5697,6027,6606,7214,9510,9510,9510,6967,3258,3679,4054,4800
1972,5377,5697,5917,6371,6725,6725,7091,4963,2211,1649,1649,2047
1973,2472,3033,3661,4277,5697,9078,9078,5543,4963,3998,4408,5057
1974,5751,6444,7071,7765,9365,8591,9510,7492,5230,4239,4662,5741
1975,6027,6301,6677,7390,9078,8798,9568,8332,5293,3679,3609,3807
1976,4110,4428,4897,5398,6441,5804,5188,2834,350,684,1934,2564
1977,2925,3049,3323,3752,4623,3860,2636,1531,128,128,60,428
1978,1273,1566,1746,2434,3306,7466,9655,6967,3474,2636,2636,2757
1979,3033,3306,3626,4506,8854,9655,9655,7466,6487,4662,4623,5642
1980,6027,6943,7723,8798,9655,9655,9655,8250,5741,4314,4221,4502
1981,4759,4808,4992,5477,6202,7827,7958,5297,3345,2834,2870,2916
1982,2954,2985,3405,3930,4586,7377,9178,8153,6880,6474,7059,7413
1983,7688,8179,8756,9341,9404,9330,9408,8749,7514,6945,6830,6943
1984,7569,8051,8440,8966,9438,9222,9250,7659,5939,4963,6725,8064
1985,8522,8550,8522,9510,9655,9597,8660,6894,5220,1439,225,0
1986,1075,1327,1959,2788,6919,9685,9222,7214,5251,4584,4662,5000
1987,5400,6000,6500,7900,9700,9700,9400,7500,5400,5000,5100,5024
1988,5587,5503,5807,6511,9222,9655,9539,8064,6441,5167,5085,5126
1989,5167,5356,5524,6382,7723,8149,8938,6846,5461,4389,3929,4072
1990,4074,4315,4525,5807,9193,9952,9101,8315,6441,5116,4892,5272
1991,5283,5285,5598,6027,6725,8826,9655,8197,5653,5096,4350,5065
1992,5065,5167,5503,6822,9750,9952,9952,8277,6935,5419,5085,5085
1993,5577,5895,6173,6563,7128,8090,8994,9580,8910,6534,5772,5587
1994,6359,6677,6846,6955,7801,9600,9655,8854,6187,4408,3474,3474
1995,3697,3825,3955,4119,4525,6073,9750,9750,9279,6118,4820,4332
1996,4983,5430,5774,6244,7140,8743,9750,9750,8798,6582,5884,6118
1997,6563,6879,7165,7997,9626,9655,9655,7788,7997,6301,5686,5587
1998,5939,6582,6907,8011,9467,9496,9078,8229,6754,5167,4985,5653
1999,6038,6429,6725,7165,8860,9628,9597,7958,7517,6558,6394,6737
2000,7091,7556,7997,8345,9655,9655,8522,7854,5377,5250,5065,5377
2001,5587,5862,6027,6394,7710,9612,9236,7378,5251,4369,3987,4535
2002,4662,4861,4759,5065,5482,5045,4496,3340,2557,2470,2394,2710
2003,2985,3169,3525,4759,9496,9539,9655,8400,6547,5503,5126,5386
2004,5686,6005,6129,6725,8144,8264,8332,8037,7214,5895,7103,8157
2005,9024,9365,9467,9452,9655,9655,9626,7762,6061,4323,3937,4506
2006,4871,5024,5325,6027,6371,6737,6371,4983,3398,2725,2819,3298
2007,3770,4267,4963,7252,9641,9626,9279,7556,5708,4662,4184,4398
2008,4671,4841,4830,5314,6371,6406,7736,6084,4662,3825,3407,3609
2009,3807,4091,4466,4902,8237,9568,9394,8427,6499,5398,5065,5818
2010,6429,6846,7189,8090,9612,9597,9496,8184,9027,4779,4026,3868
2011,3734,3937,4277,4642,5752,6570,9641,9568,7277,6313,5741,6301
2012,6846,7302,7684,8508,9583,9525,7840,6594,5283,5034,4953,5209
2013,5430,5653,5928,6301,7466,9510,9394,8037,6654,7517,7788,8925
2014,8961,8925,8823,6301,9583,9626,9164,9200,8144,7775,7723,8117
2015,8979,9069,9121,9626,9655,9655,9655,8962,6906,6027,5774,5972
2016,6175,6773,7517,8549,9655,9626,9568,7892,5895,4901,4525,4912
2017,5366,5950,6546,7377,8691,9672,9524,7884,6534,5697,5356,6100
2018,6600,7100,7300,8100,9100,9600,9100,7600,5900,4800,4400,4900
2019,5200,5400,5800,6800,8700,9200,9100,8400,5800,4800,4500,5100
2020,5400,5800,6300,7000,9000,9100,9100,7200,5000,4200,3900,4500
2021,4800,5000,5200,5800,7500,9200,,,,,,
