#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06640500: Pathfinder, WY
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Pathfinder (06640500) 
# Wyoming  RESERVOIR Site - 5678 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Apr 15, 2019 3:33:51 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1927,,,,,,,,,,,553000,608000
1928,626000,636000,667000,776000,900000,1167000,1118000,959000,678000,420000,390000,427000
1929,450000,467000,488000,539000,816000,1152000,1139000,985000,692000,534000,516000,549000
1930,584000,602000,627000,685000,906000,1031000,955000,631000,464000,334000,386000,405000
1931,427000,439000,460000,497000,613000,636000,482000,197000,13000,0,0,21000
1932,38000,56000,74000,117000,352000,739000,827000,604000,357000,159000,172000,204000
1933,223000,242000,257000,307000,405000,622000,810000,532000,246000,122000,111000,139000
1934,164000,188000,217000,262000,332000,251000,180000,75000,2000,3000,8000,19000
1935,30000,44000,63000,92000,133000,222000,506000,256000,28000,6000,18000,40000
1936,54000,68000,82000,125000,264000,362000,420000,212000,40000,8000,32000,60000
1937,77000,82000,92000,146000,338000,466000,600000,471000,198000,63000,82000,112000
1938,143000,168000,179000,227000,353000,579000,742000,556000,272000,247000,278000,306000
1939,334000,359000,379000,442000,430000,197000,145000,45000,6000,6000,4000,6000
1940,6000,6000,8000,8000,74000,61000,38000,40000,4000,5000,9000,20000
1941,20000,20000,20000,19000,92000,149000,103000,80000,20000,8000,53000,86000
1942,130000,168000,184000,211000,262000,351000,215000,88000,31000,21000,85000,140000
1943,187000,236000,290000,357000,319000,261000,240000,78000,25000,17000,59000,76000
1944,138000,206000,280000,354000,387000,399000,303000,105000,21000,7000,51000,96000
1945,151000,210000,260000,303000,292000,352000,411000,210000,28000,29650,105170,164770
1946,225300,299640,364390,424670,371840,340590,283760,107190,14190,50760,144800,207880
1947,273330,353040,415390,477870,470440,465420,519960,412380,200900,202550,280720,351600
1948,428100,508110,589380,672770,702370,670500,578560,371000,169240,163390,238120,299720
1949,352230,412180,461660,543650,636670,726700,913840,714770,514060,474930,552230,623140
1950,700160,780030,846070,919990,988350,1058970,995810,831010,646420,592790,614100,676160
1951,738680,806920,870850,939330,996440,936200,840300,605190,401360,376350,449040,515360
1952,604890,704150,806170,942050,1017390,1016000,999500,808600,568330,455930,539870,614600
1953,684650,744150,799270,872450,894500,917140,822820,608890,472570,450850,545400,629790
1954,727390,813900,846480,871250,917960,884020,778780,547420,349560,358710,365600,380860
1955,402900,425140,447110,480990,513170,585640,634400,441800,220570,153810,191100,256640
1956,311470,353620,411350,469380,549440,499140,339330,177510,38570,91990,132170,183550
1957,210530,234950,249160,318150,413150,583050,608290,425360,229270,276580,370000,474830
1958,574520,654890,699950,797030,721330,566510,381750,143510,940,0,0,60
1959,850,67330,144540,186360,203700,255990,212270,203760,129260,79740,81760,83090
1960,117040,166140,209890,277350,299550,241330,188740,132270,79360,59730,126220,209510
1961,232000,235840,244830,251730,233160,222350,175500,118930,60930,43120,90770,113150
1962,130390,151570,191880,240350,327190,332970,346370,278350,263530,243420,330760,393800
1963,479060,540550,529140,504180,452460,359840,292360,204700,144700,75660,84770,68970
1964,88380,113100,145010,213760,226240,314580,296210,221620,119120,60960,67650,57040
1965,64890,90930,111270,143560,143180,209730,254840,231390,175330,173400,230780,281580
1966,342620,409730,469330,485880,465550,387040,313020,208020,100890,156730,159120,121510
1967,100370,145560,209660,246050,225650,229690,263690,275730,253180,258240,276500,275880
1968,313020,339020,376430,379570,365690,388050,386640,289770,192950,157810,187470,239600
1969,319560,336010,353180,390260,377795,336187,277880,200633,130422,58328,98996,123682
1970,156194,224704,298132,316073,321179,432309,492289,498708,520846,516467,559355,580666
1971,656096,752395,842420,906083,891080,915144,875854,865900,797563,788643,821289,828129
1972,858043,893513,919642,914702,925405,946664,858043,741447,683923,668586,711040,743566
1973,828895,884237,918819,932881,913056,1048876,1030507,922112,820909,771790,784609,811030
1974,835850,925817,962307,962307,958493,929540,900406,787359,712739,688050,716476,747803
1975,799430,873060,907705,930793,945829,958069,938728,906083,766751,695547,725077,722306
