#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Monthly
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Month
#
# Data for the following site(s) are contained in this file:
#
#	RESERVOIR 06020500: Ruby River Reservoir, MT
# 
# Data items provided in this file:
#
# Element Name              Value Type  Function Type  Function Duration               Base Data  Measurement Units  Sensor Depth  Element Code  Description               
# Reservoir Storage Volume  Value       None           Instantaneous - Start of Month  N/A        Acre feet          N/A           RESC          Reservoir storage volume  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Ruby River Reservoir (06020500) 
# Montana  RESERVOIR Site - 5392 ft
# Reporting Frequency: Monthly; Date Range: Period of Record
#
# As of: Jun 14, 2021 3:00:12 PM GMT-08:00
#
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values,Reservoir Storage Volume (ac_ft) Start of Month Values
1938,,,,,,,,,,,0,2870
1939,9000,12500,16800,21800,21800,400,1800,660,20260,21200,21020,21550
1940,300,30300,33200,33200,33800,33300,33300,29100,17160,17200,18400,18080
1941,20400,23620,1600,32300,35600,40200,40200,38490,37560,38200,35200,32150
1942,30450,31900,32300,29100,32600,39000,40000,40000,35200,27570,22900,19480
1943,18350,21170,19720,17690,20020,31690,38570,34130,26690,22650,26270,25590
1944,22380,25110,27200,29540,33200,39380,40610,39710,29850,18440,18460,18670
1945,23720,27170,28300,26400,28030,38660,37200,32550,23400,16780,23270,24150
1946,29590,32910,35660,34740,37520,38470,39900,36120,22930,21870,23950,24750
1947,25550,30650,31550,31550,23950,44120,38950,23620,13490,11070,15800,18710
1948,19780,20400,19620,18620,12360,38580,42170,33520,26340,17740,8890,7600
1949,10620,14760,17460,11460,13130,28100,30040,22230,14560,10180,14030,17370
1950,18650,22190,24360,35630,42280,,,,,,,
1951,,,,,,,,,,,,
1952,,,,,,,,,,,,
1953,,,,,,,,,,,,
1954,,,,,,,,,,8000,,
1955,,,,,,38850,,,,,,
1956,,,,,,,,,,,,
1957,,,,,,,,,,,,
1958,,,,,,,,,,,,
1959,,,,,,,,,,,,
1960,,,32200,33370,37040,37040,30140,19810,7570,4450,0,5220
1961,13070,16220,21130,27040,31450,31000,17180,10260,0,0,7800,10260
1962,16220,18590,23170,28740,38850,38850,38850,28740,17350,9400,,12100
1963,15090,18590,22490,27040,32350,38850,38850,31450,15660,7800,11165,14530
1964,19210,21130,23850,28740,36020,38850,38850,35100,21810,14530,8600,14370
