county,year,month,D0,D1,D2,D3,D4
Alameda,2000,01,27.8,0.0,0.0,0.0,0.0
Alameda,2000,02,0.0,0.0,0.0,0.0,0.0
Alameda,2000,03,0.0,0.0,0.0,0.0,0.0
Alameda,2000,04,0.0,0.0,0.0,0.0,0.0
Alameda,2000,05,0.0,0.0,0.0,0.0,0.0
Alameda,2000,06,0.0,0.0,0.0,0.0,0.0
Alameda,2000,07,0.0,0.0,0.0,0.0,0.0
Alameda,2000,08,0.0,0.0,0.0,0.0,0.0
Alameda,2000,09,0.0,0.0,0.0,0.0,0.0
Alameda,2000,10,0.0,0.0,0.0,0.0,0.0
Alameda,2000,11,0.0,0.0,0.0,0.0,0.0
Alameda,2000,12,0.0,0.0,0.0,0.0,0.0
Alameda,2001,01,0.0,0.0,0.0,0.0,0.0
Alameda,2001,02,0.0,0.0,0.0,0.0,0.0
Alameda,2001,03,0.0,0.0,0.0,0.0,0.0
Alameda,2001,04,0.0,0.0,0.0,0.0,0.0
Alameda,2001,05,0.0,0.0,0.0,0.0,0.0
Alameda,2001,06,30.0,0.0,0.0,0.0,0.0
Alameda,2001,07,69.7,0.0,0.0,0.0,0.0
Alameda,2001,08,89.4,0.0,0.0,0.0,0.0
Alameda,2001,09,99.9,75.0,0.0,0.0,0.0
Alameda,2001,10,100.0,100.0,0.0,0.0,0.0
Alameda,2001,11,100.0,78.6,0.0,0.0,0.0
Alameda,2001,12,16.1,0.0,0.0,0.0,0.0
Alameda,2002,01,0.0,0.0,0.0,0.0,0.0
Alameda,2002,02,0.0,0.0,0.0,0.0,0.0
Alameda,2002,03,0.0,0.0,0.0,0.0,0.0
Alameda,2002,04,0.0,0.0,0.0,0.0,0.0
Alameda,2002,05,25.0,0.0,0.0,0.0,0.0
Alameda,2002,06,100.0,0.0,0.0,0.0,0.0
Alameda,2002,07,100.0,0.0,0.0,0.0,0.0
Alameda,2002,08,100.0,0.0,0.0,0.0,0.0
Alameda,2002,09,100.0,0.0,0.0,0.0,0.0
Alameda,2002,10,100.0,0.0,0.0,0.0,0.0
Alameda,2002,11,100.0,0.0,0.0,0.0,0.0
Alameda,2002,12,40.0,0.0,0.0,0.0,0.0
Alameda,2003,01,0.0,0.0,0.0,0.0,0.0
Alameda,2003,02,0.0,0.0,0.0,0.0,0.0
Alameda,2003,03,0.0,0.0,0.0,0.0,0.0
Alameda,2003,04,2.7,0.0,0.0,0.0,0.0
Alameda,2003,05,0.0,0.0,0.0,0.0,0.0
Alameda,2003,06,0.0,0.0,0.0,0.0,0.0
Alameda,2003,07,0.0,0.0,0.0,0.0,0.0
Alameda,2003,08,0.0,0.0,0.0,0.0,0.0
Alameda,2003,09,0.0,0.0,0.0,0.0,0.0
Alameda,2003,10,69.0,0.0,0.0,0.0,0.0
Alameda,2003,11,0.0,0.0,0.0,0.0,0.0
Alameda,2003,12,0.0,0.0,0.0,0.0,0.0
Alameda,2004,01,0.0,0.0,0.0,0.0,0.0
Alameda,2004,02,0.0,0.0,0.0,0.0,0.0
Alameda,2004,03,0.0,0.0,0.0,0.0,0.0
Alameda,2004,04,8.0,0.0,0.0,0.0,0.0
Alameda,2004,05,49.3,0.0,0.0,0.0,0.0
Alameda,2004,06,42.9,0.0,0.0,0.0,0.0
Alameda,2004,07,41.6,0.0,0.0,0.0,0.0
Alameda,2004,08,64.2,0.0,0.0,0.0,0.0
Alameda,2004,09,100.0,0.0,0.0,0.0,0.0
Alameda,2004,10,75.0,0.0,0.0,0.0,0.0
Alameda,2004,11,0.1,0.0,0.0,0.0,0.0
Alameda,2004,12,0.0,0.0,0.0,0.0,0.0
Alameda,2005,01,0.0,0.0,0.0,0.0,0.0
Alameda,2005,02,0.0,0.0,0.0,0.0,0.0
Alameda,2005,03,0.0,0.0,0.0,0.0,0.0
Alameda,2005,04,0.0,0.0,0.0,0.0,0.0
Alameda,2005,05,0.0,0.0,0.0,0.0,0.0
Alameda,2005,06,0.0,0.0,0.0,0.0,0.0
Alameda,2005,07,0.0,0.0,0.0,0.0,0.0
Alameda,2005,08,0.0,0.0,0.0,0.0,0.0
Alameda,2005,09,0.0,0.0,0.0,0.0,0.0
Alameda,2005,10,0.0,0.0,0.0,0.0,0.0
Alameda,2005,11,17.2,0.0,0.0,0.0,0.0
Alameda,2005,12,0.0,0.0,0.0,0.0,0.0
Alameda,2006,01,0.0,0.0,0.0,0.0,0.0
Alameda,2006,02,0.0,0.0,0.0,0.0,0.0
Alameda,2006,03,0.0,0.0,0.0,0.0,0.0
Alameda,2006,04,0.0,0.0,0.0,0.0,0.0
Alameda,2006,05,0.0,0.0,0.0,0.0,0.0
Alameda,2006,06,0.0,0.0,0.0,0.0,0.0
Alameda,2006,07,0.0,0.0,0.0,0.0,0.0
Alameda,2006,08,0.0,0.0,0.0,0.0,0.0
Alameda,2006,09,0.0,0.0,0.0,0.0,0.0
Alameda,2006,10,0.0,0.0,0.0,0.0,0.0
Alameda,2006,11,0.0,0.0,0.0,0.0,0.0
Alameda,2006,12,0.0,0.0,0.0,0.0,0.0
Alameda,2007,01,40.0,0.0,0.0,0.0,0.0
Alameda,2007,02,87.2,0.0,0.0,0.0,0.0
Alameda,2007,03,90.7,0.0,0.0,0.0,0.0
Alameda,2007,04,100.0,70.7,0.0,0.0,0.0
Alameda,2007,05,100.0,100.0,24.9,0.0,0.0
Alameda,2007,06,100.0,100.0,62.2,0.0,0.0
Alameda,2007,07,100.0,100.0,62.2,0.0,0.0
Alameda,2007,08,100.0,100.0,62.2,0.0,0.0
Alameda,2007,09,100.0,100.0,62.2,0.0,0.0
Alameda,2007,10,100.0,100.0,49.8,0.0,0.0
Alameda,2007,11,100.0,100.0,0.0,0.0,0.0
Alameda,2007,12,100.0,100.0,0.0,0.0,0.0
Alameda,2008,01,86.9,28.7,0.0,0.0,0.0
Alameda,2008,02,26.0,0.0,0.0,0.0,0.0
Alameda,2008,03,0.0,0.0,0.0,0.0,0.0
Alameda,2008,04,20.0,0.0,0.0,0.0,0.0
Alameda,2008,05,100.0,0.0,0.0,0.0,0.0
Alameda,2008,06,100.0,100.0,0.0,0.0,0.0
Alameda,2008,07,100.0,100.0,20.0,0.0,0.0
Alameda,2008,08,100.0,100.0,99.8,0.0,0.0
Alameda,2008,09,100.0,100.0,99.8,0.0,0.0
Alameda,2008,10,100.0,100.0,99.8,0.0,0.0
Alameda,2008,11,100.0,100.0,51.9,0.0,0.0
Alameda,2008,12,100.0,100.0,51.9,0.0,0.0
Alameda,2009,01,100.0,100.0,51.9,0.0,0.0
Alameda,2009,02,100.0,100.0,98.9,0.0,0.0
Alameda,2009,03,100.0,100.0,19.6,0.0,0.0
Alameda,2009,04,100.0,100.0,37.7,0.0,0.0
Alameda,2009,05,100.0,100.0,37.7,0.0,0.0
Alameda,2009,06,100.0,100.0,37.7,0.0,0.0
Alameda,2009,07,100.0,100.0,37.7,0.0,0.0
Alameda,2009,08,100.0,100.0,37.7,0.0,0.0
Alameda,2009,09,100.0,100.0,37.7,0.0,0.0
Alameda,2009,10,100.0,66.0,18.8,0.0,0.0
Alameda,2009,11,100.0,33.6,0.0,0.0,0.0
Alameda,2009,12,100.0,34.1,0.0,0.0,0.0
Alameda,2010,01,83.7,25.6,0.0,0.0,0.0
Alameda,2010,02,34.1,0.0,0.0,0.0,0.0
Alameda,2010,03,33.9,0.0,0.0,0.0,0.0
Alameda,2010,04,22.9,0.0,0.0,0.0,0.0
Alameda,2010,05,0.0,0.0,0.0,0.0,0.0
Alameda,2010,06,0.0,0.0,0.0,0.0,0.0
Alameda,2010,07,0.0,0.0,0.0,0.0,0.0
Alameda,2010,08,0.0,0.0,0.0,0.0,0.0
Alameda,2010,09,0.0,0.0,0.0,0.0,0.0
Alameda,2010,10,0.0,0.0,0.0,0.0,0.0
Alameda,2010,11,0.0,0.0,0.0,0.0,0.0
Alameda,2010,12,0.0,0.0,0.0,0.0,0.0
Alameda,2011,01,0.0,0.0,0.0,0.0,0.0
Alameda,2011,02,0.0,0.0,0.0,0.0,0.0
Alameda,2011,03,0.0,0.0,0.0,0.0,0.0
Alameda,2011,04,0.0,0.0,0.0,0.0,0.0
