year,value,anomaly,month,type,state
2000,-2.19,-2.52,01,drought,UT
2001,-1.80,-2.13,01,drought,UT
2002,-2.81,-3.14,01,drought,UT
2003,-4.46,-4.79,01,drought,UT
2004,-3.45,-3.78,01,drought,UT
2005,4.05,3.72,01,drought,UT
2006,-0.60,-0.93,01,drought,UT
2007,-0.73,-1.06,01,drought,UT
2008,-1.83,-2.16,01,drought,UT
2009,-1.60,-1.93,01,drought,UT
2010,0.32,-0.01,01,drought,UT
2011,2.67,2.34,01,drought,UT
2012,-0.88,-1.21,01,drought,UT
2013,-3.46,-3.79,01,drought,UT
2014,-2.36,-2.69,01,drought,UT
2015,-2.09,-2.42,01,drought,UT
2016,-0.95,-1.28,01,drought,UT
2017,1.67,1.34,01,drought,UT
2018,-2.67,-3.00,01,drought,UT
2019,-2.65,-2.98,01,drought,UT
2000,-1.80,-2.18,02,drought,UT
2001,-1.47,-1.85,02,drought,UT
2002,-3.32,-3.70,02,drought,UT
2003,-4.12,-4.50,02,drought,UT
2004,-2.45,-2.83,02,drought,UT
2005,4.75,4.37,02,drought,UT
2006,-1.07,-1.45,02,drought,UT
2007,-0.79,-1.17,02,drought,UT
2008,-1.20,-1.58,02,drought,UT
2009,-1.59,-1.97,02,drought,UT
2010,0.26,-0.12,02,drought,UT
2011,3.03,2.65,02,drought,UT
2012,-1.02,-1.40,02,drought,UT
2013,-3.68,-4.06,02,drought,UT
2014,-2.57,-2.95,02,drought,UT
2015,-2.77,-3.15,02,drought,UT
2016,-1.20,-1.58,02,drought,UT
2017,1.96,1.58,02,drought,UT
2018,-3.07,-3.45,02,drought,UT
2019,-1.25,-1.63,02,drought,UT
2000,-1.84,-2.24,03,drought,UT
2001,-1.58,-1.98,03,drought,UT
2002,-3.54,-3.94,03,drought,UT
2003,-4.12,-4.52,03,drought,UT
2004,-3.27,-3.67,03,drought,UT
2005,4.78,4.38,03,drought,UT
2006,-0.34,-0.74,03,drought,UT
2007,-1.46,-1.86,03,drought,UT
2008,-1.38,-1.78,03,drought,UT
2009,-1.96,-2.36,03,drought,UT
2010,0.14,-0.26,03,drought,UT
2011,2.97,2.57,03,drought,UT
2012,-1.82,-2.22,03,drought,UT
2013,-4.15,-4.55,03,drought,UT
2014,-3.00,-3.40,03,drought,UT
2015,-3.61,-4.01,03,drought,UT
2016,-1.50,-1.90,03,drought,UT
2017,-0.04,-0.44,03,drought,UT
2018,-3.28,-3.68,03,drought,UT
2019,3.39,2.99,03,drought,UT
2000,-2.52,-2.98,04,drought,UT
2001,-1.28,-1.74,04,drought,UT
2002,-3.85,-4.31,04,drought,UT
2003,-4.01,-4.47,04,drought,UT
2004,-2.74,-3.20,04,drought,UT
2005,4.82,4.36,04,drought,UT
2006,-0.49,-0.95,04,drought,UT
2007,-1.80,-2.26,04,drought,UT
2008,-1.61,-2.07,04,drought,UT
2009,-1.51,-1.97,04,drought,UT
2010,0.34,-0.12,04,drought,UT
2011,3.54,3.08,04,drought,UT
2012,-2.44,-2.90,04,drought,UT
2013,-3.76,-4.22,04,drought,UT
2014,-3.09,-3.55,04,drought,UT
2015,-3.76,-4.22,04,drought,UT
2016,-1.17,-1.63,04,drought,UT
2017,0.06,-0.40,04,drought,UT
2018,-3.68,-4.14,04,drought,UT
2000,-2.93,-3.39,05,drought,UT
2001,-1.64,-2.10,05,drought,UT
2002,-4.58,-5.04,05,drought,UT
2003,-4.04,-4.50,05,drought,UT
2004,-2.95,-3.41,05,drought,UT
2005,5.07,4.61,05,drought,UT
2006,-1.13,-1.59,05,drought,UT
2007,-2.39,-2.85,05,drought,UT
2008,-1.36,-1.82,05,drought,UT
2009,-1.48,-1.94,05,drought,UT
2010,0.70,0.24,05,drought,UT
2011,4.88,4.42,05,drought,UT
2012,-3.48,-3.94,05,drought,UT
2013,-3.76,-4.22,05,drought,UT
2014,-3.30,-3.76,05,drought,UT
2015,-2.30,-2.76,05,drought,UT
2016,-0.83,-1.29,05,drought,UT
2017,-0.16,-0.62,05,drought,UT
2018,-4.13,-4.59,05,drought,UT
2000,-3.44,-3.91,06,drought,UT
2001,-2.02,-2.49,06,drought,UT
2002,-5.48,-5.95,06,drought,UT
2003,-4.38,-4.85,06,drought,UT
2004,-2.99,-3.46,06,drought,UT
2005,5.71,5.24,06,drought,UT
2006,-1.66,-2.13,06,drought,UT
2007,-3.08,-3.55,06,drought,UT
2008,-1.22,-1.69,06,drought,UT
2009,-0.80,-1.27,06,drought,UT
2010,0.85,0.38,06,drought,UT
2011,5.08,4.61,06,drought,UT
2012,-4.60,-5.07,06,drought,UT
2013,-4.66,-5.13,06,drought,UT
2014,-4.03,-4.50,06,drought,UT
2015,-2.55,-3.02,06,drought,UT
2016,-1.27,-1.74,06,drought,UT
2017,-0.39,-0.86,06,drought,UT
2018,-5.17,-5.64,06,drought,UT
2000,-4.21,-4.67,07,drought,UT
2001,-2.22,-2.68,07,drought,UT
2002,-6.10,-6.56,07,drought,UT
2003,-5.08,-5.54,07,drought,UT
2004,-3.09,-3.55,07,drought,UT
2005,5.61,5.15,07,drought,UT
2006,-1.86,-2.32,07,drought,UT
2007,-3.54,-4.00,07,drought,UT
2008,-1.53,-1.99,07,drought,UT
2009,-1.03,-1.49,07,drought,UT
2010,0.71,0.25,07,drought,UT
2011,6.08,5.62,07,drought,UT
2012,-4.59,-5.05,07,drought,UT
2013,-4.56,-5.02,07,drought,UT
2014,-4.20,-4.66,07,drought,UT
2015,-2.36,-2.82,07,drought,UT
2016,-1.92,-2.38,07,drought,UT
2017,-0.41,-0.87,07,drought,UT
2018,-5.59,-6.05,07,drought,UT
2000,-3.79,-4.21,08,drought,UT
2001,-2.15,-2.57,08,drought,UT
2002,-6.60,-7.02,08,drought,UT
2003,-4.93,-5.35,08,drought,UT
2004,-3.11,-3.53,08,drought,UT
2005,5.23,4.81,08,drought,UT
2006,-2.10,-2.52,08,drought,UT
2007,-3.51,-3.93,08,drought,UT
2008,-1.79,-2.21,08,drought,UT
2009,-1.71,-2.13,08,drought,UT
2010,0.82,0.40,08,drought,UT
2011,5.70,5.28,08,drought,UT
2012,-4.59,-5.01,08,drought,UT
2013,-4.17,-4.59,08,drought,UT
2014,-2.75,-3.17,08,drought,UT
2015,-2.22,-2.64,08,drought,UT
2016,-2.15,-2.57,08,drought,UT
2017,-0.76,-1.18,08,drought,UT
2018,-5.54,-5.96,08,drought,UT
2000,-3.56,-4.02,09,drought,UT
2001,-2.72,-3.18,09,drought,UT
2002,-4.86,-5.32,09,drought,UT
2003,-4.85,-5.31,09,drought,UT
2004,0.20,-0.26,09,drought,UT
2005,-0.03,-0.49,09,drought,UT
2006,0.42,-0.04,09,drought,UT
2007,-2.87,-3.33,09,drought,UT
2008,-2.00,-2.46,09,drought,UT
2009,-1.90,-2.36,09,drought,UT
2010,-0.74,-1.20,09,drought,UT
2011,5.12,4.66,09,drought,UT
2012,-4.24,-4.70,09,drought,UT
2013,-2.25,-2.71,09,drought,UT
2014,-1.14,-1.60,09,drought,UT
2015,-2.28,-2.74,09,drought,UT
2016,0.91,0.45,09,drought,UT
2017,-0.22,-0.68,09,drought,UT
2018,-6.12,-6.58,09,drought,UT
2000,-1.99,-2.48,10,drought,UT
2001,-3.11,-3.60,10,drought,UT
2002,-4.16,-4.65,10,drought,UT
2003,-5.22,-5.71,10,drought,UT
2004,1.89,1.40,10,drought,UT
2005,0.10,-0.39,10,drought,UT
2006,1.90,1.41,10,drought,UT
2007,-2.83,-3.32,10,drought,UT
2008,-2.14,-2.63,10,drought,UT
2009,-1.84,-2.33,10,drought,UT
2010,0.96,0.47,10,drought,UT
2011,4.76,4.27,10,drought,UT
2012,-4.07,-4.56,10,drought,UT
2013,-2.03,-2.52,10,drought,UT
2014,-1.96,-2.45,10,drought,UT
2015,-1.84,-2.33,10,drought,UT
2016,-0.43,-0.92,10,drought,UT
