date,acre_feet
01-Jan-2000,5799
02-Jan-2000,5831
03-Jan-2000,5848
04-Jan-2000,5864
05-Jan-2000,5864
06-Jan-2000,5854
07-Jan-2000,5846
08-Jan-2000,5838
09-Jan-2000,5830
10-Jan-2000,5822
11-Jan-2000,5814
12-Jan-2000,5805
13-Jan-2000,5797
14-Jan-2000,5789
15-Jan-2000,5781
16-Jan-2000,5773
17-Jan-2000,5765
18-Jan-2000,5757
19-Jan-2000,5749
20-Jan-2000,5741
21-Jan-2000,5733
22-Jan-2000,5724
23-Jan-2000,5716
24-Jan-2000,5708
25-Jan-2000,5700
26-Jan-2000,5692
27-Jan-2000,5692
28-Jan-2000,5692
29-Jan-2000,5692
30-Jan-2000,5684
31-Jan-2000,5676
01-Feb-2000,5676
02-Feb-2000,5670
03-Feb-2000,5668
04-Feb-2000,5668
05-Feb-2000,5668
06-Feb-2000,5668
07-Feb-2000,5668
08-Feb-2000,5668
09-Feb-2000,5668
10-Feb-2000,5668
11-Feb-2000,5668
12-Feb-2000,5668
13-Feb-2000,5668
14-Feb-2000,5665
15-Feb-2000,5665
16-Feb-2000,5665
17-Feb-2000,5665
18-Feb-2000,5652
19-Feb-2000,5652
20-Feb-2000,5652
21-Feb-2000,5668
22-Feb-2000,5652
23-Feb-2000,5652
24-Feb-2000,5636
25-Feb-2000,5636
26-Feb-2000,5636
27-Feb-2000,5636
28-Feb-2000,5636
29-Feb-2000,5636
01-Mar-2000,5636
02-Mar-2000,5620
03-Mar-2000,5620
04-Mar-2000,5620
05-Mar-2000,5620
06-Mar-2000,5620
07-Mar-2000,5604
08-Mar-2000,5604
09-Mar-2000,5604
10-Mar-2000,5596
11-Mar-2000,5588
12-Mar-2000,5588
13-Mar-2000,5572
14-Mar-2000,5572
15-Mar-2000,5572
16-Mar-2000,5572
17-Mar-2000,5557
18-Mar-2000,5557
19-Mar-2000,5572
20-Mar-2000,5557
21-Mar-2000,5557
22-Mar-2000,5557
23-Mar-2000,5557
24-Mar-2000,5557
25-Mar-2000,5557
26-Mar-2000,5557
27-Mar-2000,5557
28-Mar-2000,5557
29-Mar-2000,5541
30-Mar-2000,5541
31-Mar-2000,5541
01-Apr-2000,5533
02-Apr-2000,5533
03-Apr-2000,5533
04-Apr-2000,5525
05-Apr-2000,5525
06-Apr-2000,5525
07-Apr-2000,5525
08-Apr-2000,5541
09-Apr-2000,5541
10-Apr-2000,5557
11-Apr-2000,5572
12-Apr-2000,5588
13-Apr-2000,5620
14-Apr-2000,5636
15-Apr-2000,5652
16-Apr-2000,5684
17-Apr-2000,5700
18-Apr-2000,5716
19-Apr-2000,5660
20-Apr-2000,5676
21-Apr-2000,5708
22-Apr-2000,5741
23-Apr-2000,5773
24-Apr-2000,5822
25-Apr-2000,5944
26-Apr-2000,5994
27-Apr-2000,6077
28-Apr-2000,6194
29-Apr-2000,6296
30-Apr-2000,6381
01-May-2000,6422
02-May-2000,6641
03-May-2000,6864
04-May-2000,7092
05-May-2000,7324
06-May-2000,7560
07-May-2000,7801
08-May-2000,8173
09-May-2000,8352
10-May-2000,8515
11-May-2000,8679
12-May-2000,8825
13-May-2000,8931
14-May-2000,9037
15-May-2000,9123
16-May-2000,9069
17-May-2000,9231
18-May-2000,9233
19-May-2000,9235
20-May-2000,9238
21-May-2000,9188
22-May-2000,9209
23-May-2000,9274
24-May-2000,9406
25-May-2000,9494
26-May-2000,9672
27-May-2000,9450
28-May-2000,9362
29-May-2000,9362
30-May-2000,9242
31-May-2000,9368
01-Jun-2000,9266
02-Jun-2000,9183
03-Jun-2000,9091
04-Jun-2000,8988
05-Jun-2000,8882
06-Jun-2000,8771
07-Jun-2000,8669
08-Jun-2000,8568
09-Jun-2000,8433
10-Jun-2000,8314
11-Jun-2000,8169
12-Jun-2000,8025
13-Jun-2000,7830
14-Jun-2000,7701
15-Jun-2000,7534
16-Jun-2000,7357
17-Jun-2000,7172
18-Jun-2000,6997
19-Jun-2000,6846
20-Jun-2000,6667
21-Jun-2000,6491
22-Jun-2000,6319
23-Jun-2000,6149
24-Jun-2000,5981
25-Jun-2000,5815
26-Jun-2000,5654
27-Jun-2000,5493
28-Jun-2000,5335
29-Jun-2000,5206
30-Jun-2000,5074
01-Jul-2000,4941
02-Jul-2000,4803
03-Jul-2000,4673
04-Jul-2000,4513
05-Jul-2000,4367
06-Jul-2000,4308
07-Jul-2000,4229
08-Jul-2000,4167
09-Jul-2000,4105
10-Jul-2000,4044
11-Jul-2000,3986
12-Jul-2000,3956
13-Jul-2000,3926
14-Jul-2000,3901
15-Jul-2000,3875
16-Jul-2000,3850
17-Jul-2000,3827
18-Jul-2000,3792
19-Jul-2000,3718
20-Jul-2000,3643
21-Jul-2000,3568
22-Jul-2000,3493
23-Jul-2000,3420
24-Jul-2000,3354
25-Jul-2000,3478
26-Jul-2000,3476
27-Jul-2000,3431
28-Jul-2000,3387
29-Jul-2000,3341
30-Jul-2000,3444
31-Jul-2000,3439
01-Aug-2000,3434
02-Aug-2000,3426
03-Aug-2000,3420
04-Aug-2000,3420
05-Aug-2000,3373
06-Aug-2000,3326
07-Aug-2000,3313
08-Aug-2000,3306
09-Aug-2000,3293
10-Aug-2000,3280
11-Aug-2000,3263
12-Aug-2000,3245
13-Aug-2000,3228
14-Aug-2000,3160
15-Aug-2000,3147
16-Aug-2000,3135
17-Aug-2000,3119
18-Aug-2000,3103
19-Aug-2000,3118
20-Aug-2000,3133
21-Aug-2000,3150
22-Aug-2000,3092
23-Aug-2000,3094
24-Aug-2000,3098
25-Aug-2000,3098
26-Aug-2000,3100
27-Aug-2000,3118
28-Aug-2000,3119
29-Aug-2000,3128
