date,acre_feet
01-Jan-2000,20374
02-Jan-2000,20369
03-Jan-2000,20365
04-Jan-2000,20360
05-Jan-2000,20356
06-Jan-2000,20351
07-Jan-2000,20351
08-Jan-2000,20347
09-Jan-2000,20342
10-Jan-2000,20342
11-Jan-2000,20338
12-Jan-2000,20338
13-Jan-2000,20333
14-Jan-2000,20333
15-Jan-2000,20333
16-Jan-2000,20338
17-Jan-2000,20338
18-Jan-2000,20342
19-Jan-2000,20342
20-Jan-2000,20342
21-Jan-2000,20338
22-Jan-2000,20338
23-Jan-2000,20338
24-Jan-2000,20333
25-Jan-2000,20333
26-Jan-2000,20333
27-Jan-2000,20333
28-Jan-2000,20338
29-Jan-2000,20338
30-Jan-2000,20338
31-Jan-2000,20338
01-Feb-2000,20338
02-Feb-2000,20333
03-Feb-2000,20333
04-Feb-2000,20329
05-Feb-2000,20329
06-Feb-2000,20324
07-Feb-2000,20324
08-Feb-2000,20320
09-Feb-2000,20315
10-Feb-2000,20311
11-Feb-2000,20306
12-Feb-2000,20306
13-Feb-2000,20302
14-Feb-2000,20298
15-Feb-2000,20293
16-Feb-2000,20289
17-Feb-2000,20293
18-Feb-2000,20293
19-Feb-2000,20293
20-Feb-2000,20298
21-Feb-2000,20298
22-Feb-2000,20298
23-Feb-2000,20302
24-Feb-2000,20302
25-Feb-2000,20302
26-Feb-2000,20306
27-Feb-2000,20306
28-Feb-2000,20311
29-Feb-2000,20315
01-Mar-2000,20315
02-Mar-2000,20311
03-Mar-2000,20311
04-Mar-2000,20306
05-Mar-2000,20302
06-Mar-2000,20302
07-Mar-2000,20298
08-Mar-2000,20293
09-Mar-2000,20289
10-Mar-2000,20289
11-Mar-2000,20284
12-Mar-2000,20280
13-Mar-2000,20275
14-Mar-2000,20271
15-Mar-2000,20266
16-Mar-2000,20266
17-Mar-2000,20262
18-Mar-2000,20257
19-Mar-2000,20253
20-Mar-2000,20248
21-Mar-2000,20244
22-Mar-2000,20244
23-Mar-2000,20239
24-Mar-2000,20235
25-Mar-2000,20230
26-Mar-2000,20230
27-Mar-2000,20226
28-Mar-2000,20213
29-Mar-2000,20199
30-Mar-2000,20186
31-Mar-2000,20177
01-Apr-2000,20177
02-Apr-2000,20177
03-Apr-2000,20168
04-Apr-2000,20164
05-Apr-2000,20173
06-Apr-2000,20181
