date,acre_feet
01-Jan-2000,96850
02-Jan-2000,96850
03-Jan-2000,96890
04-Jan-2000,96930
05-Jan-2000,97110
06-Jan-2000,97000
07-Jan-2000,97000
08-Jan-2000,97040
09-Jan-2000,97040
10-Jan-2000,97040
11-Jan-2000,97040
12-Jan-2000,97040
13-Jan-2000,97070
14-Jan-2000,97110
15-Jan-2000,97110
16-Jan-2000,97110
17-Jan-2000,97110
18-Jan-2000,97140
19-Jan-2000,97140
20-Jan-2000,97180
21-Jan-2000,97220
22-Jan-2000,97250
23-Jan-2000,97250
24-Jan-2000,97400
25-Jan-2000,97250
26-Jan-2000,97330
27-Jan-2000,97290
28-Jan-2000,97360
29-Jan-2000,97440
30-Jan-2000,97510
31-Jan-2000,97590
01-Feb-2000,97550
02-Feb-2000,97590
03-Feb-2000,97620
04-Feb-2000,97620
05-Feb-2000,97620
06-Feb-2000,97700
07-Feb-2000,97730
08-Feb-2000,97810
09-Feb-2000,97810
10-Feb-2000,97810
11-Feb-2000,97810
12-Feb-2000,97810
13-Feb-2000,97770
14-Feb-2000,97840
15-Feb-2000,97880
16-Feb-2000,97950
17-Feb-2000,97950
18-Feb-2000,97920
19-Feb-2000,97990
20-Feb-2000,97950
21-Feb-2000,97990
22-Feb-2000,97950
23-Feb-2000,97990
24-Feb-2000,97990
25-Feb-2000,97840
26-Feb-2000,97880
27-Feb-2000,97920
28-Feb-2000,97950
29-Feb-2000,97950
01-Mar-2000,97950
02-Mar-2000,97990
03-Mar-2000,97990
04-Mar-2000,98030
05-Mar-2000,98030
06-Mar-2000,98060
07-Mar-2000,98030
08-Mar-2000,98030
09-Mar-2000,98030
10-Mar-2000,98030
11-Mar-2000,98030
12-Mar-2000,98030
13-Mar-2000,98030
14-Mar-2000,98030
15-Mar-2000,98030
16-Mar-2000,98060
17-Mar-2000,98060
18-Mar-2000,98100
19-Mar-2000,98100
20-Mar-2000,98170
21-Mar-2000,98170
22-Mar-2000,98320
23-Mar-2000,98580
24-Mar-2000,98540
25-Mar-2000,98620
26-Mar-2000,98690
27-Mar-2000,98800
28-Mar-2000,98800
29-Mar-2000,98770
30-Mar-2000,98800
31-Mar-2000,98840
01-Apr-2000,98840
02-Apr-2000,98840
03-Apr-2000,98880
04-Apr-2000,98950
05-Apr-2000,98880
06-Apr-2000,98880
07-Apr-2000,98840
08-Apr-2000,98910
09-Apr-2000,98950
10-Apr-2000,98910
11-Apr-2000,98030
12-Apr-2000,96270
13-Apr-2000,94070
14-Apr-2000,91940
15-Apr-2000,89770
16-Apr-2000,87700
17-Apr-2000,85640
18-Apr-2000,84020
19-Apr-2000,83460
20-Apr-2000,83520
21-Apr-2000,83520
22-Apr-2000,83520
23-Apr-2000,83490
24-Apr-2000,83520
25-Apr-2000,83290
26-Apr-2000,83290
27-Apr-2000,83290
28-Apr-2000,83330
29-Apr-2000,83330
30-Apr-2000,83330
01-May-2000,83330
02-May-2000,83390
03-May-2000,83430
04-May-2000,83360
05-May-2000,83430
06-May-2000,83360
07-May-2000,83330
08-May-2000,83390
09-May-2000,83390
10-May-2000,82660
11-May-2000,80540
12-May-2000,78400
13-May-2000,75960
14-May-2000,73570
15-May-2000,71230
16-May-2000,68860
17-May-2000,66410
18-May-2000,64130
19-May-2000,61860
20-May-2000,59750
21-May-2000,57460
22-May-2000,55220
23-May-2000,52970
24-May-2000,50730
25-May-2000,49030
26-May-2000,48550
27-May-2000,48580
28-May-2000,48580
29-May-2000,48550
30-May-2000,48550
31-May-2000,48530
01-Jun-2000,48510
02-Jun-2000,48310
03-Jun-2000,48330
04-Jun-2000,48400
05-Jun-2000,49750
06-Jun-2000,49770
07-Jun-2000,49820
08-Jun-2000,49820
09-Jun-2000,49770
10-Jun-2000,49790
11-Jun-2000,49750
12-Jun-2000,49770
