date,acre_feet
01-Jan-2000,12788
02-Jan-2000,12796
03-Jan-2000,12804
04-Jan-2000,12809
05-Jan-2000,12828
06-Jan-2000,12830
07-Jan-2000,12838
08-Jan-2000,12862
09-Jan-2000,12872
10-Jan-2000,12893
11-Jan-2000,12912
12-Jan-2000,12925
13-Jan-2000,12930
14-Jan-2000,12938
15-Jan-2000,12949
16-Jan-2000,12959
17-Jan-2000,12967
18-Jan-2000,12994
19-Jan-2000,13034
20-Jan-2000,13055
21-Jan-2000,13076
22-Jan-2000,13092
23-Jan-2000,13098
24-Jan-2000,13127
25-Jan-2000,13138
26-Jan-2000,13151
27-Jan-2000,13159
28-Jan-2000,13162
29-Jan-2000,13165
30-Jan-2000,13173
31-Jan-2000,13181
01-Feb-2000,13191
02-Feb-2000,13199
03-Feb-2000,13213
04-Feb-2000,13221
05-Feb-2000,13226
06-Feb-2000,13234
07-Feb-2000,13253
08-Feb-2000,13261
09-Feb-2000,13269
10-Feb-2000,13283
11-Feb-2000,13299
12-Feb-2000,13315
13-Feb-2000,13331
14-Feb-2000,13342
15-Feb-2000,13358
16-Feb-2000,13377
17-Feb-2000,13393
18-Feb-2000,13409
19-Feb-2000,13425
20-Feb-2000,13444
21-Feb-2000,13461
22-Feb-2000,13477
23-Feb-2000,13493
24-Feb-2000,13507
25-Feb-2000,13523
26-Feb-2000,13539
27-Feb-2000,13555
28-Feb-2000,13569
29-Feb-2000,13585
01-Mar-2000,13599
02-Mar-2000,13613
03-Mar-2000,13626
04-Mar-2000,13640
05-Mar-2000,13653
06-Mar-2000,13667
07-Mar-2000,13683
08-Mar-2000,13697
09-Mar-2000,13713
10-Mar-2000,13730
11-Mar-2000,13746
12-Mar-2000,13760
13-Mar-2000,13776
14-Mar-2000,13795
15-Mar-2000,13815
16-Mar-2000,13834
17-Mar-2000,13856
18-Mar-2000,13875
19-Mar-2000,13894
20-Mar-2000,13913
21-Mar-2000,13933
22-Mar-2000,13952
23-Mar-2000,13971
24-Mar-2000,13993
25-Mar-2000,14013
26-Mar-2000,14032
27-Mar-2000,14051
28-Mar-2000,14074
29-Mar-2000,14093
30-Mar-2000,14115
31-Mar-2000,14135
01-Apr-2000,14162
02-Apr-2000,14218
03-Apr-2000,14276
04-Apr-2000,14338
05-Apr-2000,14399
06-Apr-2000,14461
07-Apr-2000,14520
08-Apr-2000,14582
09-Apr-2000,14645
10-Apr-2000,14707
11-Apr-2000,14787
12-Apr-2000,14864
13-Apr-2000,14944
14-Apr-2000,15025
15-Apr-2000,15103
16-Apr-2000,15184
17-Apr-2000,15262
18-Apr-2000,15344
19-Apr-2000,15426
20-Apr-2000,15505
21-Apr-2000,15587
22-Apr-2000,15667
23-Apr-2000,15750
24-Apr-2000,15831
25-Apr-2000,15926
26-Apr-2000,16019
27-Apr-2000,16115
28-Apr-2000,16212
29-Apr-2000,16306
30-Apr-2000,16403
01-May-2000,16525
02-May-2000,16614
03-May-2000,16701
04-May-2000,16790
05-May-2000,16877
06-May-2000,16967
07-May-2000,17054
08-May-2000,17145
09-May-2000,17199
10-May-2000,17252
11-May-2000,17306
12-May-2000,17362
13-May-2000,17416
14-May-2000,17470
15-May-2000,17524
16-May-2000,17559
17-May-2000,17597
18-May-2000,17632
19-May-2000,17670
20-May-2000,17705
21-May-2000,17744
22-May-2000,17779
23-May-2000,17801
24-May-2000,17824
25-May-2000,17843
26-May-2000,17869
27-May-2000,17891
28-May-2000,17917
29-May-2000,17939
30-May-2000,17965
31-May-2000,17988
01-Jun-2000,18036
02-Jun-2000,17956
03-Jun-2000,17875
04-Jun-2000,17795
05-Jun-2000,17715
06-Jun-2000,17619
07-Jun-2000,17524
08-Jun-2000,17422
09-Jun-2000,17321
10-Jun-2000,17221
11-Jun-2000,17120
12-Jun-2000,17020
13-Jun-2000,16952
