date,acre_feet
01-Jan-2000,37125
02-Jan-2000,37125
03-Jan-2000,37317
04-Jan-2000,37317
05-Jan-2000,37381
06-Jan-2000,37510
07-Jan-2000,37510
08-Jan-2000,37575
09-Jan-2000,37639
10-Jan-2000,37704
11-Jan-2000,37833
12-Jan-2000,37898
13-Jan-2000,37963
14-Jan-2000,38028
15-Jan-2000,38158
16-Jan-2000,38223
17-Jan-2000,38289
18-Jan-2000,38354
19-Jan-2000,38485
20-Jan-2000,38158
21-Jan-2000,38158
22-Jan-2000,38420
23-Jan-2000,38616
24-Jan-2000,39012
25-Jan-2000,39478
26-Jan-2000,40216
27-Jan-2000,40964
28-Jan-2000,41791
29-Jan-2000,42769
30-Jan-2000,43834
31-Jan-2000,44844
01-Feb-2000,47599
02-Feb-2000,52587
03-Feb-2000,57596
04-Feb-2000,62747
05-Feb-2000,66835
06-Feb-2000,70587
07-Feb-2000,75459
08-Feb-2000,79773
09-Feb-2000,83507
10-Feb-2000,87231
11-Feb-2000,90701
12-Feb-2000,93654
13-Feb-2000,96420
14-Feb-2000,98924
15-Feb-2000,101464
16-Feb-2000,103725
17-Feb-2000,106014
18-Feb-2000,108202
19-Feb-2000,110285
20-Feb-2000,111729
21-Feb-2000,113185
22-Feb-2000,114851
23-Feb-2000,114851
24-Feb-2000,114784
25-Feb-2000,116262
26-Feb-2000,117478
27-Feb-2000,118975
28-Feb-2000,119659
29-Feb-2000,119933
01-Mar-2000,120757
02-Mar-2000,121723
03-Mar-2000,121861
04-Mar-2000,121792
05-Mar-2000,121723
06-Mar-2000,121447
07-Mar-2000,121447
08-Mar-2000,121723
09-Mar-2000,122000
10-Mar-2000,122138
11-Mar-2000,121861
12-Mar-2000,121447
13-Mar-2000,121171
14-Mar-2000,120482
15-Mar-2000,119111
16-Mar-2000,118157
17-Mar-2000,117072
18-Mar-2000,115858
19-Mar-2000,114116
20-Mar-2000,112919
21-Mar-2000,112654
22-Mar-2000,112654
23-Mar-2000,112522
24-Mar-2000,112522
25-Mar-2000,112654
26-Mar-2000,112721
27-Mar-2000,112654
28-Mar-2000,112522
29-Mar-2000,111993
30-Mar-2000,111203
31-Mar-2000,111334
01-Apr-2000,111466
02-Apr-2000,111598
03-Apr-2000,111729
04-Apr-2000,112522
05-Apr-2000,113318
06-Apr-2000,114116
07-Apr-2000,114918
08-Apr-2000,115052
09-Apr-2000,115455
10-Apr-2000,115992
11-Apr-2000,116531
12-Apr-2000,116262
13-Apr-2000,116262
14-Apr-2000,116397
15-Apr-2000,116397
16-Apr-2000,116127
17-Apr-2000,116127
18-Apr-2000,115589
19-Apr-2000,114918
20-Apr-2000,114250
21-Apr-2000,114250
22-Apr-2000,114651
23-Apr-2000,115186
24-Apr-2000,115723
25-Apr-2000,115992
26-Apr-2000,116262
27-Apr-2000,116531
28-Apr-2000,116531
29-Apr-2000,115186
30-Apr-2000,114116
01-May-2000,112522
02-May-2000,110678
03-May-2000,108721
04-May-2000,106912
05-May-2000,105312
06-May-2000,103725
07-May-2000,102152
08-May-2000,100406
09-May-2000,98862
10-May-2000,96662
11-May-2000,94611
12-May-2000,92941
13-May-2000,90818
14-May-2000,89304
15-May-2000,87689
16-May-2000,85526
17-May-2000,83730
18-May-2000,82067
19-May-2000,80533
20-May-2000,79989
21-May-2000,79556
22-May-2000,79016
23-May-2000,78265
24-May-2000,77092
25-May-2000,75931
26-May-2000,74989
27-May-2000,73640
28-May-2000,72256
29-May-2000,71090
30-May-2000,69687
31-May-2000,68202
01-Jun-2000,67419
02-Jun-2000,66447
03-Jun-2000,65103
04-Jun-2000,64343
