date,acre_feet
01-Jan-2000,21977
02-Jan-2000,22044
03-Jan-2000,22331.75
04-Jan-2000,22399.48
05-Jan-2000,22481.16
06-Jan-2000,22535.61
07-Jan-2000,22596.71
08-Jan-2000,22427
09-Jan-2000,22495
10-Jan-2000,22814.52
11-Jan-2000,22882.25
12-Jan-2000,22950.32
13-Jan-2000,23018.39
14-Jan-2000,23086.45
15-Jan-2000,22887
16-Jan-2000,22955
17-Jan-2000,23023
18-Jan-2000,23372
19-Jan-2000,23446.71
20-Jan-2000,23521.75
21-Jan-2000,23610.07
22-Jan-2000,23372
23-Jan-2000,23427
24-Jan-2000,23780.07
25-Jan-2000,23868.39
26-Jan-2000,23936.45
27-Jan-2000,24018.13
28-Jan-2000,23768
29-Jan-2000,23826
30-Jan-2000,23883
31-Jan-2000,24255.87
01-Feb-2000,24323.93
02-Feb-2000,24385.36
03-Feb-2000,24453.09
04-Feb-2000,24507.55
05-Feb-2000,24248
06-Feb-2000,24310
07-Feb-2000,24698.13
08-Feb-2000,24765.87
09-Feb-2000,24833.93
10-Feb-2000,24888.39
11-Feb-2000,24963.09
12-Feb-2000,24705
13-Feb-2000,24777
14-Feb-2000,25180.91
15-Feb-2000,25262.25
16-Feb-2000,25323.68
17-Feb-2000,25384.77
18-Feb-2000,25466.45
19-Feb-2000,25202
20-Feb-2000,25272
21-Feb-2000,25342
22-Feb-2000,25745.36
23-Feb-2000,25826.71
24-Feb-2000,25908.39
25-Feb-2000,25990.07
26-Feb-2000,25726
27-Feb-2000,25795
28-Feb-2000,26193.93
29-Feb-2000,26193.93
01-Mar-2000,25947
02-Mar-2000,26030
03-Mar-2000,26438.64
04-Mar-2000,26177
05-Mar-2000,26242
06-Mar-2000,26629.23
07-Mar-2000,26380
08-Mar-2000,26772
09-Mar-2000,26826.45
10-Mar-2000,26887.55
11-Mar-2000,26644
12-Mar-2000,26717
13-Mar-2000,27098.39
14-Mar-2000,27152.84
15-Mar-2000,27213.93
16-Mar-2000,27261.75
17-Mar-2000,27322.84
18-Mar-2000,27085
19-Mar-2000,27149
20-Mar-2000,27506.45
21-Mar-2000,27601.75
22-Mar-2000,27340
23-Mar-2000,27655.87
24-Mar-2000,27723.93
25-Mar-2000,27497
26-Mar-2000,27554
27-Mar-2000,27887.29
28-Mar-2000,27650
29-Mar-2000,27962
30-Mar-2000,28063.93
31-Mar-2000,28111.75
01-Apr-2000,27902
02-Apr-2000,27957
03-Apr-2000,28268.13
04-Apr-2000,28302
05-Apr-2000,28381.08
06-Apr-2000,28436.24
07-Apr-2000,28483.69
08-Apr-2000,28255
09-Apr-2000,28296
10-Apr-2000,28617.92
11-Apr-2000,28657.65
12-Apr-2000,28697
13-Apr-2000,28728.63
14-Apr-2000,28712.82
15-Apr-2000,28720.53
16-Apr-2000,28744.45
17-Apr-2000,28736.35
18-Apr-2000,28736.35
19-Apr-2000,28673.47
20-Apr-2000,28594.39
21-Apr-2000,28523.03
22-Apr-2000,28420.42
23-Apr-2000,28302
24-Apr-2000,28357.16
25-Apr-2000,28247.55
26-Apr-2000,28138.64
27-Apr-2000,28016.45
28-Apr-2000,27893.93
29-Apr-2000,27764.77
30-Apr-2000,27771.75
01-May-2000,27828
02-May-2000,28024
03-May-2000,28420
04-May-2000,28944
05-May-2000,29496
06-May-2000,30062
07-May-2000,30703
08-May-2000,31383
09-May-2000,32017
10-May-2000,32467
11-May-2000,32945
12-May-2000,33266
13-May-2000,33330
14-May-2000,33532
15-May-2000,33645
16-May-2000,33848
17-May-2000,34117
18-May-2000,34182
19-May-2000,34166
20-May-2000,34141
21-May-2000,34182
22-May-2000,34329
23-May-2000,34346
24-May-2000,34346
25-May-2000,34346
26-May-2000,34346
27-May-2000,34346
28-May-2000,34346
29-May-2000,34346
30-May-2000,34346
31-May-2000,34346
01-Jun-2000,34346
02-Jun-2000,34297
03-Jun-2000,34182
04-Jun-2000,34019
05-Jun-2000,33840
06-Jun-2000,33670
07-Jun-2000,33451
08-Jun-2000,33169
09-Jun-2000,32969
10-Jun-2000,32769
11-Jun-2000,32530
12-Jun-2000,32277
13-Jun-2000,32041
14-Jun-2000,31758
15-Jun-2000,31469
16-Jun-2000,31135
17-Jun-2000,30795
18-Jun-2000,30504
19-Jun-2000,30183
20-Jun-2000,29910
21-Jun-2000,29616
22-Jun-2000,29369
23-Jun-2000,29055
24-Jun-2000,28781
25-Jun-2000,28493
26-Jun-2000,28207
27-Jun-2000,27944
28-Jun-2000,27683
29-Jun-2000,27381
30-Jun-2000,27065
01-Jul-2000,26873.93
02-Jul-2000,26602
03-Jul-2000,26363.93
04-Jul-2000,26125.87
05-Jul-2000,25853.93
06-Jul-2000,25615.87
07-Jul-2000,25343.93
08-Jul-2000,25072
09-Jul-2000,24800.07
10-Jul-2000,24528.13
11-Jul-2000,24290.07
12-Jul-2000,24065.61
13-Jul-2000,23827.55
14-Jul-2000,23610.07
15-Jul-2000,23419.48
16-Jul-2000,23202
17-Jul-2000,22970.91
18-Jul-2000,22773.68
19-Jul-2000,22569.48
20-Jul-2000,22372.25
21-Jul-2000,22195.61
22-Jul-2000,22012
23-Jul-2000,21808.13
24-Jul-2000,21570.07
25-Jul-2000,21368.61
26-Jul-2000,21194.72
27-Jul-2000,21008.94
28-Jul-2000,20805.89
29-Jul-2000,20579.89
30-Jul-2000,20359.28
31-Jul-2000,20138.94
01-Aug-2000,19842
02-Aug-2000,19591
03-Aug-2000,19336
04-Aug-2000,19072
05-Aug-2000,18797
06-Aug-2000,18507
07-Aug-2000,18306
08-Aug-2000,18049
09-Aug-2000,17782
10-Aug-2000,17523
11-Aug-2000,17250
12-Aug-2000,16968
13-Aug-2000,16709
14-Aug-2000,16399
15-Aug-2000,16156
16-Aug-2000,15899
17-Aug-2000,15659
18-Aug-2000,15432
19-Aug-2000,15238
20-Aug-2000,15025
21-Aug-2000,14812
22-Aug-2000,14617
23-Aug-2000,14438
24-Aug-2000,14275
25-Aug-2000,14123
26-Aug-2000,13972
27-Aug-2000,13817
28-Aug-2000,13682
29-Aug-2000,13558
30-Aug-2000,13459
31-Aug-2000,13345
01-Sep-2000,13247
02-Sep-2000,13198
03-Sep-2000,13135
04-Sep-2000,13081
05-Sep-2000,13042
06-Sep-2000,12993
07-Sep-2000,12930
08-Sep-2000,12877
09-Sep-2000,12824
10-Sep-2000,12751
11-Sep-2000,12698
12-Sep-2000,12631
13-Sep-2000,12554
14-Sep-2000,12449
15-Sep-2000,12345
16-Sep-2000,12226
17-Sep-2000,12122
18-Sep-2000,12014
19-Sep-2000,11897
20-Sep-2000,11780
21-Sep-2000,11664
22-Sep-2000,11572
23-Sep-2000,11479
24-Sep-2000,11433
25-Sep-2000,11411
26-Sep-2000,11411
27-Sep-2000,11429
28-Sep-2000,11457
29-Sep-2000,11470
30-Sep-2000,11479
01-Oct-2000,11503
02-Oct-2000,11507
03-Oct-2000,11516
04-Oct-2000,11503
05-Oct-2000,11503
06-Oct-2000,11493
07-Oct-2000,11503
08-Oct-2000,11512
09-Oct-2000,11516
10-Oct-2000,11521
11-Oct-2000,11585
12-Oct-2000,11664
13-Oct-2000,11757
14-Oct-2000,11832
15-Oct-2000,11911
16-Oct-2000,11991
17-Oct-2000,12085
18-Oct-2000,12160
19-Oct-2000,12240
20-Oct-2000,12321
21-Oct-2000,12421
22-Oct-2000,12516
23-Oct-2000,12616
24-Oct-2000,12732
25-Oct-2000,12857
26-Oct-2000,12983
27-Oct-2000,13105
28-Oct-2000,13213
29-Oct-2000,13340
30-Oct-2000,13484
31-Oct-2000,13582
01-Nov-2000,13732
02-Nov-2000,13847
03-Nov-2000,13962
04-Nov-2000,14068
05-Nov-2000,14174
06-Nov-2000,14285
07-Nov-2000,14402
08-Nov-2000,14515
09-Nov-2000,14643
10-Nov-2000,14766
11-Nov-2000,14880
12-Nov-2000,14994
13-Nov-2000,15108
14-Nov-2000,15217
15-Nov-2000,15328
16-Nov-2000,15443
17-Nov-2000,15554
18-Nov-2000,15654
19-Nov-2000,15755
20-Nov-2000,15856
21-Nov-2000,15952
22-Nov-2000,16059
23-Nov-2000,16151
24-Nov-2000,16242
25-Nov-2000,16334
26-Nov-2000,16426
27-Nov-2000,16519
28-Nov-2000,16616
29-Nov-2000,16709
30-Nov-2000,16803
01-Dec-2000,16890
02-Dec-2000,16973
03-Dec-2000,17056
04-Dec-2000,17150
05-Dec-2000,17233
06-Dec-2000,17317
07-Dec-2000,17400
08-Dec-2000,17484
09-Dec-2000,17568
10-Dec-2000,17653
11-Dec-2000,17737
12-Dec-2000,17822
13-Dec-2000,17907
14-Dec-2000,17992
15-Dec-2000,18072
16-Dec-2000,18146
17-Dec-2000,18220
18-Dec-2000,18294
19-Dec-2000,18380
20-Dec-2000,18438
21-Dec-2000,18536
22-Dec-2000,18623
23-Dec-2000,18698
24-Dec-2000,18773
25-Dec-2000,18849
26-Dec-2000,18925
27-Dec-2000,18995
28-Dec-2000,19072
29-Dec-2000,19148
30-Dec-2000,19218
31-Dec-2000,19295
01-Jan-2001,19372
02-Jan-2001,19443
03-Jan-2001,19502
04-Jan-2001,19579
05-Jan-2001,19651
06-Jan-2001,19722
07-Jan-2001,19794
08-Jan-2001,19860
09-Jan-2001,19932
10-Jan-2001,20004
11-Jan-2001,20076
12-Jan-2001,20160
13-Jan-2001,20233
14-Jan-2001,20305
15-Jan-2001,20378
16-Jan-2001,20451
17-Jan-2001,20512
18-Jan-2001,20585
19-Jan-2001,20646
20-Jan-2001,20713
21-Jan-2001,20781
22-Jan-2001,20854
23-Jan-2001,20922
24-Jan-2001,21015
25-Jan-2001,21076
26-Jan-2001,21138
27-Jan-2001,21206
28-Jan-2001,21275
29-Jan-2001,21343
30-Jan-2001,21406
31-Jan-2001,21474
01-Feb-2001,21543
02-Feb-2001,21619
03-Feb-2001,21681
04-Feb-2001,21744
05-Feb-2001,21814
06-Feb-2001,21889
07-Feb-2001,21953
08-Feb-2001,22029
09-Feb-2001,22092
10-Feb-2001,22149
11-Feb-2001,22207
12-Feb-2001,22271
13-Feb-2001,22366
14-Feb-2001,22437
15-Feb-2001,22514
16-Feb-2001,22591
17-Feb-2001,22642
18-Feb-2001,22694
19-Feb-2001,22739
20-Feb-2001,22790
21-Feb-2001,22914
22-Feb-2001,22978
23-Feb-2001,23076
24-Feb-2001,23141
25-Feb-2001,23206
26-Feb-2001,23271
27-Feb-2001,23337
28-Feb-2001,23416
01-Mar-2001,23488
02-Mar-2001,23547
03-Mar-2001,23613
04-Mar-2001,23679
05-Mar-2001,23745
06-Mar-2001,23818
07-Mar-2001,23884
08-Mar-2001,23964
09-Mar-2001,24030
10-Mar-2001,24110
11-Mar-2001,24191
12-Mar-2001,24278
13-Mar-2001,24365
14-Mar-2001,24418
15-Mar-2001,24479
16-Mar-2001,24540
17-Mar-2001,24600
18-Mar-2001,24661
19-Mar-2001,24736
20-Mar-2001,24790
21-Mar-2001,24858
22-Mar-2001,24926
23-Mar-2001,24994
24-Mar-2001,25055
25-Mar-2001,25117
26-Mar-2001,25178
27-Mar-2001,25247
28-Mar-2001,25295
29-Mar-2001,25357
30-Mar-2001,25425
31-Mar-2001,25487
01-Apr-2001,25550
02-Apr-2001,25612
03-Apr-2001,25674
04-Apr-2001,25736
05-Apr-2001,25799
06-Apr-2001,25882
07-Apr-2001,25959
08-Apr-2001,26035
09-Apr-2001,26126
10-Apr-2001,26196
11-Apr-2001,26259
12-Apr-2001,26329
13-Apr-2001,26393
14-Apr-2001,26449
15-Apr-2001,26505
16-Apr-2001,26569
17-Apr-2001,26640
18-Apr-2001,26710
19-Apr-2001,26760
20-Apr-2001,26852
21-Apr-2001,26973
22-Apr-2001,27094
23-Apr-2001,27208
24-Apr-2001,27208
25-Apr-2001,27208
26-Apr-2001,27194
27-Apr-2001,27173
28-Apr-2001,27294
29-Apr-2001,27496
30-Apr-2001,27799
01-May-2001,28207
02-May-2001,28663
03-May-2001,28974
04-May-2001,29108
05-May-2001,29182
06-May-2001,29182
07-May-2001,29227
08-May-2001,29287
09-May-2001,29541
10-May-2001,29918
11-May-2001,30381
12-May-2001,30826
13-May-2001,31259
14-May-2001,31703
15-May-2001,32127
16-May-2001,32570
17-May-2001,33009
18-May-2001,33467
19-May-2001,33856
20-May-2001,34264
21-May-2001,34264
22-May-2001,34321
23-May-2001,34346
24-May-2001,34346
25-May-2001,34346
26-May-2001,34346
27-May-2001,34346
28-May-2001,34346
29-May-2001,34346
30-May-2001,34346
31-May-2001,34346
01-Jun-2001,34346
02-Jun-2001,34346
03-Jun-2001,34346
04-Jun-2001,34346
05-Jun-2001,34346
06-Jun-2001,34305
07-Jun-2001,34215
08-Jun-2001,34182
09-Jun-2001,34346
10-Jun-2001,34346
11-Jun-2001,34346
12-Jun-2001,34346
13-Jun-2001,34346
14-Jun-2001,34346
15-Jun-2001,34346
16-Jun-2001,34428
17-Jun-2001,34100
18-Jun-2001,33937
19-Jun-2001,33694
20-Jun-2001,33451
21-Jun-2001,33113
22-Jun-2001,32873
23-Jun-2001,32467
24-Jun-2001,32096
25-Jun-2001,31766
26-Jun-2001,31453
27-Jun-2001,31088
28-Jun-2001,30756
29-Jun-2001,30427
30-Jun-2001,30084
01-Jul-2001,29782
02-Jul-2001,29594
03-Jul-2001,29309
04-Jul-2001,29070
05-Jul-2001,28811
06-Jul-2001,28589
07-Jul-2001,28295
08-Jul-2001,28024
09-Jul-2001,27785
10-Jul-2001,27496
11-Jul-2001,27251
12-Jul-2001,26994
13-Jul-2001,26852
14-Jul-2001,26640
15-Jul-2001,26512
16-Jul-2001,26357
17-Jul-2001,26217
18-Jul-2001,26112
19-Jul-2001,25952
20-Jul-2001,25799
21-Jul-2001,25626
22-Jul-2001,25453
23-Jul-2001,25281
24-Jul-2001,25076
25-Jul-2001,24858
26-Jul-2001,24668
27-Jul-2001,24398
28-Jul-2001,24164
29-Jul-2001,23931
30-Jul-2001,23666
31-Jul-2001,23435
01-Aug-2001,23206
02-Aug-2001,22881
03-Aug-2001,22558
04-Aug-2001,22277
05-Aug-2001,21984
06-Aug-2001,21700
07-Aug-2001,21449
08-Aug-2001,21169
09-Aug-2001,20891
10-Aug-2001,20615
11-Aug-2001,20372
12-Aug-2001,20070
13-Aug-2001,19800
14-Aug-2001,19561
15-Aug-2001,19301
16-Aug-2001,19060
17-Aug-2001,18855
18-Aug-2001,18623
19-Aug-2001,18392
20-Aug-2001,18185
21-Aug-2001,17975
22-Aug-2001,17794
23-Aug-2001,17613
24-Aug-2001,17428
25-Aug-2001,17261
26-Aug-2001,17067
27-Aug-2001,16879
28-Aug-2001,16709
29-Aug-2001,16519
30-Aug-2001,16329
31-Aug-2001,16124
01-Sep-2001,15952
02-Sep-2001,15792
03-Sep-2001,15633
04-Sep-2001,15443
05-Sep-2001,15275
06-Sep-2001,15108
07-Sep-2001,14890
08-Sep-2001,14715
09-Sep-2001,14530
10-Sep-2001,14377
11-Sep-2001,14235
12-Sep-2001,14058
13-Sep-2001,13922
14-Sep-2001,13747
15-Sep-2001,13607
16-Sep-2001,13459
17-Sep-2001,13301
18-Sep-2001,13154
19-Sep-2001,13008
20-Sep-2001,12872
21-Sep-2001,12722
22-Sep-2001,12616
23-Sep-2001,12416
24-Sep-2001,12273
25-Sep-2001,12155
26-Sep-2001,12000
27-Sep-2001,11836
28-Sep-2001,11664
29-Sep-2001,11479
30-Sep-2001,11296
01-Oct-2001,11101
02-Oct-2001,10956
03-Oct-2001,10795
04-Oct-2001,10639
05-Oct-2001,10488
06-Oct-2001,10488
07-Oct-2001,10488
08-Oct-2001,10488
09-Oct-2001,10497
10-Oct-2001,10524
11-Oct-2001,10555
12-Oct-2001,10599
13-Oct-2001,10657
14-Oct-2001,10710
15-Oct-2001,10737
16-Oct-2001,10786
17-Oct-2001,10844
18-Oct-2001,10889
19-Oct-2001,10934
20-Oct-2001,11001
21-Oct-2001,11056
22-Oct-2001,11101
23-Oct-2001,11155
24-Oct-2001,11205
25-Oct-2001,11264
26-Oct-2001,11319
27-Oct-2001,11379
28-Oct-2001,11447
29-Oct-2001,11484
30-Oct-2001,11544
31-Oct-2001,11609
01-Nov-2001,11673
02-Nov-2001,11757
03-Nov-2001,11850
04-Nov-2001,11920
05-Nov-2001,11981
06-Nov-2001,12051
07-Nov-2001,12131
08-Nov-2001,12226
09-Nov-2001,12292
10-Nov-2001,12368
11-Nov-2001,12464
12-Nov-2001,12511
13-Nov-2001,12583
14-Nov-2001,12665
15-Nov-2001,12737
16-Nov-2001,12799
17-Nov-2001,12896
18-Nov-2001,12959
19-Nov-2001,12872
20-Nov-2001,13076
21-Nov-2001,13139
22-Nov-2001,13213
23-Nov-2001,13311
24-Nov-2001,13375
25-Nov-2001,13454
26-Nov-2001,13508
27-Nov-2001,13558
28-Nov-2001,13637
29-Nov-2001,13707
30-Nov-2001,13777
01-Dec-2001,13872
02-Dec-2001,13917
03-Dec-2001,13982
04-Dec-2001,14058
05-Dec-2001,14133
06-Dec-2001,14199
07-Dec-2001,14275
08-Dec-2001,14351
09-Dec-2001,14413
10-Dec-2001,14469
11-Dec-2001,14540
12-Dec-2001,14612
13-Dec-2001,14668
14-Dec-2001,14745
15-Dec-2001,14947
16-Dec-2001,14947
17-Dec-2001,14947
18-Dec-2001,15045.1
19-Dec-2001,15093.9
20-Dec-2001,15133.14
21-Dec-2001,15192
22-Dec-2001,15255.66
23-Dec-2001,15319.32
24-Dec-2001,15388.16
25-Dec-2001,15457
26-Dec-2001,15520.66
27-Dec-2001,15647.73
28-Dec-2001,15663.77
29-Dec-2001,15727.66
30-Dec-2001,15797.33
31-Dec-2001,15861.34
01-Jan-2002,15930.72
02-Jan-2002,16000.39
03-Jan-2002,16070.06
04-Jan-2002,16128.11
05-Jan-2002,16197.5
06-Jan-2002,16267.17
07-Jan-2002,16336.83
08-Jan-2002,16400.55
09-Jan-2002,16464.28
10-Jan-2002,16533.94
11-Jan-2002,16597.66
12-Jan-2002,16661.67
13-Jan-2002,16731.34
14-Jan-2002,16795.06
15-Jan-2002,16853.11
16-Jan-2002,16852
17-Jan-2002,16907
18-Jan-2002,16962
19-Jan-2002,17017
20-Jan-2002,17072
21-Jan-2002,17133
22-Jan-2002,17189
23-Jan-2002,17250
24-Jan-2002,17294
25-Jan-2002,17356
26-Jan-2002,17417
27-Jan-2002,17479
28-Jan-2002,17540
29-Jan-2002,17596
30-Jan-2002,17658
31-Jan-2002,17698
01-Feb-2002,17754
02-Feb-2002,17810
03-Feb-2002,17861
04-Feb-2002,17918
05-Feb-2002,17975
06-Feb-2002,18031
07-Feb-2002,18077
08-Feb-2002,18140
09-Feb-2002,18197
10-Feb-2002,18254
11-Feb-2002,18306
12-Feb-2002,18363
13-Feb-2002,18415
14-Feb-2002,18472
15-Feb-2002,18524
16-Feb-2002,18582
17-Feb-2002,18634
18-Feb-2002,18693
19-Feb-2002,18750
20-Feb-2002,18802
21-Feb-2002,18855
22-Feb-2002,18913
23-Feb-2002,18966
24-Feb-2002,19013
25-Feb-2002,19066
26-Feb-2002,19118
27-Feb-2002,19165
28-Feb-2002,19224
01-Mar-2002,19283
02-Mar-2002,19331
03-Mar-2002,19378
04-Mar-2002,19425
05-Mar-2002,19484
06-Mar-2002,19538
07-Mar-2002,19591
08-Mar-2002,19651
09-Mar-2002,19704
10-Mar-2002,19764
