date,acre_feet
01-Jan-2000,42638
02-Jan-2000,42547
03-Jan-2000,42547
04-Jan-2000,42547
05-Jan-2000,42547
06-Jan-2000,42547
07-Jan-2000,42547
08-Jan-2000,42547
09-Jan-2000,42547
10-Jan-2000,42638
11-Jan-2000,42638
12-Jan-2000,42547
13-Jan-2000,42547
14-Jan-2000,42547
15-Jan-2000,42547
16-Jan-2000,42547
17-Jan-2000,42547
18-Jan-2000,42547
19-Jan-2000,42547
20-Jan-2000,42547
21-Jan-2000,42547
22-Jan-2000,42547
23-Jan-2000,42547
24-Jan-2000,42547
25-Jan-2000,42547
26-Jan-2000,42547
27-Jan-2000,42547
28-Jan-2000,42547
29-Jan-2000,42547
30-Jan-2000,42547
31-Jan-2000,42547
01-Feb-2000,42547
02-Feb-2000,42547
03-Feb-2000,42547
04-Feb-2000,42547
05-Feb-2000,42547
06-Feb-2000,42547
07-Feb-2000,42547
08-Feb-2000,42547
09-Feb-2000,42638
10-Feb-2000,42638
11-Feb-2000,42638
12-Feb-2000,42730
13-Feb-2000,42730
14-Feb-2000,42730
15-Feb-2000,42730
16-Feb-2000,42822
17-Feb-2000,42822
18-Feb-2000,42822
19-Feb-2000,42822
20-Feb-2000,42822
21-Feb-2000,42914
22-Feb-2000,42914
23-Feb-2000,43006
24-Feb-2000,43006
25-Feb-2000,43006
26-Feb-2000,43098
27-Feb-2000,43098
28-Feb-2000,43191
29-Feb-2000,43191
01-Mar-2000,43283
02-Mar-2000,43283
03-Mar-2000,43283
04-Mar-2000,43376
05-Mar-2000,43376
06-Mar-2000,43469
07-Mar-2000,43469
08-Mar-2000,43563
09-Mar-2000,43563
10-Mar-2000,43656
11-Mar-2000,43656
12-Mar-2000,43749
13-Mar-2000,43749
14-Mar-2000,43843
15-Mar-2000,43843
16-Mar-2000,43843
17-Mar-2000,43843
18-Mar-2000,43936
19-Mar-2000,43936
20-Mar-2000,44030
21-Mar-2000,44030
22-Mar-2000,44125
23-Mar-2000,44125
24-Mar-2000,44218
25-Mar-2000,44218
26-Mar-2000,44313
27-Mar-2000,44408
28-Mar-2000,44502
29-Mar-2000,44502
30-Mar-2000,44502
