date,acre_feet,capacity
01-Jan-2000,15457,17540
02-Jan-2000,15423
03-Jan-2000,15330
04-Jan-2000,15196
05-Jan-2000,15474
06-Jan-2000,15482
07-Jan-2000,15491
08-Jan-2000,15454
09-Jan-2000,15330
10-Jan-2000,15519
11-Jan-2000,15908
12-Jan-2000,16008
13-Jan-2000,15985
14-Jan-2000,15922
15-Jan-2000,15785
16-Jan-2000,15572
17-Jan-2000,15578
18-Jan-2000,15839
19-Jan-2000,15893
20-Jan-2000,16142
21-Jan-2000,16102
22-Jan-2000,16281
23-Jan-2000,16507
24-Jan-2000,16711
25-Jan-2000,16304
26-Jan-2000,16010
27-Jan-2000,15249
28-Jan-2000,14987
29-Jan-2000,14501
30-Jan-2000,13984
31-Jan-2000,13715
01-Feb-2000,13498
02-Feb-2000,13699
03-Feb-2000,14046
04-Feb-2000,13960
05-Feb-2000,13627
06-Feb-2000,13092
07-Feb-2000,13204
08-Feb-2000,14153
09-Feb-2000,14742
10-Feb-2000,14772
11-Feb-2000,14822
12-Feb-2000,14907
13-Feb-2000,15302
14-Feb-2000,14780
15-Feb-2000,14585
16-Feb-2000,14272
17-Feb-2000,14275
18-Feb-2000,14441
19-Feb-2000,14040
20-Feb-2000,14248
21-Feb-2000,14476
22-Feb-2000,15160
23-Feb-2000,14816
24-Feb-2000,14855
25-Feb-2000,14769
26-Feb-2000,14662
27-Feb-2000,14321
28-Feb-2000,14432
29-Feb-2000,14430
01-Mar-2000,14224
02-Mar-2000,13869
03-Mar-2000,13558
04-Mar-2000,13458
05-Mar-2000,13500
06-Mar-2000,13720
07-Mar-2000,13717
08-Mar-2000,13776
09-Mar-2000,13920
10-Mar-2000,14016
11-Mar-2000,13781
12-Mar-2000,13524
13-Mar-2000,13595
14-Mar-2000,13656
15-Mar-2000,14083
16-Mar-2000,14054
17-Mar-2000,14267
18-Mar-2000,14438
19-Mar-2000,13598
20-Mar-2000,13997
21-Mar-2000,14121
22-Mar-2000,14089
23-Mar-2000,14148
24-Mar-2000,14280
25-Mar-2000,14452
26-Mar-2000,14531
27-Mar-2000,14253
28-Mar-2000,14035
29-Mar-2000,13691
30-Mar-2000,13212
31-Mar-2000,12911
01-Apr-2000,12880
02-Apr-2000,13593
03-Apr-2000,13516
04-Apr-2000,14613
05-Apr-2000,15791
06-Apr-2000,17194
07-Apr-2000,16632
08-Apr-2000,16437
09-Apr-2000,17117
10-Apr-2000,16937
11-Apr-2000,16943
12-Apr-2000,17215
13-Apr-2000,17385
14-Apr-2000,17319
15-Apr-2000,17260
16-Apr-2000,16814
17-Apr-2000,16699
18-Apr-2000,16425
19-Apr-2000,16617
20-Apr-2000,16775
21-Apr-2000,16831
22-Apr-2000,16767
23-Apr-2000,16784
24-Apr-2000,16843
25-Apr-2000,17123
26-Apr-2000,17011
27-Apr-2000,17043
28-Apr-2000,17114
29-Apr-2000,17424
30-Apr-2000,17278
01-May-2000,17364
02-May-2000,17284
03-May-2000,17191
04-May-2000,16834
05-May-2000,16699
06-May-2000,16969
07-May-2000,16981
08-May-2000,17403
09-May-2000,17475
10-May-2000,16313
11-May-2000,16085
12-May-2000,16638
13-May-2000,16536
14-May-2000,16793
15-May-2000,16805
16-May-2000,16691
17-May-2000,16025
18-May-2000,17117
19-May-2000,16533
20-May-2000,15510
21-May-2000,16013
22-May-2000,16679
23-May-2000,17200
24-May-2000,17295
25-May-2000,17168
26-May-2000,17251
27-May-2000,16943
28-May-2000,17248
29-May-2000,17493
30-May-2000,17209
31-May-2000,16729
01-Jun-2000,16434
02-Jun-2000,16641
03-Jun-2000,17147
04-Jun-2000,17275
05-Jun-2000,17278
06-Jun-2000,17174
07-Jun-2000,17230
08-Jun-2000,17144
09-Jun-2000,16638
10-Jun-2000,16816
11-Jun-2000,16734
12-Jun-2000,16720
13-Jun-2000,16934
14-Jun-2000,17082
15-Jun-2000,17082
16-Jun-2000,17120
17-Jun-2000,17165
18-Jun-2000,17439
19-Jun-2000,17541
20-Jun-2000,17499
21-Jun-2000,17400
22-Jun-2000,17475
23-Jun-2000,17565
24-Jun-2000,17559
25-Jun-2000,17301
26-Jun-2000,17123
27-Jun-2000,17571
28-Jun-2000,17634
29-Jun-2000,17604
30-Jun-2000,17400
01-Jul-2000,17052
02-Jul-2000,17005
03-Jul-2000,16275
04-Jul-2000,15808
05-Jul-2000,15742
06-Jul-2000,16699
07-Jul-2000,16356
08-Jul-2000,16016
09-Jul-2000,15936
10-Jul-2000,16770
11-Jul-2000,16486
12-Jul-2000,16188
13-Jul-2000,16408
14-Jul-2000,16574
15-Jul-2000,16916
16-Jul-2000,17126
17-Jul-2000,16693
18-Jul-2000,17076
19-Jul-2000,17156
20-Jul-2000,15976
21-Jul-2000,15437
22-Jul-2000,15609
23-Jul-2000,14896
24-Jul-2000,14731
25-Jul-2000,14386
26-Jul-2000,13989
27-Jul-2000,14332
28-Jul-2000,14808
29-Jul-2000,13432
30-Jul-2000,14164
31-Jul-2000,14381
01-Aug-2000,15635
02-Aug-2000,15589
03-Aug-2000,14753
04-Aug-2000,15454
