date,acre_feet
01-Jan-2000,32330
02-Jan-2000,32500
03-Jan-2000,32680
04-Jan-2000,32680
05-Jan-2000,32800
06-Jan-2000,32900
07-Jan-2000,32780
08-Jan-2000,32900
09-Jan-2000,33020
10-Jan-2000,33680
11-Jan-2000,33660
12-Jan-2000,33850
13-Jan-2000,33470
14-Jan-2000,33850
15-Jan-2000,34090
16-Jan-2000,34090
17-Jan-2000,34340
18-Jan-2000,34340
19-Jan-2000,34580
20-Jan-2000,34580
21-Jan-2000,34580
22-Jan-2000,34580
23-Jan-2000,34700
24-Jan-2000,34820
25-Jan-2000,34580
26-Jan-2000,34650
27-Jan-2000,34750
28-Jan-2000,34830
29-Jan-2000,34950
30-Jan-2000,35020
31-Jan-2000,35090
01-Feb-2000,35240
02-Feb-2000,35290
03-Feb-2000,35400
04-Feb-2000,35540
05-Feb-2000,35610
06-Feb-2000,35690
07-Feb-2000,35810
08-Feb-2000,35890
09-Feb-2000,35990
10-Feb-2000,36040
11-Feb-2000,36190
12-Feb-2000,36240
13-Feb-2000,36360
14-Feb-2000,36390
15-Feb-2000,36440
16-Feb-2000,34360
17-Feb-2000,31910
18-Feb-2000,29890
19-Feb-2000,26940
20-Feb-2000,24300
21-Feb-2000,21940
22-Feb-2000,19560
23-Feb-2000,17160
24-Feb-2000,16620
25-Feb-2000,16590
26-Feb-2000,16550
27-Feb-2000,16490
28-Feb-2000,16420
29-Feb-2000,16430
01-Mar-2000,16340
02-Mar-2000,16290
03-Mar-2000,16230
04-Mar-2000,16200
05-Mar-2000,16140
06-Mar-2000,16080
07-Mar-2000,15980
08-Mar-2000,16010
09-Mar-2000,15900
10-Mar-2000,15820
11-Mar-2000,15770
12-Mar-2000,15690
13-Mar-2000,15650
14-Mar-2000,15580
15-Mar-2000,15540
16-Mar-2000,15500
17-Mar-2000,15380
18-Mar-2000,15370
19-Mar-2000,15240
20-Mar-2000,15200
21-Mar-2000,15180
22-Mar-2000,15130
23-Mar-2000,15240
24-Mar-2000,15480
25-Mar-2000,15710
26-Mar-2000,15870
27-Mar-2000,16040
28-Mar-2000,16070
29-Mar-2000,16010
30-Mar-2000,15940
31-Mar-2000,15870
01-Apr-2000,15870
02-Apr-2000,15870
03-Apr-2000,15850
04-Apr-2000,15800
05-Apr-2000,15770
06-Apr-2000,15740
07-Apr-2000,15640
08-Apr-2000,15570
09-Apr-2000,15500
10-Apr-2000,15440
11-Apr-2000,15400
12-Apr-2000,15290
13-Apr-2000,16430
14-Apr-2000,18130
15-Apr-2000,20040
16-Apr-2000,21920
17-Apr-2000,23800
18-Apr-2000,26070
19-Apr-2000,27650
20-Apr-2000,28570
21-Apr-2000,28740
22-Apr-2000,28700
23-Apr-2000,28570
24-Apr-2000,28480
25-Apr-2000,28400
26-Apr-2000,28270
27-Apr-2000,28200
28-Apr-2000,28070
29-Apr-2000,28010
30-Apr-2000,27930
01-May-2000,27820
02-May-2000,27710
03-May-2000,27590
04-May-2000,27520
05-May-2000,27460
06-May-2000,27340
07-May-2000,27170
08-May-2000,27000
09-May-2000,26860
10-May-2000,25380
11-May-2000,22950
12-May-2000,21330
13-May-2000,20820
14-May-2000,20510
15-May-2000,20390
16-May-2000,20290
17-May-2000,20190
18-May-2000,20020
19-May-2000,19870
20-May-2000,19770
21-May-2000,19640
22-May-2000,19590
23-May-2000,19460
24-May-2000,19300
25-May-2000,21220
26-May-2000,23340
27-May-2000,24820
28-May-2000,25050
29-May-2000,25050
30-May-2000,25030
31-May-2000,24950
01-Jun-2000,24870
02-Jun-2000,25830
03-Jun-2000,26450
04-Jun-2000,26470
05-Jun-2000,26470
06-Jun-2000,26720
07-Jun-2000,26860
08-Jun-2000,26860
09-Jun-2000,26760
10-Jun-2000,26720
11-Jun-2000,26680
12-Jun-2000,26620
13-Jun-2000,26530
14-Jun-2000,26530
15-Jun-2000,26410
16-Jun-2000,26350
17-Jun-2000,26210
18-Jun-2000,26150
19-Jun-2000,26070
20-Jun-2000,25990
21-Jun-2000,25910
22-Jun-2000,25810
23-Jun-2000,25650
24-Jun-2000,25510
25-Jun-2000,25300
26-Jun-2000,25070
27-Jun-2000,24850
28-Jun-2000,24720
29-Jun-2000,25710
30-Jun-2000,26350
01-Jul-2000,26230
02-Jul-2000,26130
03-Jul-2000,25970
04-Jul-2000,25770
05-Jul-2000,25610
06-Jul-2000,25420
07-Jul-2000,25220
08-Jul-2000,25010
09-Jul-2000,24800
10-Jul-2000,24610
11-Jul-2000,24400
12-Jul-2000,24230
13-Jul-2000,24150
14-Jul-2000,24080
15-Jul-2000,24230
16-Jul-2000,24340
17-Jul-2000,24320
18-Jul-2000,22380
19-Jul-2000,20540
20-Jul-2000,20210
21-Jul-2000,19790
22-Jul-2000,19400
23-Jul-2000,19010
24-Jul-2000,18600
25-Jul-2000,18160
26-Jul-2000,17870
27-Jul-2000,17540
28-Jul-2000,17250
29-Jul-2000,16750
30-Jul-2000,14980
