date,acre_feet
01-Jan-2000,13826
02-Jan-2000,13780
03-Jan-2000,13728
04-Jan-2000,13659
05-Jan-2000,13616
06-Jan-2000,13569
07-Jan-2000,13517
08-Jan-2000,13470
09-Jan-2000,13423
10-Jan-2000,13380
11-Jan-2000,13337
12-Jan-2000,13299
13-Jan-2000,13256
14-Jan-2000,13218
15-Jan-2000,13178
16-Jan-2000,13142
17-Jan-2000,13101
18-Jan-2000,13065
19-Jan-2000,13038
20-Jan-2000,13000
21-Jan-2000,12966
22-Jan-2000,12930
23-Jan-2000,12899
24-Jan-2000,12857
25-Jan-2000,12815
26-Jan-2000,12781
27-Jan-2000,12748
28-Jan-2000,12708
29-Jan-2000,12662
30-Jan-2000,12622
31-Jan-2000,12583
01-Feb-2000,12536.68
02-Feb-2000,12488.62
03-Feb-2000,12446.78
04-Feb-2000,12393
05-Feb-2000,12345.62
06-Feb-2000,12298.24
07-Feb-2000,12250.87
08-Feb-2000,12195.24
09-Feb-2000,12147.87
10-Feb-2000,12094.26
11-Feb-2000,12048.99
12-Feb-2000,12003.75
13-Feb-2000,11958.92
14-Feb-2000,11915.99
15-Feb-2000,11885.41
16-Feb-2000,11848.76
17-Feb-2000,11816.08
18-Feb-2000,11781.72
19-Feb-2000,11737.24
20-Feb-2000,11688.81
21-Feb-2000,11642.35
22-Feb-2000,11593.9
23-Feb-2000,11543.65
24-Feb-2000,11497.43
25-Feb-2000,11463.27
26-Feb-2000,11421.07
27-Feb-2000,11381.11
28-Feb-2000,11339.33
29-Feb-2000,11297.55
01-Mar-2000,11249.84
02-Mar-2000,11206.08
03-Mar-2000,11162.91
04-Mar-2000,11119.85
05-Mar-2000,11066.92
06-Mar-2000,11025.77
07-Mar-2000,10986.53
08-Mar-2000,10945.38
09-Mar-2000,10898.39
10-Mar-2000,10853.31
11-Mar-2000,10810.23
12-Mar-2000,10767.61
13-Mar-2000,10722.89
14-Mar-2000,10672.5
15-Mar-2000,10519.77
16-Mar-2000,10235.16
17-Mar-2000,9955.32
18-Mar-2000,9665
19-Mar-2000,9369.15
20-Mar-2000,9093.49
21-Mar-2000,8807.27
22-Mar-2000,8534.36
23-Mar-2000,8235.33
24-Mar-2000,7943.14
25-Mar-2000,7629.01
26-Mar-2000,7326.47
27-Mar-2000,7033.77
28-Mar-2000,6763.61
29-Mar-2000,6488.59
30-Mar-2000,6214.2
31-Mar-2000,5933.41
01-Apr-2000,5675
02-Apr-2000,5374
03-Apr-2000,5090
04-Apr-2000,4815
05-Apr-2000,4541
06-Apr-2000,4279
07-Apr-2000,4005
08-Apr-2000,3716
09-Apr-2000,3450
10-Apr-2000,3197
11-Apr-2000,2935
12-Apr-2000,2657
13-Apr-2000,2396
14-Apr-2000,2285
15-Apr-2000,2316
16-Apr-2000,2329
17-Apr-2000,2334
18-Apr-2000,2292
19-Apr-2000,2204
20-Apr-2000,2090
21-Apr-2000,1988
22-Apr-2000,1900
23-Apr-2000,1825
24-Apr-2000,1769
25-Apr-2000,1716
26-Apr-2000,1662
27-Apr-2000,1650
28-Apr-2000,1707
29-Apr-2000,1748
30-Apr-2000,1746
01-May-2000,1727
02-May-2000,1751
03-May-2000,1857
04-May-2000,2019
05-May-2000,2309
06-May-2000,2776
07-May-2000,3355
08-May-2000,3868
09-May-2000,4220
10-May-2000,4412
11-May-2000,4640
12-May-2000,4799
13-May-2000,4895
14-May-2000,4922
15-May-2000,4944
