date,acre_feet
01-Jan-2000,2511
02-Jan-2000,2551
03-Jan-2000,2574
04-Jan-2000,2590
05-Jan-2000,2623
06-Jan-2000,2650
07-Jan-2000,2658
08-Jan-2000,2670
09-Jan-2000,2689
10-Jan-2000,2710
11-Jan-2000,2737
12-Jan-2000,2781
13-Jan-2000,2818
14-Jan-2000,2862
15-Jan-2000,2903
16-Jan-2000,2949
17-Jan-2000,2994
18-Jan-2000,3046
19-Jan-2000,3093
20-Jan-2000,3141
21-Jan-2000,3187
22-Jan-2000,3215
23-Jan-2000,3240
24-Jan-2000,3264
25-Jan-2000,3297
26-Jan-2000,3339
27-Jan-2000,3373
28-Jan-2000,3417
29-Jan-2000,3446
30-Jan-2000,3467
31-Jan-2000,3505
01-Feb-2000,3537
02-Feb-2000,3580
03-Feb-2000,3614
04-Feb-2000,3651
05-Feb-2000,3693
06-Feb-2000,3725
07-Feb-2000,3757
08-Feb-2000,3781
09-Feb-2000,3811
10-Feb-2000,3846
11-Feb-2000,3874
12-Feb-2000,3898
13-Feb-2000,3872
14-Feb-2000,3844
15-Feb-2000,3874
16-Feb-2000,3917
17-Feb-2000,3954
18-Feb-2000,3992
19-Feb-2000,4011
20-Feb-2000,4037
21-Feb-2000,4085
22-Feb-2000,4121
23-Feb-2000,4143
24-Feb-2000,4164
25-Feb-2000,4174
26-Feb-2000,4174
27-Feb-2000,4181
28-Feb-2000,4191
29-Feb-2000,4174
01-Mar-2000,4169
02-Mar-2000,4148
03-Mar-2000,4136
04-Mar-2000,4121
05-Mar-2000,4126
06-Mar-2000,4126
07-Mar-2000,4114
08-Mar-2000,4104
09-Mar-2000,4095
10-Mar-2000,4085
11-Mar-2000,4069
12-Mar-2000,4059
13-Mar-2000,4042
14-Mar-2000,4037
15-Mar-2000,4049
16-Mar-2000,4042
17-Mar-2000,4052
18-Mar-2000,4054
19-Mar-2000,4064
20-Mar-2000,4083
21-Mar-2000,4069
22-Mar-2000,4057
23-Mar-2000,4059
24-Mar-2000,4061
25-Mar-2000,4061
26-Mar-2000,4061
27-Mar-2000,4064
28-Mar-2000,4073
29-Mar-2000,4078
30-Mar-2000,4085
31-Mar-2000,4078
01-Apr-2000,4076
02-Apr-2000,4076
03-Apr-2000,4078
04-Apr-2000,4080
05-Apr-2000,4092
06-Apr-2000,4095
07-Apr-2000,4104
08-Apr-2000,4107
09-Apr-2000,4119
10-Apr-2000,4121
11-Apr-2000,4097
12-Apr-2000,4191
13-Apr-2000,4071
14-Apr-2000,4172
15-Apr-2000,4160
16-Apr-2000,4138
17-Apr-2000,4121
18-Apr-2000,4126
19-Apr-2000,4100
20-Apr-2000,4073
21-Apr-2000,4057
22-Apr-2000,4049
23-Apr-2000,4028
24-Apr-2000,4011
25-Apr-2000,3976
26-Apr-2000,4157
27-Apr-2000,4148
28-Apr-2000,4184
29-Apr-2000,3995
30-Apr-2000,3971
01-May-2000,3964
02-May-2000,3985
03-May-2000,4006
04-May-2000,4040
05-May-2000,4090
06-May-2000,4095
07-May-2000,4114
08-May-2000,4145
09-May-2000,4152
10-May-2000,4121
11-May-2000,4090
12-May-2000,4021
13-May-2000,3952
14-May-2000,3881
15-May-2000,3813
16-May-2000,3762
17-May-2000,3718
18-May-2000,3676
19-May-2000,3637
20-May-2000,3603
21-May-2000,3582
22-May-2000,3573
23-May-2000,3458
24-May-2000,3474
25-May-2000,3519
26-May-2000,3557
27-May-2000,3564
28-May-2000,3564
29-May-2000,3566
30-May-2000,3665
31-May-2000,3660
01-Jun-2000,3683
02-Jun-2000,3723
03-Jun-2000,3746
04-Jun-2000,3755
05-Jun-2000,3764
06-Jun-2000,3781
07-Jun-2000,3804
08-Jun-2000,3651
09-Jun-2000,3769
10-Jun-2000,3762
11-Jun-2000,3755
12-Jun-2000,3750
13-Jun-2000,3753
