date,acre_feet
01-Jan-2000,321640
02-Jan-2000,321640
03-Jan-2000,321599
04-Jan-2000,321560
05-Jan-2000,321560
06-Jan-2000,321519
07-Jan-2000,321519
08-Jan-2000,321480
09-Jan-2000,321480
10-Jan-2000,321480
11-Jan-2000,321480
12-Jan-2000,321439
13-Jan-2000,321480
14-Jan-2000,321519
15-Jan-2000,321560
16-Jan-2000,321599
17-Jan-2000,321640
18-Jan-2000,321640
19-Jan-2000,321679
20-Jan-2000,321679
21-Jan-2000,321679
22-Jan-2000,321720
23-Jan-2000,321720
24-Jan-2000,321839
25-Jan-2000,321999
26-Jan-2000,322198
27-Jan-2000,322159
28-Jan-2000,322118
29-Jan-2000,322159
30-Jan-2000,322198
31-Jan-2000,322198
01-Feb-2000,322239
02-Feb-2000,322239
03-Feb-2000,322278
04-Feb-2000,322319
05-Feb-2000,322359
06-Feb-2000,322400
07-Feb-2000,322359
08-Feb-2000,322400
09-Feb-2000,322400
10-Feb-2000,322519
11-Feb-2000,322599
12-Feb-2000,322759
13-Feb-2000,322839
14-Feb-2000,322919
15-Feb-2000,323000
16-Feb-2000,323119
17-Feb-2000,323160
18-Feb-2000,323199
19-Feb-2000,323279
20-Feb-2000,323360
21-Feb-2000,323440
22-Feb-2000,323440
23-Feb-2000,323440
24-Feb-2000,323481
25-Feb-2000,323520
26-Feb-2000,323561
27-Feb-2000,323600
28-Feb-2000,323642
29-Feb-2000,323642
01-Mar-2000,323761
02-Mar-2000,323841
03-Mar-2000,323922
04-Mar-2000,324002
05-Mar-2000,324122
06-Mar-2000,324243
07-Mar-2000,324443
08-Mar-2000,324604
09-Mar-2000,324645
10-Mar-2000,324685
11-Mar-2000,324726
12-Mar-2000,324765
13-Mar-2000,324846
14-Mar-2000,324965
15-Mar-2000,325046
16-Mar-2000,325126
17-Mar-2000,325207
18-Mar-2000,325248
19-Mar-2000,325368
20-Mar-2000,325529
21-Mar-2000,325690
22-Mar-2000,325812
23-Mar-2000,325932
24-Mar-2000,326052
25-Mar-2000,326174
26-Mar-2000,326375
27-Mar-2000,326740
28-Mar-2000,327183
29-Mar-2000,327588
30-Mar-2000,328032
31-Mar-2000,328558
01-Apr-2000,328963
02-Apr-2000,329246
03-Apr-2000,329571
04-Apr-2000,329978
05-Apr-2000,330994
06-Apr-2000,332421
07-Apr-2000,333891
08-Apr-2000,335695
09-Apr-2000,337794
10-Apr-2000,339983
11-Apr-2000,342223
12-Apr-2000,343805
13-Apr-2000,345475
14-Apr-2000,347278
15-Apr-2000,348412
16-Apr-2000,349171
17-Apr-2000,349887
18-Apr-2000,351366
19-Apr-2000,352041
20-Apr-2000,352000
21-Apr-2000,352041
22-Apr-2000,352126
23-Apr-2000,352000
24-Apr-2000,352254
25-Apr-2000,352931
26-Apr-2000,353907
27-Apr-2000,355397
28-Apr-2000,357020
29-Apr-2000,358259
30-Apr-2000,358773
01-May-2000,359075
02-May-2000,359330
03-May-2000,360276
04-May-2000,361998
05-May-2000,363942
06-May-2000,365546
07-May-2000,366632
08-May-2000,368504
09-May-2000,369729
10-May-2000,370252
11-May-2000,371218
12-May-2000,372009
13-May-2000,371700
14-May-2000,371130
15-May-2000,370034
16-May-2000,369159
17-May-2000,368462
18-May-2000,367501
19-May-2000,366065
20-May-2000,364549
21-May-2000,363034
22-May-2000,362301
23-May-2000,362644
24-May-2000,364244
25-May-2000,365718
26-May-2000,366326
27-May-2000,366545
28-May-2000,366978
29-May-2000,367938
30-May-2000,369159
31-May-2000,369729
01-Jun-2000,370077
02-Jun-2000,370165
03-Jun-2000,370165
04-Jun-2000,370034
05-Jun-2000,369729
06-Jun-2000,369379
07-Jun-2000,368766
08-Jun-2000,368242
09-Jun-2000,367676
10-Jun-2000,366978
11-Jun-2000,366110
12-Jun-2000,365025
13-Jun-2000,363942
14-Jun-2000,362817
